A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      174 1 0 ENRY RYGGE
100   45.11   1   0 0.25 0 3 0 12   59.38373600  010.76625000    0.00  273.71 2  0 0 0 30   59.37385000  010.80460300    0.00  273.71 3  0 0 0
21   59.37357192  010.80393875  2 296.86   3.00 30  PAPI-4L
10   59.37965400  010.78539300 xxx 207.00   800 0.0 0.0   100 161161  2 0 0 0.25 0
10   59.37377900  010.80499700 xxx 207.00   310 0.0 0.0   120 161161  2 0 0 0.25 0
10   59.38355300  010.76738900 xxx 207.00   300 0.0 0.0   120 161161  2 0 0 0.25 0
10   59.37776200  010.79339100 xxx 207.00   920 0.0 0.0   120 161161  2 0 0 0.25 0
10   59.38108400  010.78824700 xxx 117.00   800 0.0 0.0   400 101101  2 0 0 0.25 0
10   59.38165300  010.77836100 xxx 207.00   920 0.0 0.0   100 161161  2 0 0 0.25 0
10   59.37820100  010.78569300 xxx 117.00  8000 0.0 0.0   100 161161  2 0 0 0.25 0
10   59.38068000  010.78684700 xxx 117.00  3070 0.0 0.0   120 161161  2 0 0 0.25 0
18   59.38006377  010.78669092 4 BCN
19   59.38446261  010.76607824 1 WS
19   59.37312334  010.80477389 1 WS
50 13617 ATIS
54 11950 TWR
55 12210 APP
55 12435 APP
55 12030 ARRIVAL


130 Airport Boundary
111  059.37377930  010.80499744
111  059.37385178  010.80460262
111  059.37820053  010.78569317
111  059.38373566  010.76624966
113  059.38108444  010.78824711
99
