A
1050 Generated by WorldEditor 1.6.1r1

1    739 0 0 KGBR Walter J. Koladza
100 15.24 1 0 0.25 0 1 0 11  42.18463053 -073.40800757   52    0 1 0 0 1 29  42.18382475 -073.39852283   23    0 1 0 0 0
110 3 0.00 0.0000 New Taxiway 424
111  42.18365471 -073.40652970
111  42.18345356 -073.40658215
111  42.18327899 -073.40662767
111  42.18281620 -073.40409426
111  42.18353086 -073.40387970
111  42.18396803 -073.40669299
113  42.18378031 -073.40659515
110 2 0.00 0.0000 New Taxiway 426
111  42.18376238 -073.40751574
111  42.18372481 -073.40753146
111  42.18352333 -073.40761577
111  42.18348971 -073.40746520
111  42.18332999 -073.40752674
111  42.18329961 -073.40737767
113  42.18369764 -073.40721924
110 2 0.00 0.0000 New Taxiway 425
111  42.18535776 -073.40519963
111  42.18552973 -073.40517807
111  42.18554565 -073.40541202
113  42.18537116 -073.40542636
110 2 0.00 0.0000 New Taxiway 427
111  42.18405829 -073.40763233
111  42.18409928 -073.40791691
111  42.18379997 -073.40800457
113  42.18375414 -073.40772515
110 1 0.00 0.0000 New Taxiway 423
111  42.18447707 -073.40696405
112  42.18437024 -073.40687620  42.18431440 -073.40685652
111  42.18437024 -073.40687620
112  42.18437024 -073.40687620  42.18435445 -073.40687063
112  42.18432970 -073.40687633  42.18431218 -073.40688042
111  42.18432970 -073.40687633
111  42.18405982 -073.40694755
111  42.18398646 -073.40709399
111  42.18405829 -073.40763233
111  42.18375414 -073.40772515
111  42.18372481 -073.40753146
111  42.18376238 -073.40751574
111  42.18369764 -073.40721924
111  42.18329961 -073.40737767
111  42.18328094 -073.40738511
111  42.18312683 -073.40668039
111  42.18320452 -073.40665289
111  42.18321344 -073.40670274
111  42.18322745 -073.40669930
111  42.18323127 -073.40672164
111  42.18327967 -073.40670617
111  42.18327584 -073.40668383
111  42.18328731 -073.40668039
111  42.18327899 -073.40662767
111  42.18345356 -073.40658215
111  42.18365471 -073.40652970
111  42.18378031 -073.40659515
111  42.18396803 -073.40669299
112  42.18432971 -073.40663389  42.18446972 -073.40653171
111  42.18432971 -073.40663389
112  42.18432971 -073.40663389  42.18438061 -073.40659674
112  42.18443546 -073.40645579  42.18445020 -073.40637119
111  42.18443546 -073.40645579
111  42.18456451 -073.40644601
112  42.18462508 -073.40643657  42.18466838 -073.40637469
111  42.18462508 -073.40643657
111  42.18468693 -073.40633812
111  42.18475480 -073.40623010
112  42.18483480 -073.40593875  42.18482461 -073.40577202
111  42.18483480 -073.40593875
111  42.18480622 -073.40545894
112  42.18480622 -073.40545894  42.18480240 -073.40538675
111  42.18469387 -073.40539476
111  42.18461849 -073.40540212
111  42.18455736 -073.40540808
112  42.18455736 -073.40540808  42.18450896 -073.40541495
111  42.18448047 -073.40546626
111  42.18446642 -073.40530181
112  42.18455520 -073.40533642  42.18460487 -073.40533470
111  42.18455520 -073.40533642
111  42.18461329 -073.40533170
111  42.18510394 -073.40529179
112  42.18510394 -073.40529179  42.18516890 -073.40528835
112  42.18524270 -073.40517551  42.18527581 -073.40517379
111  42.18524270 -073.40517551
111  42.18535572 -073.40516504
111  42.18535776 -073.40519963
111  42.18537116 -073.40542636
111  42.18537521 -073.40549499
111  42.18524914 -073.40550582
111  42.18524506 -073.40544570
112  42.18511269 -073.40535656  42.18501335 -073.40535656
111  42.18511269 -073.40535656
111  42.18493295 -073.40537345
112  42.18487168 -073.40545458  42.18487422 -073.40552677
111  42.18487168 -073.40545458
111  42.18489878 -073.40592204
112  42.18489878 -073.40592204  42.18490897 -073.40610767
111  42.18482531 -073.40629058
111  42.18474875 -073.40640553
113  42.18458032 -073.40665839
110 1 0.00 0.0000 New Taxiway 422
111  42.18456368 -073.40799567
112  42.18434398 -073.40785673  42.18432700 -073.40767052
111  42.18434398 -073.40785673
112  42.18434398 -073.40785673  42.18432912 -073.40767196
112  42.18452123 -073.40749291  42.18451804 -073.40739264
