I
1050 Generated by WorldEditor 2.1.0r1

1    316 0 0 KCJR Culpeper Rgnl
1302 city Culpeper
1302 country USA
1302 datum_lat 38.5254722
1302 datum_lon -77.8596389
1302 faa_code CJR
1302 state Virginia
100 30.48 1 0 0.00 0 2 0 4  38.51943416 -077.86375790    0    0 2 0 0 1 22  38.53152928 -077.85549243    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 21
111  38.53039036 -077.85812089
111  38.53032421 -077.85795819
111  38.53042460 -077.85788925
111  38.53052096 -077.85782309
111  38.53061626 -077.85775765
111  38.53071415 -077.85769044
111  38.53081184 -077.85762336
111  38.53086141 -077.85758933
111  38.53092677 -077.85774423
111  38.53083166 -077.85781101
111  38.53073426 -077.85787941
111  38.53063582 -077.85794853
111  38.53054136 -077.85801486
113  38.53044589 -077.85808190
110 2 0.00 0.0000 New Taxiway 21
111  38.53054323 -077.85848539
111  38.53047708 -077.85832268
111  38.53057706 -077.85825403
111  38.53067325 -077.85818799
111  38.53077330 -077.85811929
111  38.53087098 -077.85805221
111  38.53101428 -077.85795382
111  38.53107964 -077.85810872
111  38.53098580 -077.85817462
111  38.53088992 -077.85824194
111  38.53079354 -077.85830962
111  38.53069647 -077.85837779
113  38.53059998 -077.85844554
110 2 0.00 0.0000 New Taxiway 21
111  38.52980925 -077.85852003
111  38.52974526 -077.85836010
111  38.52984653 -077.85828936
111  38.52994341 -077.85822168
111  38.53003971 -077.85815440
111  38.53013575 -077.85808731
111  38.53023012 -077.85802138
111  38.53027920 -077.85798709
111  38.53034457 -077.85814199
111  38.53024972 -077.85820897
111  38.53015344 -077.85827696
111  38.53005897 -077.85834368
111  38.52996287 -077.85841155
113  38.52986736 -077.85847899
110 2 0.00 0.0000 New Taxiway 21
111  38.52996103 -077.85888176
111  38.52989705 -077.85872183
111  38.52999963 -077.85865016
111  38.53009553 -077.85858317
111  38.53019270 -077.85851528
111  38.53028821 -077.85844856
111  38.53038407 -077.85838159
111  38.53043099 -077.85834881
111  38.53049636 -077.85850371
111  38.53040355 -077.85856925
111  38.53030858 -077.85863632
111  38.53021168 -077.85870475
111  38.53011622 -077.85877216
113  38.53001830 -077.85884131
110 2 0.00 0.0000 New Taxiway 21
111  38.53011390 -077.85923793
111  38.53004992 -077.85907800
111  38.53014991 -077.85900815
111  38.53024569 -077.85894123
111  38.53034207 -077.85887390
111  38.53043902 -077.85880617
111  38.53053568 -077.85873864
111  38.53058386 -077.85870499
111  38.53064923 -077.85885989
111  38.53055641 -077.85892543
111  38.53045991 -077.85899358
111  38.53036250 -077.85906238
111  38.53026673 -077.85913001
113  38.53017000 -077.85919831
110 2 0.00 0.0000 New Taxiway 21
111  38.52913109 -077.85897924
111  38.52906334 -077.85880969
111  38.52915271 -077.85874946
111  38.52916800 -077.85873915
111  38.52923566 -077.85869378
111  38.52925231 -077.85868233
111  38.52926909 -077.85867102
111  38.52933346 -077.85862763
111  38.52934817 -077.85861771
111  38.52936400 -077.85860704
111  38.52942942 -077.85856269
111  38.52944503 -077.85855243
111  38.52946038 -077.85854208
111  38.52952286 -077.85849997
111  38.52954029 -077.85848822
111  38.52955771 -077.85847648
111  38.52959201 -077.85845336
111  38.52965738 -077.85861211
111  38.52957700 -077.85866842
111  38.52956210 -077.85867888
111  38.52954678 -077.85868962
111  38.52948075 -077.85873589
111  38.52946680 -077.85874567
111  38.52945320 -077.85875520
111  38.52938311 -077.85880432
111  38.52936882 -077.85881433
111  38.52935334 -077.85882518
111  38.52929019 -077.85886936
111  38.52927384 -077.85888031
111  38.52925784 -077.85889103
111  38.52919222 -077.85893660
113  38.52917709 -077.85894715
110 2 0.00 0.0000 New Taxiway 21
111  38.52926702 -077.85935698
111  38.52919746 -077.85918345
111  38.52920948 -077.85917528
111  38.52928989 -077.85912061
111  38.52930572 -077.85910984
111  38.52932139 -077.85909919
111  38.52938844 -077.85905360
111  38.52940281 -077.85904383
111  38.52941712 -077.85903410
111  38.52948588 -077.85898735
111  38.52949973 -077.85897794
111  38.52951388 -077.85896831
111  38.52958181 -077.85892210
111  38.52959588 -077.85891223
111  38.52961095 -077.85890166
111  38.52967889 -077.85885582
111  38.52969464 -077.85884519
111  38.52971028 -077.85883464
111  38.52973743 -077.85881633
111  38.52980528 -077.85898105
111  38.52972651 -077.85903644
111  38.52971378 -077.85904536
111  38.52970088 -077.85905441
111  38.52963105 -077.85910354
111  38.52961777 -077.85911287
111  38.52960470 -077.85912206
111  38.52953697 -077.85916878
111  38.52952055 -077.85917972
111  38.52950467 -077.85919029
111  38.52943849 -077.85923643
111  38.52942503 -077.85924557
111  38.52941083 -077.85925556
111  38.52934489 -077.85930223
111  38.52932939 -077.85931288
111  38.52931394 -077.85932349
113  38.52928098 -077.85934716
110 2 0.00 0.0000 New Taxiway 21
111  38.52941948 -077.85972208
111  38.52934924 -077.85954655
111  38.52936239 -077.85953761
111  38.52943968 -077.85948506
111  38.52945553 -077.85947429
111  38.52947189 -077.85946316
111  38.52953851 -077.85941787
111  38.52955296 -077.85940804
111  38.52956790 -077.85939789
111  38.52963493 -077.85935232
111  38.52964982 -077.85934219
111  38.52966463 -077.85933212
111  38.52973528 -077.85928409
111  38.52974904 -077.85927473
111  38.52976346 -077.85926493
111  38.52982887 -077.85922045
111  38.52984415 -077.85921007
111  38.52985987 -077.85919937
111  38.52988921 -077.85917943
111  38.52995706 -077.85934415
111  38.52988819 -077.85939278
111  38.52987126 -077.85940473
111  38.52985562 -077.85941578
111  38.52978530 -077.85946543
111  38.52976972 -077.85947635
111  38.52975504 -077.85948666
111  38.52968985 -077.85953264
111  38.52967639 -077.85954201
111  38.52966335 -077.85955110
111  38.52959286 -077.85960019
111  38.52957825 -077.85961047
111  38.52956452 -077.85962012
111  38.52949493 -077.85966904
111  38.52947977 -077.85967950
111  38.52946496 -077.85969011
113  38.52943511 -077.85971109
110 2 0.00 0.0000 New Taxiway 21
111  38.52956693 -077.86008103
111  38.52949560 -077.85990589
111  38.52951203 -077.85989473
111  38.52959100 -077.85984109
111  38.52960618 -077.85983078
111  38.52962138 -077.85982045
111  38.52968915 -077.85977442
111  38.52970352 -077.85976466
111  38.52971775 -077.85975499
111  38.52978712 -077.85970787
111  38.52980033 -077.85969890
111  38.52981335 -077.85969005
111  38.52987842 -077.85964540
111  38.52989343 -077.85963559
111  38.52990913 -077.85962532
111  38.52996806 -077.85958484
111  38.52998493 -077.85957351
111  38.53000333 -077.85956115
111  38.53003666 -077.85953837
111  38.53010451 -077.85970310
111  38.53002135 -077.85976168
111  38.53000607 -077.85977265
111  38.52999059 -077.85978335
111  38.52992674 -077.85982833
111  38.52991303 -077.85983799
111  38.52989958 -077.85984747
111  38.52983894 -077.85989018
111  38.52982389 -077.85990078
111  38.52980809 -077.85991191
111  38.52974323 -077.85995760
111  38.52972633 -077.85996951
111  38.52971023 -077.85998085
111  38.52964291 -077.86002827
111  38.52962691 -077.86003948
111  38.52961112 -077.86005054
113  38.52958030 -077.86007163
110 2 0.00 0.0000 New Taxiway 21
111  38.52788100 -077.85981574
111  38.52779874 -077.85961282
111  38.52884297 -077.85890937
113  38.52892527 -077.85910265
110 2 0.00 0.0000 New Taxiway 21
111  38.52827391 -077.86009015
111  38.52818297 -077.85987197
111  38.52838554 -077.85973500
111  38.52849609 -077.85966024
111  38.52860599 -077.85958593
111  38.52871444 -077.85951260
111  38.52882482 -077.85943796
111  38.52893359 -077.85936441
111  38.52900102 -077.85931881
111  38.52909200 -077.85952734
111  38.52896780 -077.85961260
111  38.52885905 -077.85968744
111  38.52875049 -077.85976215
111  38.52864153 -077.85983714
111  38.52853191 -077.85991259
113  38.52842370 -077.85998706
110 2 0.00 0.0000 New Taxiway 21
111  38.52844660 -077.86050566
111  38.52835566 -077.86028748
111  38.52845378 -077.86022113
111  38.52856217 -077.86014785
111  38.52867087 -077.86007434
111  38.52878081 -077.86000000
111  38.52889091 -077.85992555
111  38.52899877 -077.85985262
111  38.52910823 -077.85977860
111  38.52917371 -077.85973432
111  38.52926469 -077.85994285
111  38.52914248 -077.86002708
111  38.52903462 -077.86010143
111  38.52892572 -077.86017649
111  38.52881695 -077.86025146
111  38.52870866 -077.86032610
113  38.52859960 -077.86040039
110 2 0.00 0.0000 New Taxiway 20
111  38.52785834 -077.86061810
111  38.52811141 -077.86045648
111  38.52824101 -077.86076749
111  38.52799120 -077.86093471
113  38.52786555 -077.86063609
110 2 0.00 0.0000 New Taxiway 20
111  38.52717487 -077.86064887
111  38.52745482 -077.86046404
111  38.52754630 -077.86067518
111  38.52726618 -077.86086494
113  38.52725344 -077.86083480
110 2 0.00 0.0000 New Taxiway 20
111  38.52937126 -077.86019365
111  38.52946564 -077.86041434
111  38.52856314 -077.86103842
111  38.52852113 -077.86094225
111  38.52851981 -077.86091091
111  38.52847548 -077.86080748
111  38.52856066 -077.86074911
111  38.52870644 -077.86064922
111  38.52885017 -077.86055073
111  38.52899538 -077.86045122
111  38.52914047 -077.86035180
113  38.52928512 -077.86025267
110 2 0.00 0.0000 New Taxiway 20
111  38.52679279 -077.86140350
111  38.52710219 -077.86118263
111  38.52723432 -077.86148993
113  38.52692031 -077.86170295
110 2 0.00 0.0000 New Taxiway 14
111  38.53144597 -077.85530702
111  38.53147756 -077.85528660
111  38.53163550 -077.85566256
111  38.53160688 -077.85568481
113  38.53146107 -077.85534356
110 2 0.00 0.0000 New Taxiway 13
111  38.51932652 -077.86358952
111  38.51935579 -077.86356785
111  38.51943626 -077.86375656
111  38.51951481 -077.86395016
113  38.51948904 -077.86396820
110 1 0.00 0.0000 New Taxiway 12
111  38.51981375 -077.86368813
112  38.51981375 -077.86368813  38.51980044 -077.86370366
112  38.51977854 -077.86373680  38.51976831 -077.86375363
111  38.51977854 -077.86373680
112  38.51977854 -077.86373680  38.51967539 -077.86390654 102
111  38.51971968 -077.86412836 102
111  38.51976873 -077.86426834
112  38.51976873 -077.86426834  38.51977503 -077.86427957 102
112  38.51978957 -077.86429709  38.51979708 -077.86430510
111  38.51978957 -077.86429709
112  38.51978957 -077.86429709  38.51984911 -077.86436060 102
111  38.51993922 -077.86433087 102
111  38.52012580 -077.86421827 102
111  38.52199655 -077.86293988
112  38.52199655 -077.86293988  38.52206809 -077.86288145 102
112  38.52209809 -077.86277054  38.52210484 -077.86272497
111  38.52209809 -077.86277054
112  38.52209809 -077.86277054  38.52210323 -077.86273585 102
111  38.52209879 -077.86271262 102
111  38.52205747 -077.86260558
112  38.52205747 -077.86260558  38.52196849 -077.86243426 102
112  38.52174237 -077.86238640  38.52166537 -077.86237786
111  38.52174237 -077.86238640
112  38.52174237 -077.86238640  38.52171214 -077.86238305
111  38.52169302 -077.86238443
111  38.52223406 -077.86199681
112  38.52223406 -077.86199681  38.52221577 -077.86202359
112  38.52218772 -077.86207821  38.52217496 -077.86210553
111  38.52218772 -077.86207821
112  38.52218772 -077.86207821  38.52209541 -077.86227579 102
111  38.52213577 -077.86247353 102
111  38.52219780 -077.86263127
112  38.52219780 -077.86263127  38.52221160 -077.86264863 102
112  38.52224415 -077.86266847  38.52226077 -077.86267641
111  38.52224415 -077.86266847
112  38.52224415 -077.86266847  38.52231006 -077.86269994 102
111  38.52238711 -077.86266906 102
111  38.52400138 -077.86157774 102
111  38.52401107 -077.86155779
112  38.52401107 -077.86155779  38.52408029 -077.86150952 102
112  38.52410684 -077.86140267  38.52411192 -077.86135678
111  38.52410684 -077.86140267
112  38.52410684 -077.86140267  38.52411117 -077.86136355 102
111  38.52410361 -077.86133539 102
111  38.52405307 -077.86121963
112  38.52405307 -077.86121963  38.52394496 -077.86104878 102
112  38.52374029 -077.86102525  38.52366321 -077.86102809
111  38.52374029 -077.86102525
112  38.52374029 -077.86102525  38.52369777 -077.86102682
111  38.52367064 -077.86103727
111  38.52424132 -077.86064542
112  38.52424132 -077.86064542  38.52422522 -077.86066911
112  38.52419967 -077.86071664  38.52418791 -077.86074036
111  38.52419967 -077.86071664
112  38.52419967 -077.86071664  38.52408719 -077.86094337 102
111  38.52415943 -077.86116027 102
111  38.52419894 -077.86125901
112  38.52419894 -077.86125901  38.52421471 -077.86128013 102
112  38.52424872 -077.86130380  38.52426571 -077.86131321
111  38.52424872 -077.86130380
112  38.52424872 -077.86130380  38.52431015 -077.86133781 102
111  38.52437121 -077.86130816 102
111  38.52582031 -077.86032957
