I
1050 Generated by WorldEditor 2.0.0r4

1    187 1 0 EGKK London Gatwick
100 45.11 1 0 0.00 1 3 0 08R  51.14511283 -000.21230831  393    0 3 4 1 1 26L  51.15149123 -000.16600684  423   31 3 4 1 1
100 45.11 1 0 0.00 1 3 1 08L  51.14689628 -000.21256812  319    0 2 0 0 1 26R  51.15182883 -000.17680407  414    0 2 0 0 1
110 1 0.00 2270.0000 New Taxiway 1
111  51.15346123 -000.17302951
111  51.15346720 -000.17297578
111  51.15348324 -000.17286716
112  51.15346979 -000.17275463  51.15344795 -000.17270698
111  51.15342015 -000.17269321
111  51.15342920 -000.17261809
112  51.15348723 -000.17270442  51.15351828 -000.17277309
111  51.15352414 -000.17281523
111  51.15351695 -000.17281862
113  51.15346893 -000.17302725
110 1 0.00 77.6000 New Taxiway 30
111  51.15149879 -000.18247164
111  51.15165748 -000.18267596
111  51.15115329 -000.18368183
111  51.15104187 -000.18394895
111  51.15115050 -000.18315683
113  51.15126286 -000.18293579
110 1 0.00 167.2480 New Taxiway 204
111  51.15551065 -000.16457012
111  51.15528823 -000.16449401
111  51.15527497 -000.16459777
111  51.15517508 -000.16456189
111  51.15518008 -000.16452844
111  51.15514316 -000.16450561
111  51.15518752 -000.16418978
111  51.15522625 -000.16420226
111  51.15522860 -000.16418431
111  51.15527775 -000.16419980
111  51.15540448 -000.16423974
113  51.15554908 -000.16428915
110 2 0.00 173.7200 New Taxiway 24
111  51.15133401 -000.17704696
111  51.15136007 -000.17719803
111  51.15133716 -000.17736700
111  51.15130372 -000.17751316
111  51.15130449 -000.17760555
111  51.15128107 -000.17776602
111  51.15121942 -000.17788655
112  51.15117725 -000.17785377  51.15115221 -000.17783580
111  51.15117725 -000.17785377
112  51.15117725 -000.17785377  51.15115000 -000.17783421
112  51.15107187 -000.17780605  51.15103179 -000.17779719
111  51.15107187 -000.17780605
112  51.15107187 -000.17780605  51.15098768 -000.17778596
111  51.15094936 -000.17782762
111  51.15092990 -000.17783821
111  51.15091001 -000.17784521
112  51.15076686 -000.17790349  51.15069295 -000.17795349
111  51.15076686 -000.17790349
112  51.15076686 -000.17790349  51.15072423 -000.17793233
112  51.15067933 -000.17800771  51.15065873 -000.17804704
111  51.15067933 -000.17800771
112  51.15067933 -000.17800771  51.15066422 -000.17803656
111  51.15064690 -000.17807484
111  51.15047559 -000.17787051
111  51.15059884 -000.17761731
111  51.15051643 -000.17760103
111  51.15053934 -000.17728475
111  51.15056945 -000.17728753
112  51.15064424 -000.17728263  51.15068581 -000.17727022
111  51.15064424 -000.17728263
112  51.15064424 -000.17728263  51.15067161 -000.17727446
112  51.15073011 -000.17722441  51.15075762 -000.17719116
111  51.15073011 -000.17722441
112  51.15073011 -000.17722441  51.15079940 -000.17714065
111  51.15080086 -000.17703016
112  51.15088159 -000.17669592  51.15095394 -000.17659426
111  51.15105904 -000.17661627
111  51.15130104 -000.17665786
113  51.15133235 -000.17694220
110 1 0.00 77.6000 New Taxiway 13
111  51.14815835 -000.20190866
112  51.14801511 -000.20167319  51.14791478 -000.20162877
111  51.14801511 -000.20167319
112  51.14801511 -000.20167319  51.14798023 -000.20165775
112  51.14786427 -000.20159029  51.14780790 -000.20154993
111  51.14786427 -000.20159029
112  51.14786427 -000.20159029  51.14783956 -000.20157260
112  51.14779634 -000.20152744  51.14776966 -000.20150107
111  51.14779634 -000.20152744
112  51.14779634 -000.20152744  51.14775965 -000.20149117
112  51.14764168 -000.20130934  51.14760130 -000.20121599
111  51.14764168 -000.20130934
112  51.14764168 -000.20130934  51.14758572 -000.20117995
111  51.14755134 -000.20104414
