I
1050 Generated by WorldEditor 2.1.0r1

1    441 0 0 KAVC Mecklenburg Brunswick Rgnl
100 22.86 1 0 0.25 0 2 0 1  36.68142905 -078.05412794    0    0 2 11 0 1 19  36.69514108 -078.05472506    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 27
111  36.68843968 -078.05132358
111  36.68844154 -078.05117828
111  36.68857865 -078.05118101
113  36.68857603 -078.05132796
110 2 0.00 0.0000 New Taxiway 26
111  36.68864125 -078.05149170
111  36.68865615 -078.05109158
111  36.68885237 -078.05110295
113  36.68884174 -078.05150090
110 2 0.00 0.0000 New Taxiway 24
111  36.68927250 -078.05153010
111  36.68927752 -078.05136829
111  36.68924799 -078.05136460
111  36.68925635 -078.05119212
111  36.68942567 -078.05119888
111  36.68942142 -078.05137381
111  36.68938679 -078.05137504
113  36.68938272 -078.05153714
110 2 0.00 0.0000 New Taxiway 25
111  36.68890822 -078.05149135
111  36.68892147 -078.05110557
111  36.68911450 -078.05111588
113  36.68910126 -078.05150166
110 2 0.00 0.0000 New Taxiway 2
111  36.68846297 -078.05194428
111  36.68846761 -078.05180996
111  36.68850219 -078.05181154
111  36.68887313 -078.05183219
111  36.68904580 -078.05184180
111  36.68939045 -078.05186099
111  36.68942503 -078.05186292
111  36.68953637 -078.05187339
111  36.68953464 -078.05200376
113  36.68950013 -078.05200294
110 2 0.00 0.0000 New Taxiway 5
111  36.68776283 -078.05189415
111  36.68760803 -078.05188648
111  36.68763572 -078.05111407
113  36.68778746 -078.05112222
110 2 0.00 0.0000 New Taxiway 4
111  36.68811842 -078.05191672
111  36.68796537 -078.05190612
111  36.68798982 -078.05111614
113  36.68814393 -078.05112277
110 1 0.00 0.0000 New Taxiway 1
111  36.68198262 -078.05405389
111  36.68143534 -078.05403285
111  36.68144070 -078.05387805
111  36.68145305 -078.05344580
111  36.68147760 -078.05269540
111  36.68750645 -078.05300401
111  36.68792274 -078.05299685
111  36.68812291 -078.05293063
111  36.68820141 -078.05266291
111  36.68822090 -078.05225387
112  36.68810462 -078.05210217  36.68800770 -078.05208523
111  36.68810462 -078.05210217
111  36.68745990 -078.05203963
111  36.68749647 -078.05110713
111  36.68763572 -078.05111407
111  36.68778746 -078.05112222
111  36.68779557 -078.05112268
111  36.68789141 -078.05106744
111  36.68827965 -078.05108750
111  36.68827324 -078.05140129
111  36.68829125 -078.05152794
112  36.68829125 -078.05152794  36.68830662 -078.05155325
111  36.68843130 -078.05153694
111  36.68843968 -078.05132358
111  36.68857603 -078.05132796
111  36.68857229 -078.05152049
112  36.68857229 -078.05152049  36.68858012 -078.05156511
112  36.68864080 -078.05152748  36.68865339 -078.05148237
111  36.68864080 -078.05152748
111  36.68864125 -078.05149170
111  36.68884174 -078.05150090
111  36.68884206 -078.05153965
112  36.68884206 -078.05153965  36.68884776 -078.05157051
112  36.68890407 -078.05154441  36.68892231 -078.05150463
111  36.68890407 -078.05154441
111  36.68890822 -078.05149135
111  36.68910126 -078.05150166
112  36.68910126 -078.05150166  36.68910221 -078.05157474
111  36.68913721 -078.05158132
111  36.68923909 -078.05158302
112  36.68923909 -078.05158302  36.68925755 -078.05157918
111  36.68927250 -078.05153010
111  36.68938272 -078.05153714
112  36.68941883 -078.05159876  36.68945146 -078.05162391
111  36.68941883 -078.05159876
111  36.68973156 -078.05161575
112  36.68973156 -078.05161575  36.68974884 -078.05160803
111  36.68976350 -078.05157666
111  36.68976269 -078.05150175
111  36.69103713 -078.05156489
111  36.69101602 -078.05219182
111  36.69102295 -078.05282996
111  36.69107185 -078.05308342
111  36.69127383 -078.05317226
111  36.69165881 -078.05322271
111  36.69520416 -078.05340758
111  36.69518201 -078.05415869
111  36.69515586 -078.05472684
111  36.69487718 -078.05470553
111  36.69498271 -078.05464665
111  36.69505740 -078.05440904
111  36.69507025 -078.05415367
111  36.69508956 -078.05372179
112  36.69508956 -078.05372179  36.69509005 -078.05361006
