I
1050 Generated by WorldEditor 2.1.0r1

1     20 1 0 EPMB Malbork
1302 city Malbork
1302 country Poland
1302 datum_lat 54.0266667
1302 datum_lon 019.1355556
1302 iata_code 
1302 icao_code EPMB
1302 region_code EP
1302 state Pomerania
1302 transition_alt 6500
1302 transition_level 
100 50.00 2 0 0.25 0 1 0 07  54.02443330  019.11690000    0  140 0 7 0 1 25  54.02867780  019.15435000    0  150 0 3 0 1
110 2 0.00 153.0000 New Taxiway 44
111  54.03283188  019.14531157
111  54.03282392  019.14523632
111  54.03285941  019.14522577
111  54.03286414  019.14527079
111  54.03304118  019.14521631
111  54.03300929  019.14491468
111  54.03283225  019.14496916
111  54.03283709  019.14501471
111  54.03280160  019.14502526
111  54.03279365  019.14495018
111  54.03273472  019.14496302
111  54.03265610  019.14498692
111  54.03263085  019.14499459
111  54.03256221  019.14506255
111  54.03254107  019.14513934
111  54.03255960  019.14528585
111  54.03259056  019.14535125
111  54.03262604  019.14539206
111  54.03270328  019.14536851
113  54.03281364  019.14533485
110 2 0.00 153.0000 New Taxiway 44
111  54.03239944  019.14428246
111  54.03240041  019.14420602
111  54.03243643  019.14420768
111  54.03243582  019.14425340
111  54.03261569  019.14425985
111  54.03261960  019.14395345
111  54.03243973  019.14394699
111  54.03243916  019.14399328
111  54.03240315  019.14399162
111  54.03240412  019.14391535
111  54.03230735  019.14391176
111  54.03228641  019.14388063
111  54.03228475  019.14383666
111  54.03226984  019.14385995
111  54.03200858  019.14426805
111  54.03226683  019.14427858
111  54.03228247  019.14427903
113  54.03238042  019.14428190
110 2 0.00 153.0000 New Taxiway 44
111  54.03224848  019.14590851
111  54.03228295  019.14585950
111  54.03230590  019.14590679
111  54.03228527  019.14593607
111  54.03240069  019.14617104
111  54.03253884  019.14597456
111  54.03242342  019.14573960
111  54.03240256  019.14576931
111  54.03237961  019.14572202
111  54.03241400  019.14567311
111  54.03232793  019.14549762
111  54.03230223  019.14544301
111  54.03233284  019.14535878
111  54.03200989  019.14546265
111  54.03204552  019.14549725
113  54.03216053  019.14573030
110 2 0.00 153.0000 New Taxiway 44
111  54.03153465  019.14613961
111  54.03156945  019.14609130
111  54.03159207  019.14613906
111  54.03157123  019.14616792
111  54.03168498  019.14640523
111  54.03182451  019.14621160
111  54.03171076  019.14597429
111  54.03168970  019.14600357
111  54.03166708  019.14595582
111  54.03170181  019.14590762
111  54.03161698  019.14573038
111  54.03159191  019.14559708
111  54.03131194  019.14568712
111  54.03134268  019.14574228
113  54.03144893  019.14596220
110 2 0.00 153.0000 New Taxiway 44
111  54.03211259  019.14895395
111  54.03215696  019.14896570
111  54.03215124  019.14902626
111  54.03212470  019.14901919
111  54.03209717  019.14932189
111  54.03227503  019.14936899
111  54.03230257  019.14906629
111  54.03227569  019.14905921
111  54.03228142  019.14899865
111  54.03232569  019.14901037
111  54.03234634  019.14878446
111  54.03239357  019.14878341
111  54.03216716  019.14832946
111  54.03216678  019.14834260
111  54.03213210  019.14873388
111  54.03212870  019.14877222
113  54.03211586  019.14891702
110 2 0.00 153.0000 New Taxiway 44
111  54.03166978  019.14806170
111  54.03171415  019.14807345
111  54.03170843  019.14813401
111  54.03168189  019.14812694
111  54.03165436  019.14842964
111  54.03183222  019.14847674
111  54.03185975  019.14817404
111  54.03183288  019.14816696
111  54.03183861  019.14810640
111  54.03188288  019.14811812
111  54.03190353  019.14789221
111  54.03194868  019.14788894
111  54.03172318  019.14743426
111  54.03172397  019.14745036
111  54.03168962  019.14783785
111  54.03168630  019.14787531
113  54.03167348  019.14801810
110 2 0.00 153.0000 New Taxiway 44
111  54.03246299  019.14836322
111  54.03246386  019.14828678
111  54.03249987  019.14828828
111  54.03249933  019.14833401
111  54.03267921  019.14833972
111  54.03268268  019.14803330
111  54.03250280  019.14802759
111  54.03250230  019.14807388
111  54.03246628  019.14807237
111  54.03246715  019.14799610
111  54.03233289  019.14799166
111  54.03217978  019.14798660
111  54.03209232  019.14796722
111  54.03231469  019.14841510
111  54.03232875  019.14839371
113  54.03234656  019.14836632
110 2 0.00 153.0000 New Taxiway 44
111  54.03198406  019.14742518
111  54.03198531  019.14734875
111  54.03202132  019.14735079
111  54.03202054  019.14739650
111  54.03220038  019.14740486
111  54.03220541  019.14709850
111  54.03202557  019.14709015
111  54.03202483  019.14713642
111  54.03198882  019.14713439
111  54.03199007  019.14705813
111  54.03185584  019.14705172
111  54.03166106  019.14704529
111  54.03163134  019.14703876
111  54.03184574  019.14747059
113  54.03189154  019.14742076
110 2 0.00 153.0000 New Taxiway 44
111  54.03167937  019.14355982
111  54.03163549  019.14357607
111  54.03162802  019.14351605
111  54.03165427  019.14350638
111  54.03161593  019.14320711
111  54.03144004  019.14327222
111  54.03147838  019.14357150
111  54.03150494  019.14356162
111  54.03151241  019.14362163
111  54.03146863  019.14363784
111  54.03149715  019.14386126
111  54.03151500  019.14400006
111  54.03159229  019.14405939
111  54.03167140  019.14402426
111  54.03172160  019.14388840
111  54.03170820  019.14378480
111  54.03169902  019.14371380
113  54.03168493  019.14360339
110 2 0.00 153.0000 New Taxiway 44
111  54.03279928  019.14240977
111  54.03275526  019.14242488
111  54.03274833  019.14236468
111  54.03277467  019.14235569
111  54.03273902  019.14205544
111  54.03256256  019.14211597
111  54.03259821  019.14241622
111  54.03262486  019.14240704
111  54.03263179  019.14246723
111  54.03258787  019.14248230
111  54.03261437  019.14270644
111  54.03266176  019.14305158
111  54.03288248  019.14270424
111  54.03283459  019.14270072
111  54.03282638  019.14263303
111  54.03281649  019.14255155
113  54.03280144  019.14242760
110 2 0.00 153.0000 New Taxiway 44
111  54.03235128  019.14309664
111  54.03230726  019.14311174
111  54.03230033  019.14305155
111  54.03232667  019.14304256
111  54.03229102  019.14274231
111  54.03211457  019.14280284
111  54.03215021  019.14310309
111  54.03217686  019.14309390
111  54.03218379  019.14315410
111  54.03213987  019.14316917
111  54.03216637  019.14339331
111  54.03219922  019.14367103
111  54.03219714  019.14377058
111  54.03242072  019.14341580
111  54.03238585  019.14338813
111  54.03237803  019.14332223
111  54.03236283  019.14319400
113  54.03235416  019.14312089
110 2 0.00 153.0000 New Taxiway 44
111  54.03195208  019.14514716
111  54.03191549  019.14510284
111  54.03193652  019.14505304
111  54.03195840  019.14507959
111  54.03206258  019.14482987
111  54.03191590  019.14465222
111  54.03181172  019.14490195
111  54.03183389  019.14492875
111  54.03181285  019.14497855
111  54.03177634  019.14493433
111  54.03169849  019.14512062
111  54.03155030  019.14547526
111  54.03189255  019.14535923
111  54.03190424  019.14535526
111  54.03189843  019.14527556
113  54.03194265  019.14516973
110 2 0.00 153.0000 New Taxiway 157
111  54.02557037  019.10068013
111  54.02552012  019.10060742
111  54.02551885  019.10051118
111  54.02543161  019.10069638
111  54.02546485  019.10066730
111  54.02550002  019.10066730
113  54.02554776  019.10072289
110 2 0.00 153.0000 New Taxiway 156
111  54.02559922  019.10001185
111  54.02555906  019.09997660
111  54.02538446  019.09971144
111  54.02530029  019.09989320
111  54.02547113  019.10012201
111  54.02548118  019.10020540
113  54.02547607  019.10027534
110 2 0.00 153.0000 New Taxiway 155
111  54.02541258  019.10041118
111  54.02535808  019.10042352
111  54.02517719  019.10019044
111  54.02507921  019.10040855
111  54.02522995  019.10060314
111  54.02523372  019.10064591
111  54.02522553  019.10071874
111  54.02528000  019.10067772
113  54.02532869  019.10059068
110 2 0.00 153.0000 New Taxiway 154
111  54.02494389  019.10090091
111  54.02488953  019.10085975
111  54.02477648  019.10051333
111  54.02464960  019.10063094
111  54.02475763  019.10096667
113  54.02476312  019.10101783
110 2 0.00 153.0000 New Taxiway 21
111  54.02761927  019.11521666
111  54.02747457  019.11526412 102
111  54.02745948  019.11526907 102
111  54.02550557  019.11590984 102
111  54.02551701  019.11605781 102
111  54.02474795  019.11677090 102
111  54.02469807  019.11681715
111  54.02465131  019.11683255
111  54.02421310  019.11697681
111  54.02845760  019.15441878
111  54.02889815  019.15428006 102
111  54.02947111  019.15409965 102
111  54.02993222  019.15393567 102
111  54.03040361  019.15378322
111  54.03029717  019.15290424 102
111  54.03008748  019.15282852 102
111  54.03005412  019.15278795 102
111  54.03003347  019.15272304 102
111  54.03003823  019.15266084 102
111  54.03003029  019.15265272 102
111  54.03022799  019.15131101 102
111  54.03093061  019.14607445
111  54.03094531  019.14596704
111  54.03092919  019.14582471
111  54.03102594  019.14586961
111  54.03107222  019.14594334
111  54.03110824  019.14603435
111  54.03112354  019.14601601
111  54.03110874  019.14596080
111  54.03111231  019.14587931
111  54.03113272  019.14579665
111  54.03115632  019.14575883
111  54.03113637  019.14568696
111  54.03113587  019.14561752
111  54.03118422  019.14552430
111  54.03115841  019.14532126
111  54.03118920  019.14525364
111  54.03116953  019.14520845
111  54.03115743  019.14510731
111  54.03097633  019.14515462
111  54.03096336  019.14518437
111  54.03094238  019.14518979 102
111  54.03090547  019.14519933 102
111  54.03085342  019.14515605 102
111  54.03072198  019.14399602
111  54.03067810  019.14360883 102
111  54.03060562  019.14296909 102
111  54.03061061  019.14285435 102
111  54.03062307  019.14275892 102
111  54.03064487  019.14268502 102
111  54.03077158  019.14239520
111  54.03080617  019.14231608
111  54.03093537  019.14244929
111  54.03093930  019.14241614
111  54.03091338  019.14235883
111  54.03084592  019.14220962 102
111  54.03102692  019.14172474 102
111  54.03104646  019.14164854 102
111  54.03105953  019.14156940 102
111  54.03106502  019.14147879 102
111  54.03106467  019.14137500
111  54.03104184  019.14117502
111  54.03108213  019.14115662
111  54.03073094  019.13802470
111  54.03071927  019.13792070
111  54.03035884  019.13470640
111  54.03030471  019.13471795
111  54.03027904  019.13449313 102
111  54.03025615  019.13440303 102
111  54.03022374  019.13433362 102
111  54.03018624  019.13426927 102
111  54.03005296  019.13409946
111  54.03004000  019.13396580
111  54.03001186  019.13397323
