I
1050 Generated by WorldEditor 2.3.0r2

1    200 0 0 KAMG Bacon County
100 30.48 1 0 0.00 0 2 0 15  31.54206474 -082.51046219    0   30 2 0 0 0 33  31.53005802 -082.50264520    0   30 2 0 0 0
110 1 0.00 0.0000 New Taxiway 39
112  31.54102782 -082.50850071  31.54102405 -082.50849930
111  31.54102782 -082.50850071
111  31.54100702 -082.50848839
112  31.54100702 -082.50848839  31.54100334 -082.50848548
111  31.54100454 -082.50847966
111  31.54101927 -082.50844459
111  31.54094199 -082.50839533
111  31.54093128 -082.50842060
111  31.54090515 -082.50840394
111  31.54091931 -082.50837046
112  31.54092542 -082.50836864  31.54092950 -082.50837032
111  31.54092542 -082.50836864
111  31.54094756 -082.50838275
111  31.54094634 -082.50838586
111  31.54102333 -082.50843493
111  31.54104308 -082.50838787
112  31.54104938 -082.50838452  31.54105238 -082.50838594
111  31.54104938 -082.50838452
111  31.54107170 -082.50839705
112  31.54107170 -082.50839705  31.54107439 -082.50839968
111  31.54107247 -082.50840825
113  31.54103667 -082.50849757
110 2 0.00 0.0000 New Taxiway 26
111  31.54171063 -082.50888189
111  31.54178619 -082.50872081
111  31.54232231 -082.50906888
111  31.54243073 -082.50913928
111  31.54253907 -082.50920962
111  31.54264504 -082.50927842
111  31.54272425 -082.50932985
111  31.54264868 -082.50949093
111  31.54251495 -082.50940411
111  31.54240800 -082.50933467
111  31.54230120 -082.50926533
113  31.54219068 -082.50919358
110 1 0.00 0.0000 New Taxiway 25
111  31.54152155 -082.50880426
111  31.54151606 -082.50881124
111  31.54121801 -082.50861606
111  31.54122542 -082.50860136
111  31.54122844 -082.50860316
111  31.54134028 -082.50836032
111  31.54159553 -082.50851191
111  31.54148370 -082.50875474
113  31.54156364 -082.50880222
110 1 0.00 0.0000 New Taxiway 24
111  31.54191691 -082.51019436
111  31.54193828 -082.51019557
112  31.54193828 -082.51019557  31.54197680 -082.51019594 102
112  31.54209959 -082.51012195  31.54214142 -082.51005566
111  31.54209959 -082.51012195 102
111  31.54215609 -082.51000330
112  31.54215609 -082.51000330  31.54217462 -082.50995143 102
112  31.54218541 -082.50987183  31.54218759 -082.50983556
111  31.54218541 -082.50987183
112  31.54218541 -082.50987183  31.54219159 -082.50976878 102
112  31.54212713 -082.50969913  31.54210852 -082.50967565
111  31.54212713 -082.50969913 102
111  31.54204633 -082.50963276 102
111  31.54123957 -082.50911719 102
112  31.54106341 -082.50912854  31.54097249 -082.50918545
111  31.54106341 -082.50912854
112  31.54106341 -082.50912854  31.54103888 -082.50914390 102
112  31.54099013 -082.50919991  31.54096634 -082.50923311
111  31.54099013 -082.50919991 102
111  31.54089399 -082.50941671
112  31.54089399 -082.50941671  31.54087971 -082.50946180 102
112  31.54089533 -082.50951658  31.54090359 -082.50953697
111  31.54089533 -082.50951658
111  31.54090689 -082.50953774
111  31.54069666 -082.50940137
111  31.54071794 -082.50940089
112  31.54071794 -082.50940089  31.54073988 -082.50939789 102
112  31.54080158 -082.50934386  31.54082855 -082.50930166
111  31.54080158 -082.50934386 102
111  31.54090118 -082.50913485
112  31.54090118 -082.50913485  31.54091017 -082.50909510 102
112  31.54090879 -082.50902769  31.54090578 -082.50899603
111  31.54090879 -082.50902769
