I
1050 Generated by WorldEditor

1     41 1 0 NZWN Wellington Intl
100 40.00 1 1 0.00 1 3 0 16 -41.31746329  174.80752971  130   19 3 12 1 2 34 -41.33589743  174.80629317  106   49 3 12 1 2
110 2 0.00 0.0000 New Taxiway 757
111 -41.32672202  174.80966522
111 -41.32648847  174.80960741
111 -41.32648622  174.80951969
111 -41.32649221  174.80951670
111 -41.32649296  174.80947682
113 -41.32671154  174.80939708
110 1 0.00 0.0000 Western apron
111 -41.32845112  174.80560472
111 -41.32708565  174.80573917
112 -41.32708565  174.80573917 -41.32691857  174.80574974
111 -41.32691553  174.80590253
112 -41.32690924  174.80604306 -41.32690693  174.80612261
112 -41.32691222  174.80628515 -41.32691807  174.80635810
111 -41.32691222  174.80628515
112 -41.32691222  174.80628515 -41.32693026  174.80647593
111 -41.32709965  174.80656429
111 -41.32659298  174.80660144
112 -41.32671285  174.80629550 -41.32671127  174.80613636
111 -41.32671285  174.80629550
112 -41.32671285  174.80629550 -41.32671211  174.80622069
112 -41.32670448  174.80605977 -41.32670036  174.80598758
111 -41.32670448  174.80605977
112 -41.32670448  174.80605977 -41.32669983  174.80597840
111 -41.32669101  174.80591703
112 -41.32650446  174.80576352 -41.32638552  174.80576604
112 -41.32552286  174.80582824 -41.32540423  174.80583787
111 -41.32537903  174.80594983
112 -41.32535863  174.80605919 -41.32535768  174.80610342
111 -41.32535908  174.80616478
112 -41.32535904  174.80620401 -41.32535945  174.80621983
111 -41.32535904  174.80620401
112 -41.32535904  174.80620401 -41.32536176  174.80636898
112 -41.32523364  174.80651406 -41.32523364  174.80666861
111 -41.32525133  174.80668666
111 -41.32511494  174.80669909
112 -41.32512145  174.80666543 -41.32512468  174.80663797
111 -41.32512145  174.80666543
112 -41.32512145  174.80666543 -41.32512819  174.80660589
111 -41.32511780  174.80618494
112 -41.32511612  174.80611562 -41.32511590  174.80610374
111 -41.32511612  174.80611562
112 -41.32511612  174.80611562 -41.32511036  174.80596599
111 -41.32501544  174.80590139
112 -41.32498236  174.80588891 -41.32495939  174.80588585
111 -41.32498236  174.80588891
112 -41.32498236  174.80588891 -41.32496840  174.80588705
111 -41.32492589  174.80590583
111 -41.32490645  174.80591588
112 -41.32482840  174.80558815 -41.32481263  174.80553984
111 -41.32482840  174.80558815
112 -41.32482840  174.80558815 -41.32482141  174.80556672
111 -41.32463202  174.80494114
112 -41.32458468  174.80482931 -41.32454782  174.80476456
111 -41.32454068  174.80476327
112 -41.32449300  174.80471821 -41.32447261  174.80470150
111 -41.32445422  174.80469439
112 -41.32443575  174.80464921 -41.32441379  174.80461370
111 -41.32440703  174.80462341
111 -41.32430021  174.80472411
111 -41.32406167  174.80423886
111 -41.32409753  174.80420596
111 -41.32445100  174.80390822
111 -41.32443327  174.80387109
111 -41.32441228  174.80382714
111 -41.32486361  174.80362618
111 -41.32485703  174.80350425
111 -41.32501581  174.80346003
