I
1050 Generated by WorldEditor 2.2.0r2

1   1067 0 0 KJYG St James Muni
100 22.86 1 0 0.00 0 2 0 15  43.99108299 -094.56187485    0    0 2 0 0 1 33  43.98164406 -094.55410105    0    0 2 0 0 1
110 1 0.00 0.0000 New Taxiway 9
111  43.99083796 -094.56150816
112  43.99100194 -094.56145156  43.99106833 -094.56133621
111  43.99100194 -094.56145156
111  43.99112331 -094.56118104
111  43.99130860 -094.56133841
113  43.99113460 -094.56175386
110 2 0.00 0.0000 New Taxiway 7
111  43.98553017 -094.55465176
111  43.98557849 -094.55453334
111  43.98570569 -094.55464331
111  43.98564414 -094.55477959
111  43.98562761 -094.55476541
111  43.98563727 -094.55474210
113  43.98560630 -094.55471598
110 2 0.00 0.0000 New Taxiway 6
111  43.98514505 -094.55433392
111  43.98519846 -094.55421160
111  43.98529581 -094.55429426
113  43.98524213 -094.55441767
110 2 0.00 0.0000 New Taxiway 5
111  43.98467528 -094.55399835
111  43.98477654 -094.55377005
111  43.98510504 -094.55404422
111  43.98498322 -094.55432943
111  43.98493575 -094.55429122
111  43.98499605 -094.55415225
111  43.98495754 -094.55412151
111  43.98493177 -094.55418188
111  43.98477983 -094.55405735
111  43.98477089 -094.55407675
113  43.98470697 -094.55402348
110 2 0.00 0.0000 New Taxiway 4
111  43.98406277 -094.55306720
111  43.98406438 -094.55306348
111  43.98431411 -094.55248897
111  43.98436053 -094.55252811
111  43.98433446 -094.55259116
111  43.98449708 -094.55272673
111  43.98427711 -094.55323922
113  43.98427570 -094.55324263
110 2 0.00 0.0000 New Taxiway 3
111  43.98454835 -094.55384909
111  43.98393987 -094.55334685
111  43.98399214 -094.55322777
113  43.98459773 -094.55372779
110 1 0.00 0.0000 New Taxiway 2
111  43.98169638 -094.55397833 102
111  43.98181543 -094.55370315 102
111  43.98210576 -094.55302822
112  43.98210576 -094.55302822  43.98221052 -094.55282082 102
112  43.98243043 -094.55288782  43.98253995 -094.55296537
111  43.98243043 -094.55288782 102
111  43.98428180 -094.55441390
112  43.98428180 -094.55441390  43.98438869 -094.55444326 102
111  43.98443935 -094.55433287 102
111  43.98446470 -094.55427236
112  43.98446470 -094.55427236  43.98452537 -094.55409641 102
111  43.98442368 -094.55401150
111  43.98374669 -094.55344955
111  43.98396338 -094.55298020
111  43.98406438 -094.55306348
111  43.98406277 -094.55306720
111  43.98427570 -094.55324263
111  43.98427711 -094.55323922
111  43.98482826 -094.55369102
111  43.98516872 -094.55389318
111  43.98510504 -094.55404422
111  43.98477654 -094.55377005
111  43.98467528 -094.55399835
111  43.98470697 -094.55402348
112  43.98470697 -094.55402348  43.98469288 -094.55406787
