A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       79 0 0 UHSB Burevestnik
100   34.44   2   0 1.00 0 2 0 14   44.92703978  147.61120950    0.00    0.00 3  0 0 0 32   44.91190005  147.63259028    0.00    0.00 3  0 0 0
21   44.92563298  147.61254339  1 135.00   3.00 New VASI
21   44.91294195  147.63048449  1 315.00   3.00 New VASI
110   2 0.25 133.33 New Taxiway 28
111  44.92535171  147.60943185 
111  44.92533859  147.60958528 
111  44.92498102  147.61011474 
111  44.92507762  147.61020230 
111  44.92545105  147.60964434 
113  44.92559672  147.60955352 
110   2 0.25  88.87 New Taxiway 28
111  44.92559134  147.60938867 
111  44.92558629  147.60930083 
111  44.92555743  147.60930337 
111  44.92555341  147.60922899 
111  44.92553522  147.60922944 
111  44.92553089  147.60913715 
111  44.92551059  147.60913954 
111  44.92550509  147.60888000 
111  44.92551852  147.60887955 
111  44.92550509  147.60855520 
111  44.92536756  147.60856464 
111  44.92538247  147.60889418 
111  44.92543456  147.60889016 
111  44.92544641  147.60921376 
111  44.92541151  147.60921824 
111  44.92541469  147.60924064 
111  44.92539724  147.60924512 
111  44.92539724  147.60928097 
113  44.92534805  147.60932147 
110   2 0.25  70.33 New Taxiway 28
111  44.92470659  147.60902007 
111  44.92408120  147.60647884 
111  44.92403351  147.60628508 
111  44.92389877  147.60573754 
111  44.92391463  147.60573144 
111  44.92393049  147.60554817 
111  44.92414348  147.60518974 
111  44.92418280  147.60519648 
111  44.92429243  147.60502818 
111  44.92421259  147.60492552 
111  44.92407675  147.60511906 
111  44.92408271  147.60515104 
111  44.92391074  147.60540729 
111  44.92387381  147.60536017 
111  44.92368926  147.60542154 
111  44.92369901  147.60548273 
111  44.92375100  147.60552404 
111  44.92371851  147.60562502 
111  44.92380083  147.60569539 
111  44.92454034  147.60867358 
111  44.92453401  147.60885545 
113  44.92447513  147.60891536 
110   1 0.25 135.00 New Taxiway 35
111  44.92438991  147.60900411 
112  44.92437982  147.60904565  44.92437694  147.60906398 
112  44.92443173  147.60914951  44.92445336  147.60919430 
111  44.92438992  147.60933888 
112  44.92393901  147.60985216  44.92386238  147.60992759 
111  44.92375092  147.60994071 
111  44.92337475  147.60978329 
112  44.92323078  147.60981281  44.92319363  147.60986856 
112  44.92325168  147.60997022  44.92329347  147.60998662 
112  44.92358606  147.61000629  44.92367662  147.61002597 
111  44.92363946  147.61019322 
