I
1050 Generated by WorldEditor 2.2.0r2

1    100 0 0 67T Old Hoppe Place
100 9.14 2 0 0.25 0 1 0 16  27.80396381 -097.85187800    0   12 1 0 0 1 34  27.79597200 -097.85005200    0   12 1 0 0 1
110 2 0.00 0.0000 Taxiway 28
111  27.79598077 -097.85000799
111  27.79599650 -097.84991256
111  27.79612279 -097.84994237
113  27.79630990 -097.85008329
110 2 0.00 0.0000 Taxiway 27
111  27.80395438 -097.85192251
111  27.80394860 -097.85195546
111  27.80368123 -097.85189558
113  27.80362548 -097.85184773
110 2 0.00 0.0000 Taxiway 26
111  27.80364723 -097.85175987
111  27.80386973 -097.85171228
111  27.80398792 -097.85173974
113  27.80397011 -097.85183361
110 2 0.00 0.0000 Taxiway 10
111  27.79684129 -097.85020471
111  27.79689158 -097.85015953
111  27.79693275 -097.84993980
111  27.79690724 -097.84973965
111  27.79683829 -097.84972091
111  27.79671573 -097.84974124
111  27.79667443 -097.84978265
111  27.79660981 -097.84990464
111  27.79660682 -097.85010984
111  27.79664540 -097.85015953
111  27.79649450 -097.85012486
111  27.79652195 -097.85009839
111  27.79652579 -097.84992219
111  27.79644138 -097.84984628
111  27.79638766 -097.84946135
111  27.79681403 -097.84938815
111  27.79703513 -097.84935183
111  27.79703897 -097.84937731
111  27.79719868 -097.84934803
111  27.79719196 -097.84929382
111  27.79737469 -097.84926074
111  27.79736078 -097.84916478
111  27.79768953 -097.84910470
111  27.79773544 -097.84941019
111  27.79778884 -097.84940142
111  27.79780471 -097.84950763
111  27.79780959 -097.84954032
111  27.79775618 -097.84955031
111  27.79779125 -097.84980284
111  27.79775752 -097.84980905
111  27.79776662 -097.84986624
111  27.79780043 -097.84986007
111  27.79780705 -097.84990740
111  27.79726750 -097.85000681
111  27.79727687 -097.85006824
111  27.79722039 -097.85007747
111  27.79721115 -097.85001649
111  27.79699689 -097.85005406
111  27.79697397 -097.85017976
113  27.79701171 -097.85024285
111  27.79769612 -097.84956130
111  27.79766439 -097.84956666
111  27.79767364 -097.84963350
113  27.79770537 -097.84962771
111  27.79761354 -097.84957672
111  27.79755071 -097.84958853
111  27.79755981 -097.84965464
113  27.79762260 -097.84964287
