I
1050 Generated by WorldEditor 2.1.0r1

1   5823 0 0 KTYL Taylor
100 22.86 1 0 0.25 0 2 0 3  34.44556615 -110.12278000    0    0 1 0 0 1 21  34.46032057 -110.10685543   62    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 28
111  34.45530499 -110.11068240
111  34.45508073 -110.11067875
111  34.45508162 -110.11056269
111  34.45504155 -110.11056205
111  34.45504164 -110.11047867
111  34.45505600 -110.11047849
111  34.45505681 -110.11035724
111  34.45539176 -110.11036504
111  34.45539670 -110.11036519
111  34.45539575 -110.11048597
111  34.45530850 -110.11048351
113  34.45530693 -110.11057241
110 2 0.00 0.0000 New Taxiway 26
111  34.45725137 -110.10878666
111  34.45712928 -110.10890713
111  34.45683630 -110.10851468
111  34.45695479 -110.10838449
113  34.45711139 -110.10859685
110 2 0.00 0.0000 T Hangars
111  34.45926291 -110.10649514
111  34.45922767 -110.10644916
111  34.45924979 -110.10642468
111  34.45921937 -110.10638578
111  34.45926333 -110.10633884
111  34.45929264 -110.10637874
111  34.45933743 -110.10633046
111  34.45930757 -110.10629022
111  34.45935070 -110.10624429
111  34.45937972 -110.10628385
111  34.45942396 -110.10623590
111  34.45939465 -110.10619701
111  34.45943784 -110.10614946
111  34.45946778 -110.10618885
111  34.45951035 -110.10614207
111  34.45948202 -110.10610480
111  34.45952487 -110.10605920
111  34.45955454 -110.10609720
111  34.45959924 -110.10604914
111  34.45957049 -110.10600991
111  34.45961223 -110.10596565
111  34.45964172 -110.10600600
111  34.45966545 -110.10598063
113  34.45969843 -110.10602568
110 1 0.00 0.0000 Main Taxiway
111  34.46004433 -110.10680331
111  34.45987130 -110.10655504
112  34.45987130 -110.10655504  34.45985468 -110.10653933
111  34.45981931 -110.10652513
112  34.45981931 -110.10652513  34.45975203 -110.10650690
111  34.45969250 -110.10654758
111  34.45562147 -110.11094532
112  34.45562147 -110.11094532  34.45557760 -110.11100134
111  34.45558984 -110.11109272
112  34.45558984 -110.11109272  34.45559403 -110.11112454
111  34.45560245 -110.11114632
111  34.45579512 -110.11140993
112  34.45579512 -110.11140993  34.45586660 -110.11144708
111  34.45598435 -110.11142646
111  34.45570317 -110.11173446
112  34.45570317 -110.11173446  34.45575695 -110.11161888
111  34.45572961 -110.11148216
111  34.45555503 -110.11124148
112  34.45555503 -110.11124148  34.45553097 -110.11122245
111  34.45548607 -110.11120566
112  34.45548607 -110.11120566  34.45540719 -110.11118494
111  34.45534925 -110.11123583
111  34.45502640 -110.11158406
112  34.45502640 -110.11158406  34.45490823 -110.11170060
111  34.45467039 -110.11185680
111  34.45446057 -110.11198676
112  34.45446057 -110.11198676  34.45436439 -110.11204887
111  34.45428583 -110.11212338
111  34.44949957 -110.11728806
111  34.44945247 -110.11736592
112  34.44945247 -110.11736592  34.44942030 -110.11743917
111  34.44946087 -110.11753523
111  34.44949729 -110.11759778
111  34.44952764 -110.11763776
111  34.44974322 -110.11792172
112  34.44974322 -110.11792172  34.44983035 -110.11798280
111  34.44994058 -110.11795030
111  34.44966801 -110.11825015
112  34.44966801 -110.11825015  34.44970963 -110.11809936
111  34.44965158 -110.11798866
111  34.44945213 -110.11771724
111  34.44942274 -110.11767726
111  34.44937762 -110.11762849
112  34.44937762 -110.11762849  34.44928070 -110.11754135
111  34.44917556 -110.11763212
