I
1000 Generated by WorldEditor

1    173 1 0 EGXH RAF Honington
100 60.96 1 1 0.00 0 1 0 09  52.34095361  000.75311440    0    0 4 0 0 0 27  52.34468639  000.79295068    0    0 4 0 0 0
102 H6  52.34148196  000.79054945 346.83 30.00 30.00 2 0 0 0.00 1
102 H5  52.34120971  000.78854427 346.83 30.00 30.00 2 0 0 0.00 1
102 H4  52.34185830  000.78341998 350.14 30.00 30.00 2 0 0 0.00 1
102 H3  52.34159961  000.78143096 350.13 30.00 30.00 2 0 0 0.00 1
102 H2  52.33938936  000.76173909 350.13 30.00 30.00 2 0 0 0.00 1
102 H1  52.33918802  000.75975517 350.13 30.00 30.00 2 0 0 0.00 1
110 1 0.00 0.0000 New Taxiway 109
111  52.34971018  000.78220438
111  52.34972308  000.78253876
111  52.35005704  000.78253861
113  52.35005704  000.78219495
110 1 0.00 0.0000 New Taxiway 108
111  52.34964252  000.78410755
111  52.34983701  000.78415303
111  52.34989368  000.78360543
113  52.34969678  000.78354306
110 1 0.00 0.0000 New Taxiway 107
111  52.34868351  000.78199373
111  52.34851111  000.78194321
111  52.34845008  000.78249298
113  52.34862205  000.78255814
110 1 0.00 0.0000 New Taxiway 88
111  52.33974382  000.77357962
111  52.33971851  000.77342778
111  52.33958567  000.77346574
111  52.33960676  000.77362104
111  52.33934951  000.77370041
111  52.33938114  000.77393509
111  52.33952242  000.77390403
111  52.33953507  000.77401446
111  52.33945705  000.77403862
111  52.33948404  000.77423361
111  52.33961625  000.77420324
111  52.33964408  000.77441582
111  52.33980412  000.77435888
111  52.33978557  000.77416148
111  52.33992241  000.77409694
111  52.33989690  000.77390334
111  52.33985979  000.77391093
111  52.33984355  000.77380084
111  52.34003607  000.77371732
113  52.34000823  000.77348955
110 1 0.00 0.0000 New Taxiway 121
111  52.35041093  000.77941398
111  52.35017814  000.77986173
111  52.35036829  000.78007422
113  52.35058868  000.77961653
110 1 0.00 0.0000 New Taxiway 120
111  52.34967489  000.78056255
111  52.34968547  000.78115881
111  52.34991218  000.78114375
113  52.34989150  000.78053745
110 1 0.00 0.0000 New Taxiway 119
111  52.34608589  000.78137179
111  52.34606289  000.78171381
111  52.34639201  000.78178013
113  52.34641885  000.78144124
110 1 0.00 0.0000 New Taxiway 118
111  52.34611750  000.78320678
112  52.34624994  000.78344640  52.34625168  000.78344925
111  52.34650232  000.78308092
113  52.34637284  000.78283132
110 1 0.00 0.0000 New Taxiway 117
111  52.34663420  000.78450092
111  52.34667603  000.78483468
111  52.34700315  000.78474373
113  52.34696900  000.78441282
110 1 0.00 0.0000 New Taxiway 116
111  52.34712675  000.78204152
111  52.34727839  000.78152605
