I
1050 Generated by WorldEditor 1.6.0r1

1    656 0 0 CYMW MANIWAKI
100 45.72 1 0 0.00 0 0 0 03  46.26636908 -075.99333587    0    0 5 9 0 0 21  46.27931369 -075.98780171    0    0 5 0 0 0
110 1 0.00 0.0000 New Taxiway 7
111  46.27748940 -075.99052520
111  46.27756921 -075.99045422
111  46.27773687 -075.99078685
111  46.27775396 -075.99077167
111  46.27776707 -075.99079756
111  46.27781741 -075.99089702
111  46.27750771 -075.99117880
111  46.27731723 -075.99076410
111  46.27740740 -075.99068198
111  46.27754065 -075.99095634
113  46.27765268 -075.99085147
110 1 0.00 0.0000 New Taxiway 6
111  46.27783667 -075.99000208
111  46.27794142 -075.99020837
111  46.27787192 -075.99028238
113  46.27776894 -075.99007888
110 1 0.00 0.0000 New Taxiway 5
111  46.27730855 -075.99016025
111  46.27760359 -075.98984495
111  46.27763532 -075.98991027
111  46.27753343 -075.99002680
111  46.27756393 -075.99008418
111  46.27736796 -075.99028333
113  46.27733818 -075.99022012
110 1 0.00 0.0000 New Taxiway 2
111  46.27238044 -075.99362951
111  46.27232245 -075.99336640
111  46.27361705 -075.99281883
113  46.27367538 -075.99310627
110 1 0.00 0.0000 New Taxiway 8
111  46.27690216 -075.99171585
111  46.27684580 -075.99159899
111  46.27682645 -075.99155978
111  46.27699805 -075.99137381
113  46.27707493 -075.99153359
110 2 0.00 0.0000 New Taxiway 1
111  46.27302366 -075.99079469
112  46.27291295 -075.99108577  46.27291823 -075.99112898
111  46.27291295 -075.99108577
111  46.27300521 -075.99155225
111  46.27314578 -075.99226914
111  46.27331799 -075.99240641
112  46.27331799 -075.99240641  46.27334056 -075.99242583
111  46.27336455 -075.99239497
111  46.27353061 -075.99186366
112  46.27353061 -075.99186366  46.27362638 -075.99162343
111  46.27377501 -075.99152471
111  46.27571406 -075.99055400
112  46.27571406 -075.99055400  46.27582616 -075.99050505
112  46.27598955 -075.99051911  46.27606045 -075.99054581
111  46.27598955 -075.99051911
112  46.27598955 -075.99051911  46.27615773 -075.99057185
111  46.27621509 -075.99091506
111  46.27627415 -075.99118077
111  46.27639064 -075.99153719
112  46.27639064 -075.99153719  46.27652348 -075.99163023
111  46.27653707 -075.99140742
111  46.27694830 -075.99097311
111  46.27688851 -075.99066327
111  46.27733818 -075.99022012
111  46.27736796 -075.99028333
111  46.27756393 -075.99008418
111  46.27753343 -075.99002680
111  46.27763532 -075.98991027
111  46.27760359 -075.98984495
111  46.27784704 -075.98960395
111  46.27792819 -075.98977079
111  46.27783667 -075.99000208
111  46.27776894 -075.99007888
112  46.27778785 -075.99015568  46.27778684 -075.99019005
111  46.27776467 -075.99023601
111  46.27763679 -075.99039050
111  46.27781158 -075.99075029
111  46.27776707 -075.99079756
111  46.27775396 -075.99077167
111  46.27773687 -075.99078685
111  46.27756921 -075.99045422
111  46.27748940 -075.99052520
111  46.27722226 -075.99074802
112  46.27713378 -075.99115055  46.27713256 -075.99115144
111  46.27679745 -075.99150101
111  46.27682645 -075.99155978
111  46.27684580 -075.99159899
111  46.27678234 -075.99166696
111  46.27675784 -075.99161534
111  46.27673414 -075.99156545
111  46.27660296 -075.99169433
111  46.27653890 -075.99168991
112  46.27653890 -075.99168991  46.27643030 -075.99176771
111  46.27647239 -075.99192031
111  46.27655360 -075.99185988
111  46.27662615 -075.99203595
111  46.27644677 -075.99216572
112  46.27639369 -075.99197769  46.27635503 -075.99194337
111  46.27628419 -075.99196805
111  46.27625335 -075.99177201
111  46.27634548 -075.99171905
112  46.27634548 -075.99171905  46.27636379 -075.99170580
111  46.27636196 -075.99167932
111  46.27621125 -075.99122118
111  46.27615329 -075.99094929
112  46.27597836 -075.99063933  46.27583899 -075.99055397
111  46.27597836 -075.99063933
