I
1050 Generated by WorldEditor

1    497 1 0 MMPA Poza Rica
100 45.11 1 0 0.25 0 3 1 08  20.60197268 -097.46922886    0   56 2 0 0 0 26  20.60220220 -097.45189375    0   57 2 0 0 0
102 H2  20.60069597 -097.46245785 359.99 16.72 17.28 2 0 0 0.00 1
102 H1  20.60069011 -097.46282263 358.74 16.72 17.32 2 0 0 0.00 1
110 1 0.00 0.0000 New Taxiway 188
111  20.59955498 -097.45941661
111  20.59940048 -097.45941348
111  20.59940048 -097.45940566
111  20.59927819 -097.45940409
111  20.59927893 -097.45922965
111  20.59939535 -097.45923122
111  20.59939535 -097.45923826
113  20.59955498 -097.45923904
110 1 0.00 0.0000 New Taxiway 187
111  20.59949515 -097.46089205
111  20.59933113 -097.46089205
111  20.59933039 -097.46066129
111  20.59930257 -097.46065816
111  20.59930330 -097.46051031
111  20.59929598 -097.46051109
111  20.59929598 -097.46042114
111  20.59933845 -097.46042348
111  20.59933845 -097.46021853
111  20.59950467 -097.46022088
111  20.59950320 -097.46042114
111  20.59952956 -097.46042192
111  20.59953176 -097.46066520
113  20.59950247 -097.46067067
110 1 0.00 0.0000 New Taxiway 186
111  20.59942619 -097.46165925
111  20.59935509 -097.46166057
111  20.59935757 -097.46160184
111  20.59934435 -097.46160184
111  20.59934724 -097.46125125
111  20.59944065 -097.46125213
111  20.59943982 -097.46159125
113  20.59942660 -097.46159390
110 1 0.00 0.0000 New Taxiway 185
111  20.59955060 -097.46144332
111  20.59951546 -097.46145613
111  20.59949025 -097.46142522
111  20.59950926 -097.46138636
113  20.59955184 -097.46139475
110 1 0.00 0.0000 New Taxiway 184
111  20.59909436 -097.46242427
111  20.59903997 -097.46242106
111  20.59904058 -097.46242946
111  20.59897401 -097.46242752
111  20.59897522 -097.46229241
111  20.59904602 -097.46229241
111  20.59904905 -097.46225039
111  20.59908596 -097.46225039
111  20.59908657 -097.46221871
111  20.59911138 -097.46221742
111  20.59914484 -097.46221676
111  20.59922835 -097.46221935
113  20.59922895 -097.46242235
110 1 0.00 0.0000 New Taxiway 183
111  20.59914605 -097.46218961
111  20.59914398 -097.46174611
111  20.59943143 -097.46174288
111  20.59943289 -097.46177069
113  20.59942805 -097.46218767
110 1 0.00 0.0000 New Taxiway 182
111  20.59941754 -097.46272110
111  20.59909254 -097.46271648
111  20.59909436 -097.46242427
111  20.59922895 -097.46242235
113  20.59942286 -097.46242011
110 2 0.00 0.0000 New Taxiway 181
111  20.59967271 -097.46279969
111  20.59941843 -097.46279682
111  20.59941754 -097.46272110
111  20.59942286 -097.46242011
111  20.59922895 -097.46242235
111  20.59922835 -097.46221935
111  20.59914484 -097.46221676
111  20.59914605 -097.46218961
111  20.59942805 -097.46218767
111  20.59943289 -097.46177069
113  20.59968804 -097.46177546
110 2 0.00 0.0000 New Taxiway 179
111  20.60051224 -097.46146104
111  20.60048469 -097.46146070
111  20.60048485 -097.46144727
111  20.60033746 -097.46144813
111  20.60033746 -097.46143265
111  20.59969309 -097.46142920
111  20.59972047 -097.45973492
111  20.60053801 -097.45975385
111  20.60053021 -097.46015681
114  20.60051842 -097.46105129  20.60051735 -097.46131929
110 2 0.00 0.0000 New Taxiway 180
111  20.60053426 -097.46253923
111  20.60077053 -097.46253923
111  20.60076703 -097.46274119
113  20.60053095 -097.46273585
110 1 0.00 0.0000 New Taxiway 178
111  20.60176263 -097.46976281
111  20.60172476 -097.46976229
111  20.60172972 -097.46922800
112  20.60135332 -097.46902437  20.60126206 -097.46882559
112  20.60143572 -097.46845550  20.60160140 -097.46827944
112  20.60174405 -097.46801725  20.60174405 -097.46789421
111  20.60180341 -097.46401910
112  20.60169886 -097.46324862  20.60158545 -097.46290313
112  20.60117612 -097.46241756  20.60093956 -097.46215916
111  20.60061528 -097.46181178
112  20.60054607 -097.46183502  20.60054486 -097.46191066
111  20.60054607 -097.46183502
112  20.60054607 -097.46183502  20.60054535 -097.46187972
112  20.60053426 -097.46253923  20.60052934 -097.46283188
111  20.60053426 -097.46253923
112  20.60053426 -097.46253923  20.60053095 -097.46273585
112  20.60053095 -097.46273585  20.60052764 -097.46293246
