I
1050 Generated by WorldEditor 2.1.0r1

1    650 1 0 XWOR Orsk Gudron
1302 city Orsk
1302 country Russia
1302 datum_lat 51.20971
1302 datum_lon 58.68644
1302 local_code XWOR
1302 region_code UW
1302 state Orenburg Oblast
100 40.00 3 0 0.00 0 0 0 05  51.20681716  058.67887430    0    0 0 0 0 0 23  51.21257677  058.69382118    0    0 0 0 0 0
110 1 0.00 0.0000 New Taxiway 43
111  51.21078189  058.67583697
111  51.21076436  058.67483885
111  51.21083589  058.67481168
111  51.21092836  058.67481107
112  51.21092836  058.67481107  51.21094776  058.67481388
111  51.21094635  058.67484650
111  51.21101486  058.67484049
111  51.21098736  058.67297131
112  51.21098736  058.67297131  51.21099041  058.67294374
111  51.21101387  058.67293635
111  51.21105638  058.67292928
111  51.21105463  058.67284861
112  51.21105463  058.67284861  51.21096070  058.67284160
112  51.21038485  058.67272504  51.21018733  058.67273625
111  51.21038485  058.67272504
112  51.21038485  058.67272504  51.21024615  058.67275306
111  51.21024996  058.67296255
111  51.21027499  058.67298125
111  51.21027584  058.67309803
111  51.21031499  058.67311662
111  51.21034849  058.67448196
111  51.21046491  058.67459720
111  51.21047214  058.67485109
111  51.21067402  058.67484464
113  51.21068583  058.67583678
111  51.21071322  058.67290020
112  51.21076276  058.67284924  51.21080679  058.67284992
111  51.21076276  058.67284924
111  51.21087910  058.67286689
112  51.21087910  058.67286689  51.21089264  058.67287365
111  51.21090188  058.67289025
111  51.21090658  058.67311741
113  51.21071792  058.67312735
111  51.21072224  058.67318761
111  51.21091090  058.67317767
111  51.21091335  058.67329649
113  51.21072469  058.67330643
111  51.21072478  058.67336332
111  51.21091344  058.67335337
111  51.21091589  058.67347219
113  51.21072723  058.67348213
111  51.21072732  058.67355929
111  51.21091598  058.67354935
111  51.21091843  058.67366816
113  51.21072977  058.67367810
111  51.21072859  058.67373837
111  51.21091725  058.67372843
111  51.21091970  058.67384724
113  51.21073104  058.67385718
111  51.21073255  058.67391535
111  51.21092121  058.67390540
111  51.21092224  058.67395536
113  51.21073358  058.67396531
111  51.21045676  058.67383477
111  51.21064542  058.67382483
111  51.21064831  058.67396434
113  51.21045965  058.67397428
111  51.21040189  058.67279221
111  51.21062989  058.67282607
111  51.21063532  058.67308837
111  51.21044666  058.67309831
111  51.21044239  058.67289202
111  51.21031649  058.67291244
114  51.21031649  058.67291244  51.21032015  058.67279275
111  51.21044733  058.67317076
111  51.21063599  058.67316082
111  51.21064141  058.67342311
113  51.21045275  058.67343306
111  51.21045018  058.67349613
111  51.21063884  058.67348619
111  51.21064455  058.67376264
113  51.21045589  058.67377258
110 1 0.00 0.0000 New Taxiway 42
111  51.21166174  058.67731462
111  51.21173069  058.67730885
111  51.21172292  058.67708650
111  51.21166482  058.67708383
111  51.21166776  058.67655964
112  51.21166776  058.67655964  51.21167092  058.67651592
111  51.21171622  058.67649874
111  51.21187601  058.67649022
111  51.21185075  058.67601564
111  51.21171396  058.67603339
111  51.21170252  058.67583498
111  51.21176940  058.67582516
111  51.21174877  058.67541790
111  51.21157282  058.67543776
111  51.21157893  058.67582298
111  51.21158566  058.67624719
111  51.21105531  058.67626424
111  51.21105835  058.67662532
111  51.21154895  058.67659851
111  51.21155039  058.67714624
111  51.21103194  058.67717541
111  51.21103950  058.67788933
113  51.21166502  058.67783881
110 2 0.00 0.0000 New Taxiway 41
111  51.21186876  058.67729657
111  51.21186100  058.67707422
111  51.21172292  058.67708650
113  51.21173069  058.67730885
110 2 0.00 0.0000 New Taxiway 40
111  51.21158034  058.67842500
111  51.21173250  058.67838863
111  51.21188320  058.67835260
111  51.21186614  058.67816233
111  51.21173966  058.67819158
111  51.21173686  058.67816413
111  51.21171162  058.67817103
113  51.21155986  058.67821247
110 2 0.00 0.0000 New Taxiway 39
111  51.21211223  058.67926419
111  51.21219913  058.67924317
111  51.21224741  058.67915909
111  51.21223864  058.67901896
111  51.21217455  058.67894890
113  51.21208989  058.67896700
110 3 0.00 0.0000 New Taxiway 38
111  51.20762531  058.68056569
111  51.20767922  058.68057209
112  51.20767922  058.68057209  51.20764130  058.68046447
111  51.20769903  058.68040143
111  51.21062482  058.67824024
112  51.21062482  058.67824024  51.21079548  058.67812758
112  51.21086340  058.67851184  51.21082653  058.67878929
111  51.21086340  058.67851184
111  51.20971952  058.68557955
112  51.20971952  058.68557955  51.20968660  058.68574419
111  51.20959598  058.68556667
111  51.20997089  058.68654957
112  51.20994472  058.68619385  51.20997018  058.68598506
111  51.20994472  058.68619385
111  51.21107325  058.67872844
112  51.21107325  058.67872844  51.21110380  058.67861746
111  51.21117564  058.67861142
111  51.21126804  058.67863727
112  51.21126804  058.67863727  51.21130462  058.67865284
111  51.21130753  058.67871672
111  51.21131719  058.67926964
112  51.21131719  058.67926964  51.21132145  058.67941366
111  51.21144211  058.67939907
111  51.21211223  058.67926419
111  51.21208989  058.67896700
111  51.21178450  058.67901879
111  51.21173250  058.67838863
111  51.21158034  058.67842500
111  51.21155986  058.67821247
111  51.21171162  058.67817103
111  51.21166502  058.67783881
111  51.21103950  058.67788933
111  51.21103194  058.67717541
111  51.21155039  058.67714624
111  51.21154895  058.67659851
111  51.21105835  058.67662532
111  51.21105531  058.67626424
111  51.21158566  058.67624719
111  51.21157893  058.67582298
111  51.21078189  058.67583697
111  51.21068583  058.67583678
111  51.21067319  058.67734446
112  51.21067319  058.67734446  51.21066409  058.67781178
111  51.21041818  058.67804512
111  51.20753279  058.68004493
112  51.20753279  058.68004493  51.20748876  058.68007128
111  51.20745264  058.67998608
113  51.20743638  058.68007567
130 Boundary
111  51.20112530  058.66784265
111  51.20322019  058.67454353
111  51.20164683  058.68739914
111  51.20798608  058.69673728
111  51.21271638  058.69408759
111  51.21755318  058.68860423
111  51.21822340  058.68672425
111  51.21387161  058.67861932
111  51.21323661  058.67628630
111  51.21226147  058.67379511
113  51.20632958  058.66235462
120 Linear Feature 46
112  51.21076658  058.67440311  51.21076694  058.67443527 20
112  51.21072772  058.67444041  51.21071009  058.67442482 20
114  51.21072691  058.67436803  51.21074419  058.67435145 20
120 Linear Feature 45
112  51.21090197  058.67430211  51.21095097  058.67450295 20
112  51.21071194  058.67468046  51.21057848  058.67464778 20
114  51.21060169  058.67422859  51.21068615  058.67406043 20
14  51.21200942  058.67717191  14.00 0 Tower
1300  51.21174877  058.67719379 178.13 hangar props Hangar 1
1301 A none 
1300  51.21176469  058.67828594 170.79 hangar props Hangar 2
1301 A none 
1300  51.21212441  058.67910123 173.38 hangar props Hangar 3
1301 A none 
1300  51.21145314  058.67653135  89.25 tie_down turboprops|props Tie-Down 1
1301 B general_aviation 
1300  51.21124667  058.67654312  89.25 tie_down turboprops|props Tie-Down 2
1301 B general_aviation 
1300  51.21149826  058.67766247  89.25 tie_down turboprops|props Tie-Down 3
1301 B general_aviation 
1300  51.21130566  058.67766471  89.25 tie_down turboprops|props Tie-Down 4
1301 B general_aviation 
1300  51.21111500  058.67766807  89.25 tie_down turboprops|props Tie-Down 5
1301 B general_aviation 
1300  51.21157981  058.67854277 171.81 tie_down props Tie-Down 6
1301 A general_aviation 
1300  51.21159825  058.67874596 171.81 tie_down props Tie-Down 7
1301 A general_aviation 
1300  51.21161844  058.67895055 171.81 tie_down props Tie-Down 8
1301 A general_aviation 
54 13120 Gudron Tower
99
