I
1050 Generated by WorldEditor 2.1.0r1

1    495 1 0 EPMI Mirosławiec
1302 city Mirosławiec
1302 country Poland
1302 datum_lat 53.3950000
1302 datum_lon 016.0827778
1302 icao_code EPMI
1302 region_code EP
1302 state Poznan
1302 transition_alt 6500
100 50.00 3 0 0.00 0 0 0 12L  53.39897609  016.07564137    0    0 0 0 0 0 30R  53.39242212  016.09142642    0    0 0 0 0 0
100 45.00 2 0 0.00 0 1 0 12  53.40141321  016.06739639    0    0 3 7 0 1 30  53.38865669  016.09811960    0    0 3 3 0 1
110 2 0.00 153.0000 New Taxiway 41
111  53.38678620  016.08637808
111  53.38687931  016.08633397
111  53.38687526  016.08619652
111  53.38678114  016.08605737
111  53.38662427  016.08609980
111  53.38655950  016.08626948
111  53.38657367  016.08638996
111  53.38661010  016.08641372
113  53.38663606  016.08640847
110 2 0.00 153.0000 New Taxiway 50
111  53.39608356  016.07292279
111  53.39589468  016.07337046
111  53.39591117  016.07344183
111  53.39600297  016.07383924
111  53.39603319  016.07381812
111  53.39603319  016.07372521
111  53.39620444  016.07332822
113  53.39616918  016.07301570
110 2 0.00 153.0000 New Taxiway 64
111  53.39407339  016.07511897
111  53.39399202  016.07499677
111  53.39395801  016.07502121
111  53.39368821  016.07462000
111  53.39366763  016.07465806
111  53.39393828  016.07506284
111  53.39402724  016.07522080
111  53.39401467  016.07525149
111  53.39403447  016.07527797
111  53.39402244  016.07530662
111  53.39403323  016.07531988
111  53.39401749  016.07535839
111  53.39402614  016.07536852
111  53.39401405  016.07539273
111  53.39402760  016.07540769
111  53.39401430  016.07543919
111  53.39397262  016.07560836
111  53.39394372  016.07568851
111  53.39395327  016.07569974
111  53.39407703  016.07547741
111  53.39407582  016.07544482
111  53.39406853  016.07543668
111  53.39415961  016.07526764
111  53.39410861  016.07521673
111  53.39409646  016.07514137
111  53.39410132  016.07508027
111  53.39410926  016.07503471
111  53.39412979  016.07499729
111  53.39412628  016.07499120
111  53.39416845  016.07490716
111  53.39416320  016.07490006
111  53.39411462  016.07497305
111  53.39408796  016.07501714
113  53.39407703  016.07506194
110 2 0.00 153.0000 New Taxiway 10
111  53.38553090  016.09485782
111  53.38536177  016.09481316
111  53.38531649  016.09528652
113  53.38549228  016.09532224
110 2 0.00 153.0000 main
111  53.38675596  016.09142500
111  53.38674462  016.09146709
111  53.38677111  016.09148623
111  53.38676187  016.09151932
111  53.38692459  016.09162386
111  53.38698036  016.09165968
111  53.38714190  016.09332633
111  53.38712812  016.09338535
111  53.38715261  016.09364195
111  53.38697202  016.09368813
111  53.38698706  016.09357734
111  53.38696043  016.09357224
111  53.38695503  016.09363179
111  53.38689145  016.09366692
111  53.38622364  016.09344436
111  53.38617926  016.09337508
111  53.38618538  016.09331093
111  53.38612599  016.09329710
111  53.38613549  016.09320565
111  53.38611866  016.09320261
111  53.38612722  016.09311592
111  53.38610580  016.09311335
111  53.38612265  016.09293066
111  53.38570589  016.09282733
111  53.38563651  016.09281013
111  53.38561759  016.09280544
111  53.38560982  016.09288478
111  53.38531861  016.09281350
111  53.38523024  016.09371535
111  53.38552145  016.09378662
111  53.38551199  016.09388314
111  53.38554887  016.09389160
111  53.38561672  016.09390717
111  53.38604539  016.09400553
111  53.38605529  016.09391394
111  53.38607978  016.09382413
111  53.38612742  016.09374972
111  53.38617812  016.09369873
111  53.38624482  016.09365232
111  53.38629617  016.09364261
111  53.38634587  016.09366044
111  53.38638166  016.09372332
111  53.38638884  016.09378563
111  53.38635416  016.09425677
111  53.38633279  016.09430630
111  53.38572846  016.09419454
111  53.38569060  016.09464614
111  53.38566876  016.09490669
111  53.38569586  016.09491224
111  53.38565325  016.09544143
111  53.38618558  016.09555038
111  53.38622819  016.09502120
111  53.38633316  016.09504268
111  53.38639316  016.09505496
111  53.38649717  016.09382066
111  53.38651660  016.09377779
111  53.38655413  016.09374934
111  53.38660032  016.09374720
111  53.38688479  016.09384209
111  53.38688019  016.09386775
111  53.38694906  016.09390367
111  53.38694447  016.09393190
111  53.38697202  016.09394473
111  53.38700875  016.09400375
111  53.38717098  016.09556902
111  53.38545383  016.09969768
111  53.38553036  016.09979519
111  53.38553986  016.09977246
111  53.38575905  016.09987967
111  53.38578543  016.09988086
111  53.38578648  016.09992578
111  53.38593426  016.09995782
111  53.38601221  016.09931719
111  53.38599509  016.09918088
111  53.38598294  016.09906138
111  53.38602296  016.09861705
111  53.38698732  016.09631059
111  53.38720924  016.09609504 102
111  53.38736325  016.09611143
111  53.38740207  016.09611557
111  53.38753828  016.09628492
111  53.38762398  016.09656719
111  53.38767602  016.09709580 102
111  53.38808541  016.09758085 102
111  53.38818815  016.09770258
111  53.38824049  016.09776459 102
111  53.38836073  016.09790706
111  53.38887587  016.09851742
111  53.38889730  016.09847379
111  53.38879476  016.09837115
111  53.38905253  016.09775030
111  53.38933904  016.09706025
111  53.38976904  016.09602459
111  53.39055429  016.09413332
111  53.39056751  016.09414810
111  53.39082812  016.09362268
111  53.39085016  016.09364485
111  53.39096810  016.09336078
111  53.39094606  016.09333861
111  53.39114873  016.09274823
111  53.39113551  016.09273345
111  53.39900535  016.07377886
111  53.39901555  016.07379170
111  53.39927427  016.07326116
111  53.39929468  016.07328468
111  53.39941533  016.07299410
111  53.39939492  016.07297057
111  53.39960291  016.07237704
111  53.39959271  016.07236420
111  53.40160463  016.06751847
111  53.40118817  016.06702800 102
111  53.40107940  016.06689991
111  53.40107930  016.06683452
111  53.40104584  016.06679201
111  53.40099029  016.06679496 102
111  53.40095145  016.06674922 102
111  53.40091594  016.06670740 102
111  53.40079372  016.06636871 102
111  53.40078415  016.06609420
111  53.40149238  016.06323488
111  53.40177933  016.06280492
111  53.40178698  016.06245625
111  53.40160971  016.06224875
111  53.40161098  016.06218458
111  53.40138780  016.06216961
111  53.40136994  016.06307658
111  53.40141075  016.06317070
111  53.40132530  016.06352793
111  53.40123858  016.06362419
111  53.40119522  016.06364558
111  53.40115696  016.06363703
111  53.40112507  016.06359638
111  53.40031509  016.06228140
111  53.40028917  016.06213046
111  53.40028822  016.06206093
111  53.40038968  016.06177079
111  53.40028845  016.06159320
111  53.40031701  016.06150647
111  53.40027613  016.06147186
111  53.40028013  016.06145858
111  53.40032033  016.06149255
111  53.40041751  016.06116907
111  53.40037732  016.06113510
111  53.40038136  016.06112166
111  53.40040540  016.06114204
111  53.40042161  016.06108810
111  53.40029308  016.06097940
111  53.40027689  016.06103333
111  53.40030101  016.06105372
111  53.40029697  016.06106719
111  53.40025677  016.06103323
111  53.40015959  016.06135671
111  53.40019976  016.06139066
111  53.40019576  016.06140382
111  53.40017161  016.06138337
111  53.40012947  016.06145107
111  53.40009921  016.06149968
111  53.40007754  016.06152695
111  53.39999652  016.06162889
111  53.39991481  016.06163157
111  53.39981145  016.06146377
111  53.39979870  016.06132259
111  53.39969296  016.06115574
111  53.39965351  016.06109349
111  53.39962327  016.06114551
111  53.39961676  016.06113544
111  53.39964817  016.06108135
111  53.39949343  016.06082866
111  53.39946203  016.06088274
111  53.39945560  016.06087224
111  53.39947442  016.06083991
111  53.39944861  016.06079776
111  53.39934817  016.06097069
111  53.39937397  016.06101280
111  53.39939282  016.06098035
111  53.39939926  016.06099087
111  53.39936787  016.06104495
111  53.39952261  016.06129764
111  53.39955398  016.06124359
111  53.39956011  016.06125415
111  53.39952738  016.06131043
111  53.39957934  016.06139104
111  53.39933013  016.06183416
111  53.39930386  016.06188087
111  53.39930727  016.06205699
111  53.39930893  016.06214306
111  53.39918631  016.06214591
111  53.39918675  016.06220570
111  53.39917787  016.06220620
111  53.39917725  016.06213070
111  53.39896130  016.06213568
111  53.39896192  016.06221116
111  53.39895294  016.06221137
111  53.39895261  016.06216619
111  53.39891660  016.06216701
111  53.39891853  016.06240841
111  53.39895453  016.06240757
111  53.39895416  016.06236227
111  53.39896315  016.06236206
111  53.39896377  016.06243753
111  53.39917972  016.06243256
111  53.39917911  016.06235712
111  53.39918784  016.06235674
111  53.39918843  016.06243812
111  53.39931728  016.06243076
111  53.39939351  016.06242641
111  53.39954490  016.06241776
111  53.39956786  016.06243702
111  53.39959464  016.06247552
111  53.39960867  016.06252471
111  53.39960612  016.06259958
111  53.39960102  016.06267658
111  53.39958317  016.06272364
111  53.39882172  016.06403859
111  53.39879588  016.06408321
111  53.39846595  016.06465298
111  53.39840728  016.06470432
111  53.39835372  016.06471715
111  53.39830143  016.06471073
111  53.39823001  016.06465298
111  53.39814839  016.06444550
111  53.39816369  016.06434284
111  53.39808531  016.06412577
111  53.39806148  016.06405978
111  53.39802585  016.06409603
111  53.39802104  016.06408305
111  53.39805948  016.06404376
111  53.39794708  016.06373447
111  53.39790865  016.06377375
111  53.39790398  016.06376090
111  53.39792700  016.06373743
111  53.39790826  016.06368585
111  53.39778533  016.06381144
111  53.39780407  016.06386299
111  53.39782713  016.06383941
111  53.39783182  016.06385229
111  53.39779339  016.06389158
111  53.39790579  016.06420087
111  53.39794420  016.06416160
111  53.39794952  016.06417373
111  53.39790987  016.06421409
111  53.39792246  016.06424880
111  53.39793795  016.06429150
111  53.39790989  016.06434070
111  53.39787291  016.06441128
111  53.39771221  016.06489468
111  53.39769563  016.06496954
111  53.39769722  016.06505224
111  53.39765840  016.06505271
111  53.39765907  016.06512728
111  53.39764966  016.06512754
111  53.39764898  016.06505205
111  53.39743303  016.06505756
111  53.39743372  016.06513304
111  53.39742474  016.06513327
111  53.39742437  016.06508809
111  53.39738836  016.06508900
111  53.39739051  016.06533038
111  53.39742650  016.06532945
111  53.39742609  016.06528416
111  53.39743509  016.06528392
111  53.39743577  016.06535940
111  53.39765172  016.06535389
111  53.39765103  016.06527846
111  53.39766043  016.06527822
111  53.39766118  016.06536061
111  53.39775974  016.06535672
111  53.39783963  016.06535357
111  53.39791245  016.06527113
111  53.39803488  016.06526685
111  53.39819688  016.06570678
111  53.39824530  016.06583828
111  53.39821199  016.06587222
111  53.39816725  016.06591784
111  53.39819105  016.06598249
111  53.39818348  016.06599099
111  53.39816015  016.06592641
111  53.39797543  016.06611408
111  53.39799875  016.06617865
111  53.39799107  016.06618644
111  53.39797714  016.06614777
111  53.39794634  016.06617906
111  53.39802088  016.06638558
111  53.39805167  016.06635429
111  53.39803768  016.06631553
111  53.39804537  016.06630772
111  53.39806869  016.06637228
111  53.39825341  016.06618461
111  53.39823010  016.06612009
111  53.39823836  016.06611096
111  53.39826164  016.06617418
111  53.39829920  016.06613407
111  53.39839596  016.06603072
111  53.39845830  016.06596414
111  53.39848763  016.06595559
111  53.39864450  016.06609034
111  53.39866618  016.06612242
111  53.39942037  016.06825665
111  53.39943255  016.06829112
111  53.39946966  016.06839614
111  53.39949772  016.06851164
111  53.39951940  016.06869774
111  53.39952067  016.06899933 102
111  53.39810207  016.07243976
111  53.39805870  016.07250607
111  53.39801279  016.07255740
111  53.39797070  016.07258307
111  53.39791969  016.07259376
111  53.39787250  016.07259376
111  53.39782531  016.07257237
111  53.39775517  016.07211251
111  53.39732631  016.07228706
111  53.39731209  016.07225124
111  53.39727765  016.07218637
111  53.39712826  016.07236511
111  53.39631529  016.07269857
111  53.39633104  016.07279686
111  53.39637906  016.07309640
111  53.39637778  016.07318409
111  53.39635355  016.07340439
111  53.39631912  016.07350492
111  53.39627450  016.07361014
111  53.39616847  016.07386018
111  53.39605549  016.07412660 102
111  53.39601333  016.07422603 102
111  53.39460502  016.07576530
111  53.39449353  016.07588716
111  53.39445123  016.07583470
111  53.39324021  016.07874714
111  53.39328306  016.07879333
111  53.39319242  016.07901133
111  53.39314956  016.07896514
111  53.39194132  016.08187088
111  53.39198112  016.08191707
111  53.39196193  016.08196579
111  53.39192755  016.08205309
111  53.39200713  016.08215061 102
111  53.39213263  016.08333113 102
111  53.39213110  016.08357493 102
111  53.39041439  016.08771805
111  53.39032425  016.08793561 102
111  53.39004137  016.08861832
111  53.38992540  016.08889818 102
111  53.38939622  016.09017532
111  53.38923553  016.09030876
111  53.38917584  016.09033699
111  53.38903198  016.09031389
111  53.38895393  016.09025744
111  53.38793867  016.08907872
111  53.38784892  016.08897452
111  53.38782000  016.08894095
111  53.38778435  016.08881058
111  53.38780914  016.08842974
111  53.38778596  016.08814667
111  53.38777913  016.08814822
111  53.38777656  016.08811094
111  53.38774103  016.08811899
111  53.38773956  016.08810357
111  53.38778414  016.08809315
111  53.38775435  016.08773449
111  53.38770977  016.08774490
111  53.38770853  016.08773000
111  53.38773522  016.08772382
111  53.38773025  016.08766401
111  53.38758768  016.08769724
111  53.38759266  016.08775702
111  53.38761941  016.08775078
111  53.38762065  016.08776572
111  53.38757608  016.08777613
111  53.38760587  016.08813479
111  53.38765043  016.08812438
111  53.38765130  016.08813931
111  53.38761573  016.08814737
111  53.38761830  016.08818464
111  53.38758204  016.08819285
111  53.38758216  016.08821251
111  53.38755537  016.08827470
111  53.38752219  016.08830659
111  53.38743173  016.08849017
111  53.38693376  016.08791203
111  53.38690468  016.08759640
111  53.38699345  016.08725769
111  53.38708986  016.08711143
111  53.38717622  016.08680778
111  53.38713689  016.08677638
111  53.38714057  016.08676306
111  53.38718106  016.08679605
111  53.38727545  016.08647034
111  53.38723496  016.08643736
111  53.38726646  016.08633136
111  53.38729068  016.08635115
111  53.38730642  016.08629684
111  53.38717697  016.08619130
111  53.38716124  016.08624560
111  53.38718554  016.08626540
111  53.38715404  016.08637143
111  53.38711355  016.08633845
111  53.38701917  016.08666416
111  53.38705963  016.08669712
111  53.38705573  016.08671158
111  53.38702385  016.08668613
111  53.38702014  016.08669469
111  53.38696153  016.08664789
111  53.38685112  016.08655974
111  53.38679908  016.08657257
111  53.38679296  016.08649045
111  53.38669195  016.08651355
111  53.38682510  016.08797104
111  53.38675011  016.08815066
111  53.38664298  016.08817889
111  53.38665108  016.08826245
111  53.38666150  016.08836996
111  53.38666490  016.08842513
111  53.38660431  016.08858173
111  53.38659602  016.08857281
111  53.38662053  016.08850950
111  53.38643937  016.08831235
111  53.38641486  016.08837565
111  53.38640734  016.08836746
111  53.38642203  016.08832960
111  53.38639182  016.08829672
111  53.38631343  016.08849913
111  53.38634363  016.08853198
111  53.38635833  016.08849399
111  53.38636588  016.08850220
111  53.38634138  016.08856550
111  53.38652254  016.08876264
111  53.38654702  016.08869938
111  53.38655516  016.08870876
111  53.38651959  016.08880069
111  53.38654308  016.08882356
111  53.38671974  016.08897084
111  53.38674313  016.08921215
111  53.38636156  016.08923019
111  53.38633262  016.08923155
111  53.38632032  016.08923213
111  53.38625576  016.08920928
111  53.38616334  016.08913670
111  53.38599934  016.08890159
111  53.38595361  016.08885022
111  53.38583022  016.08884992
111  53.38579576  016.08888021
111  53.38576446  016.08892133
111  53.38571391  016.08902440
111  53.38568862  016.08907597
111  53.38569187  016.08919886
111  53.38563679  016.08920054
111  53.38563766  016.08926009
111  53.38562836  016.08926113
111  53.38562718  016.08918568
111  53.38541128  016.08919517
111  53.38541246  016.08927061
111  53.38540349  016.08927100
111  53.38540282  016.08922584
111  53.38536681  016.08922742
111  53.38537055  016.08946868
111  53.38540653  016.08946709
111  53.38540583  016.08942181
111  53.38541482  016.08942142
111  53.38541600  016.08949685
111  53.38563189  016.08948736
111  53.38563071  016.08941197
111  53.38563987  016.08941189
111  53.38564095  016.08948677
111  53.38572836  016.08948446
111  53.38582916  016.08948004
111  53.38599402  016.08938915
111  53.38613915  016.08938469
111  53.38614396  016.08941753
111  53.38596361  016.08993790
111  53.38583212  016.09016267
111  53.38581560  016.09021004
111  53.38574854  016.09040240
111  53.38573440  016.09044299
111  53.38577248  016.09047980
111  53.38576846  016.09049382
111  53.38572932  016.09045654
111  53.38562265  016.09077140
111  53.38566178  016.09080867
111  53.38565735  016.09082175
111  53.38563394  016.09079939
111  53.38561615  016.09085190
111  53.38574129  016.09097116
111  53.38575906  016.09091867
111  53.38573558  016.09089630
111  53.38574002  016.09088318
111  53.38577915  016.09092045
111  53.38588582  016.09060560
111  53.38584671  016.09056835
111  53.38585081  016.09055550
111  53.38591566  016.09061819
111  53.38594583  016.09060833
111  53.38598406  016.09059584
111  53.38606615  016.09056902
111  53.38614241  016.09052099
111  53.38619292  016.09043722
111  53.38621578  016.09033041
111  53.38621556  016.09023044
111  53.38617582  016.08990471
111  53.38616068  016.08977900
111  53.38616752  016.08961127
111  53.38619583  016.08953779
111  53.38627471  016.08941364
111  53.38633663  016.08937864
111  53.38636147  016.08937788
111  53.38639208  016.08937694
111  53.38675801  016.08936571
111  53.38678088  016.08960164
111  53.38679256  016.08972215
111  53.38675531  016.08973111
111  53.38675780  016.08976001
111  53.38672478  016.08976744
111  53.38672858  016.08981142
111  53.38671833  016.08981413
111  53.38671190  016.08973943
111  53.38649814  016.08979115
111  53.38650457  016.08986584
111  53.38649569  016.08986799
111  53.38649187  016.08982327
111  53.38645623  016.08983189
111  53.38647675  016.09007078
111  53.38651238  016.09006214
111  53.38650852  016.09001731
111  53.38651742  016.09001516
111  53.38652385  016.09008985
111  53.38673761  016.09003812
111  53.38673118  016.08996348
111  53.38674150  016.08996097
111  53.38674549  016.09000720
111  53.38677851  016.08999976
111  53.38678149  016.09003426
111  53.38682170  016.09002282
111  53.38684157  016.09022780
111  53.38691942  016.09103098
111  53.38688128  016.09103640
111  53.38686884  016.09108835
111  53.38682339  016.09126280
111  53.38680378  016.09124750
111  53.38679293  016.09128778
111  53.38678356  016.09128123
111  53.38680150  016.09121200
111  53.38660342  016.09106769
111  53.38658548  016.09113691
111  53.38657725  016.09113091
111  53.38658802  016.09108950
111  53.38655499  016.09106543
111  53.38649759  016.09128676
111  53.38653061  016.09131080
111  53.38654138  016.09126927
111  53.38654963  016.09127527
111  53.38653169  016.09134449
111  53.38672977  016.09148879
113  53.38674769  016.09141962
111  53.38761194  016.09506250 102
111  53.38767144  016.09461908 102
