A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     1231 1 0 ESNZ Are Ostersund
100   45.11   1   0 0.00 0 3 0 12   63.19880800  014.47944400    0.00    0.00 3  3 0 0 30   63.18944200  014.52456400    0.00   54.86 2  3 0 1
21   63.19797738  014.48612206  2 114.73   3.00 30  PAPI-4L
21   63.19059331  014.51602552  2 294.73   3.00 30  PAPI-4L
21   63.19506348  014.49230928  6  29.05   3.00 New WIG-WAG
21   63.19060172  014.52451395  6 155.23   3.00 New WIG-WAG
21   63.19067748  014.52499101  6 154.99   3.00 New WIG-WAG
21   63.18772873  014.52730219  6 351.03   3.00 New WIG-WAG
21   63.18774995  014.52767844  6 345.96   3.00 New WIG-WAG
21   63.18984301  014.51781974  6  34.77   3.00 New WIG-WAG
21   63.18990969  014.51755097  6  34.69   3.00 New WIG-WAG
21   63.19142898  014.51008309  6  79.70   3.00 New WIG-WAG
21   63.19158657  014.50999574  6  82.23   3.00 New WIG-WAG
21   63.19518471  014.49193294  6  39.23   3.00 New WIG-WAG
21   63.19811418  014.47942876  6 352.88   3.00 New WIG-WAG
21   63.19810812  014.47897845  6 356.99   3.00 New WIG-WAG
21   63.19775462  014.49146280  6 254.05   3.00 New WIG-WAG
21   63.19806072  014.49127462  6 260.54   3.00 New WIG-WAG
110   2 0.00   0.00 New Taxiway 53
111  63.19441837  014.49019693 
111  63.19452973  014.49014834 
111  63.19459986  014.48989286 
111  63.19457231  014.48968181 
111  63.19446210  014.48954296 
111  63.19437193  014.48958184 
111  63.19429679  014.48984287 
113  63.19432884  014.49007228 
110   2 0.00   0.00 New Taxiway 20
111  63.19704329  014.49832770 
111  63.19699366  014.49854779 
111  63.19726208  014.49881790 
113  63.19730944  014.49858530 
110   2 0.00   0.00 New Taxiway 19
111  63.19770849  014.49650107 
111  63.19766338  014.49653358 
111  63.19762504  014.49629348 
111  63.19754271  014.49635100 
111  63.19757993  014.49660611 
111  63.19749760  014.49667864 
111  63.19754835  014.49697377 
111  63.19763180  014.49690874 
111  63.19764985  014.49700378 
111  63.19773218  014.49693375 
111  63.19771639  014.49682621 
113  63.19776150  014.49679369 
110   2 0.00   0.00 New Taxiway 18
111  63.19784270  014.49518133 
111  63.19774797  014.49524886 
111  63.19780999  014.49566904 
111  63.19771526  014.49574657 
111  63.19774909  014.49597167 
113  63.19794758  014.49581910 
110   2 0.00   0.00 New Taxiway 27
111  63.19317491  014.48960186 
111  63.19315239  014.48978492 
111  63.19341058  014.48993137 
113  63.19343009  014.48974165 
110   2 0.00   0.00 New Taxiway 26
111  63.19336028  014.49103490 
111  63.19318970  014.49092900 
111  63.19283899  014.49406647 
113  63.19301503  014.49416027 
