I
1000 Generated by WorldEditor

1   1569 0 0 KREI REDLANDS MUNI
100 22.86 1 0 0.00 0 2 0 08  34.08522752 -117.15382814    0   60 0 0 0 1 26  34.08530561 -117.13894673    0   63 0 0 0 1
110 1 0.00 89.6600 Default taxiway for RWY 08
111  34.08512439 -117.15382312 3 102
111  34.08463018 -117.15382246 3 102
111  34.08463363 -117.15346356 3 102
112  34.08469478 -117.15331832  34.08476027 -117.15326214 3 102
111  34.08477094 -117.15319676 3 102
111  34.08476995 -117.15304995
111  34.08477214 -117.15276212 3 102
111  34.08479695 -117.14903201
111  34.08480014 -117.14878609 3 102
111  34.08479849 -117.14714656
111  34.08479452 -117.14684804
111  34.08473867 -117.14356195
111  34.08477000 -117.13880741 3
111  34.08494732 -117.13880144 3
112  34.08499422 -117.13891795  34.08503005 -117.13895666 3
111  34.08505244 -117.13895475 3 102
111  34.08519729 -117.13894813
112  34.08518828 -117.13947067  34.08518664 -117.13934646 3 102
112  34.08498796 -117.13938308  34.08492954 -117.13947962 3 102
111  34.08492696 -117.13958541 3 102
111  34.08491634 -117.14547184 3 102
112  34.08503190 -117.14566216  34.08513821 -117.14566766 3 102
111  34.08516418 -117.14554075
111  34.08515826 -117.14594207 3 102
112  34.08503837 -117.14578888  34.08491840 -117.14578704 3 102
111  34.08490861 -117.14597370 3 102
111  34.08489446 -117.14869073 3 102
112  34.08502630 -117.14884850  34.08511833 -117.14884865
111  34.08502630 -117.14884850
112  34.08502630 -117.14884850  34.08511446 -117.14884439 3 102
111  34.08514588 -117.14872631
111  34.08514349 -117.14907572 3 102
112  34.08502553 -117.14896682  34.08495820 -117.14897112
111  34.08502553 -117.14896682
112  34.08502553 -117.14896682  34.08493880 -117.14895503 3 102
111  34.08489698 -117.14910744 3 102
112  34.08487603 -117.15212127  34.08487216 -117.15281574 3 102
111  34.08486605 -117.15344234 3 102
112  34.08497716 -117.15366153  34.08507253 -117.15367935 3 102
113  34.08512561 -117.15357473
110 2 0.00 0.0000 Fuel Area
111  34.08445967 -117.14128349
111  34.08446136 -117.14120409
111  34.08463841 -117.14120612
113  34.08463968 -117.14128705
110 2 0.00 0.0000 Hanger Pad
111  34.08361925 -117.14961987
111  34.08362353 -117.14826777
111  34.08397964 -117.14826818
113  34.08398023 -117.14961926
110 2 0.00 0.0000 Hanger Floor
111  34.08325802 -117.13981566
111  34.08329105 -117.13944771
111  34.08354153 -117.13944779
113  34.08354262 -117.13981749
110 1 0.00 0.0000 East Parking
111  34.08479452 -117.14684300
111  34.08477961 -117.14695990
111  34.08463620 -117.14692915
111  34.08463630 -117.14689595
111  34.08459672 -117.14689547
111  34.08459988 -117.14683261
111  34.08376394 -117.14683063
111  34.08375454 -117.14533832
111  34.08375859 -117.14517236
111  34.08375454 -117.14509182
111  34.08371007 -117.14475746
111  34.08361709 -117.14453291
111  34.08349177 -117.14418878
111  34.08349783 -117.14088083
111  34.08427201 -117.14088188
111  34.08427201 -117.14074754
111  34.08392838 -117.14074265
111  34.08347060 -117.14074420
111  34.08347014 -117.14067659
111  34.08344397 -117.14067673
111  34.08343593 -117.14054424
111  34.08343128 -117.14045550
111  34.08381678 -117.14046013
111  34.08381883 -117.14040512
111  34.08381886 -117.14025758
111  34.08345239 -117.14025617
111  34.08345392 -117.14012277
111  34.08337191 -117.14012354
111  34.08335755 -117.14011685
111  34.08331656 -117.14013784
111  34.08328695 -117.14007688
111  34.08330158 -117.14006461
111  34.08330223 -117.13997577
111  34.08326013 -117.13997598
111  34.08325856 -117.13980951
111  34.08354165 -117.13980821
111  34.08354153 -117.13944779
111  34.08350025 -117.13944788
111  34.08349351 -117.13902619
111  34.08360375 -117.13899230
111  34.08387826 -117.13898666
111  34.08388043 -117.13894565
111  34.08466168 -117.13894752
111  34.08467796 -117.13882174
113  34.08478150 -117.13881531
110 1 0.00 0.0000 West Parking
111  34.08476995 -117.15304653 3
112  34.08473241 -117.15298484  34.08471511 -117.15296525 3
111  34.08467467 -117.15296629
111  34.08460135 -117.15295856
111  34.08459377 -117.15294367
111  34.08365384 -117.15293183
111  34.08366772 -117.14970103
111  34.08361925 -117.14961987
111  34.08362412 -117.14827352
112  34.08363849 -117.14825315  34.08365345 -117.14823853
111  34.08366382 -117.14823644
111  34.08378622 -117.14823454
111  34.08379681 -117.14689114
111  34.08459672 -117.14689547
111  34.08463630 -117.14689595
111  34.08465535 -117.14691704
111  34.08471593 -117.14693121
112  34.08475568 -117.14690848  34.08477313 -117.14689215
111  34.08479452 -117.14684462
111  34.08479849 -117.14714314 3
112  34.08476155 -117.14708014  34.08474645 -117.14706191 3
112  34.08469309 -117.14705343  34.08466754 -117.14705553 3
111  34.08464239 -117.14707550 3
111  34.08463457 -117.14873022 3
111  34.08458803 -117.14873647 3
111  34.08458890 -117.14880099 3
112  34.08460795 -117.14882812  34.08462200 -117.14884508 3
111  34.08463888 -117.14884180 3
111  34.08472421 -117.14884469 3
112  34.08477932 -117.14882359  34.08479972 -117.14880204 3
111  34.08480014 -117.14878267
111  34.08479695 -117.14902859 3
112  34.08476905 -117.14897177  34.08475035 -117.14895124 3
111  34.08472421 -117.14895500
111  34.08463975 -117.14895812
112  34.08460264 -117.14897386  34.08458966 -117.14898859
111  34.08458286 -117.14900911
111  34.08458114 -117.14906323
111  34.08463027 -117.14907155
111  34.08461782 -117.15263435
111  34.08456389 -117.15263342
111  34.08456390 -117.15277206
111  34.08460182 -117.15283450
111  34.08470022 -117.15283958 3
112  34.08473714 -117.15281785  34.08475825 -117.15279931 3
113  34.08477247 -117.15276165
130 Airport Boundary 1
111  34.08594318 -117.14091324
111  34.08587436 -117.15225499
111  34.08545573 -117.15473381
111  34.08513458 -117.15630556
111  34.08450376 -117.15630556
111  34.08387319 -117.15630956
111  34.08415218 -117.15318447
111  34.08348857 -117.15316494
111  34.08353389 -117.14953790
111  34.08348427 -117.14924545
111  34.08336450 -117.14889760
111  34.08321677 -117.14866321
111  34.08358819 -117.14789506
111  34.08361378 -117.14781122
111  34.08366128 -117.14756853
111  34.08367773 -117.14728834
111  34.08366677 -117.14696844
111  34.08367042 -117.14520566
111  34.08361012 -117.14486810
111  34.08352059 -117.14464969
111  34.08345480 -117.14452173
111  34.08338720 -117.14431875
111  34.08336527 -117.14408489
111  34.08337806 -117.14064760
111  34.08332872 -117.14034755
111  34.08325198 -117.14017326
111  34.08317706 -117.14002103
111  34.08312590 -117.13980482
111  34.08311128 -117.13965480
111  34.08312777 -117.13876440
111  34.08459441 -117.13879973
111  34.08462758 -117.13728901
113  34.08556599 -117.13738629
120 Linear Feature 69
111  34.08468126 -117.14063359 1
113  34.08413783 -117.14063018 1
120 Linear Feature 68
111  34.08483977 -117.14077713 1
