I
1050 Generated by WorldEditor 2.1.0r1

1    164 1 0 LEAH Los Alcores
100 15.00 1 0 0.00 0 0 0 05  37.32782300 -005.72582247   36    0 2 0 0 0 23  37.33134661 -005.72020634   33    0 2 0 0 0
102 H1  37.32844433 -005.72442302  52.30 10.00 10.00 2 0 0 0.00 0
110 2 0.00 153.0000 cc
111  37.32845510 -005.72604930
111  37.32833296 -005.72592005
111  37.32881413 -005.72516947
113  37.32893628 -005.72529872
110 1 0.00 153.0000 Asph
111  37.32851940 -005.72484828
112  37.32852431 -005.72487296  37.32853576 -005.72488633
111  37.32852431 -005.72487296
112  37.32856601 -005.72491924  37.32857010 -005.72492335
111  37.32857909 -005.72491307
111  37.32863469 -005.72481744
111  37.32888490 -005.72505908
111  37.32882143 -005.72515807
111  37.32881413 -005.72516947
111  37.32833296 -005.72592005
111  37.32831008 -005.72595573
111  37.32827492 -005.72591666
111  37.32816945 -005.72607912
111  37.32819234 -005.72609661
111  37.32818171 -005.72613157
112  37.32772219 -005.72583440  37.32770338 -005.72582103
112  37.32767313 -005.72583748  37.32767722 -005.72585908
111  37.32759381 -005.72585188
111  37.32758482 -005.72578607
111  37.32768294 -005.72577373
111  37.32770175 -005.72574391
111  37.32775735 -005.72578813
111  37.33129458 -005.72015650
111  37.33132860 -005.72018744
111  37.33135068 -005.72015145
111  37.33138733 -005.72018478
111  37.33136525 -005.72022077
113  37.33140087 -005.72025316
111  37.32851083 -005.72501595
112  37.32851651 -005.72499025  37.32851083 -005.72498025
112  37.32847449 -005.72493955  37.32846742 -005.72493510
111  37.32845859 -005.72494526
111  37.32807474 -005.72556222
112  37.32808099 -005.72557793  37.32809064 -005.72558864
112  37.32812869 -005.72561792  37.32813266 -005.72561935
113  37.32813834 -005.72561363
111  37.32807361 -005.72571575
112  37.32807588 -005.72569861  37.32807020 -005.72568861
112  37.32803216 -005.72564862  37.32802194 -005.72564077
111  37.32801512 -005.72565005
111  37.32787317 -005.72587927
111  37.32793222 -005.72592069
112  37.32793222 -005.72592069  37.32794187 -005.72592711
113  37.32795209 -005.72591354
110 5 0.00 153.0000 New Taxiway 181
112  37.32837701 -005.72622800  37.32839336 -005.72624034
111  37.32840809 -005.72622821
111  37.32849421 -005.72608439
111  37.32850984 -005.72609630
111  37.32864249 -005.72588101
111  37.32861446 -005.72585358
111  37.32896681 -005.72530702
111  37.32882081 -005.72515715
111  37.32882081 -005.72515715
111  37.32888490 -005.72505908
112  37.32890176 -005.72505432  37.32891484 -005.72506255
112  37.32910127 -005.72524558  37.32910454 -005.72524970
112  37.32909800 -005.72526923  37.32909064 -005.72527952
111  37.32842834 -005.72631087
112  37.32841116 -005.72630367  37.32840381 -005.72629648
111  37.32818171 -005.72613157
113  37.32819234 -005.72609661
110 5 0.00 153.0000 New Taxiway 175
112  37.32805887 -005.72509716  37.32804661 -005.72508431
112  37.32806816 -005.72504413  37.32808407 -005.72503813
114  37.32809855 -005.72507946  37.32809511 -005.72510481
110 5 0.00 153.0000 New Taxiway 170
111  37.32801512 -005.72565005
112  37.32803216 -005.72564862  37.32804238 -005.72565648
112  37.32807588 -005.72569861  37.32808156 -005.72570861
111  37.32807361 -005.72571575
111  37.32795209 -005.72591354
112  37.32793222 -005.72592069  37.32792257 -005.72591426
111  37.32793222 -005.72592069
113  37.32787317 -005.72587927
110 5 0.00 153.0000 New Taxiway 169
111  37.32813834 -005.72561363
