A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       19 1 0 VVQN Quinhon
100   49.99   2   0 0.00 1 2 1 18   13.76000000  109.04694400    0.00    0.00 2  9 0 0 36   13.77416700  109.04666700    0.00    0.00 2  9 0 0
110   2 0.00   0.00 New Taxiway 4
111  13.76783988  109.04452584 
111  13.76784637  109.04489768 
111  13.76787730  109.04618105 
111  13.76752825  109.04657386 
111  13.76859898  109.04654790 
111  13.76852005  109.04651606 
111  13.76809042  109.04617346 
112  13.76807666  109.04527632  13.76809537  109.04523779 
113  13.76807093  109.04451235 
110   2 0.00   0.00 New Taxiway 3
111  13.76623702  109.04264352 
111  13.76633059  109.04458942 
111  13.76728497  109.04455089 
111  13.76906274  109.04447382 
111  13.76904403  109.04356830 
111  13.76900660  109.04256645 
114  13.76754696  109.04260498  13.76747211  109.04258572 
110   2 0.00   0.00 New Taxiway 2
111  13.76081586  109.04669128 
111  13.76078046  109.04600939 
112  13.76063258  109.04582451  13.76060089  109.04582451 
112  13.76026287  109.04583539  13.76023118  109.04583539 
112  13.75997766  109.04584626  13.75995653  109.04585714 
112  13.75995653  109.04640090  13.75995653  109.04647703 
113  13.76000565  109.04672121 
110   2 0.00   0.00 New Taxiway 1
111  13.77415471  109.04643566 
111  13.77408878  109.04588632 
111  13.77377470  109.04582242 
111  13.77349207  109.04594816 
111  13.77349207  109.04615797 
111  13.77350979  109.04647022 
113  13.77351471  109.04643772 
120 Linear Feature 7
111  13.76795225  109.04451684 
111  13.76784025  109.04419859 
111  13.76744154  109.04337760 
112  13.76718619  109.04329458  13.76716380  109.04329458 
115  13.76699356  109.04328997 
120 Linear Feature 6
111  13.76766186  109.04678963 
111  13.76788177  109.04661772 
111  13.76799581  109.04636614 
111  13.76799581  109.04619422 
111  13.76798359  109.04619003 
115  13.76799173  109.04618165 
120 Linear Feature 5
111  13.76795508  109.04452540 
111  13.76798359  109.04618165 
111  13.76812613  109.04663868 
115  13.76844786  109.04677705 
14   13.76949315  109.04198846   82 0 New Tower Viewpoint 2
15   13.76881947  109.04333711   0.00 Hangar 1
15   13.76696685  109.04329857   0.00 KLM700 Parking Place
18   13.76705121  109.04518481 1 BCN
19   13.77427582  109.04711363 0 New Windsock 1
20   13.76871467  109.04640511 180.00  0 2 {@L}A


130 Airport Boundary
111  013.75995636  109.04640198
111  013.75997734  109.04584503
111  013.76623726  109.04264069
111  013.76754665  109.04260254
111  013.76900673  109.04256439
111  013.77408886  109.04588318
111  013.77415466  109.04643250
111  013.77416706  109.04666901
113  013.76000023  109.04694366
99
