I
1050 Generated by WorldEditor 2.1.0r1

1     79 1 0 XRFI Saki
1302 city Saki
1302 country Russia
1302 datum_lat 45.09187
1302 datum_lon 33.60486
1302 local_code XRFI
1302 region_code UR
1302 state Crimea Republic
100 60.00 2 0 0.00 0 2 0 04R  45.08176335  033.59038959    0    0 3 0 0 0 22L  45.10196627  033.61937876    0    0 3 0 0 0
110 2 0.00 0.0000 New Taxiway 21
111  45.08982242  033.59514541
111  45.08970906  033.59526701
111  45.08972176  033.59790233
113  45.08983512  033.59804563
110 1 0.00 0.0000 New Taxiway 20
111  45.08994047  033.59487997
111  45.08954524  033.59542237
111  45.08958619  033.59547966
111  45.08958172  033.59719253
111  45.08951490  033.59729814
111  45.08955368  033.59738117
111  45.08955440  033.59747072
111  45.08941206  033.59746926
111  45.08930285  033.59731660
111  45.08909547  033.59721162
111  45.08904874  033.59726019
111  45.08907766  033.59730141
111  45.08911769  033.59724681
111  45.08998775  033.59849729
111  45.08994995  033.59854582
111  45.09012555  033.59879746
111  45.09014162  033.59866931
112  45.09014162  033.59866931  45.09006291  033.59840918
111  45.08998029  033.59829293
113  45.08995778  033.59490154
110 1 0.00 0.0000 New Taxiway 19
111  45.08995931  033.59424813
111  45.08987619  033.59389904
111  45.08829638  033.59162863
111  45.08829907  033.59170560
111  45.08943468  033.59332654
111  45.08941388  033.59516865
111  45.08943794  033.59525736
113  45.08988976  033.59463439
110 1 0.00 0.0000 New Taxiway 18
111  45.08727731  033.58877731
111  45.08725837  033.58874947
111  45.08826555  033.58736037
111  45.08841244  033.58715778
111  45.08836692  033.58708609
111  45.08722427  033.58865323
111  45.08539013  033.58601019
111  45.08537439  033.58601274
112  45.08537439  033.58601274  45.08538360  033.58608655
112  45.08543517  033.58624574  45.08546786  033.58632658
111  45.08543517  033.58624574
111  45.08968958  033.59235171
111  45.08967163  033.58820018
111  45.08941861  033.58821659
111  45.08938277  033.58826854
111  45.08939643  033.59145652
112  45.08939643  033.59145652  45.08937675  033.59165678
111  45.08930338  033.59162701
113  45.08729009  033.58875920
110 1 0.00 0.0000 New Taxiway 17
111  45.08637807  033.59200020
111  45.08646916  033.59213280
111  45.08655794  033.59200826
113  45.08647069  033.59187835
110 1 0.00 0.0000 New Taxiway 1
111  45.08772242  033.58239454
111  45.08783126  033.58239903
113  45.08777724  033.58231962
110 2 0.00 45.3700 New Taxiway 11
111  45.08741634  033.57988366
111  45.08742768  033.57966255
111  45.08869116  033.57979269
112  45.08869116  033.57979269  45.08872674  033.57981536
111  45.08875050  033.57988943
111  45.08874761  033.57960170
112  45.08874761  033.57960170  45.08874227  033.57963445
111  45.08870993  033.57964621
111  45.08788030  033.57956517
111  45.08788125  033.57941739
111  45.08791551  033.57941753
111  45.08792136  033.57934704
111  45.08788606  033.57934093
111  45.08789783  033.57915418
111  45.08787473  033.57915189
111  45.08787587  033.57912886
111  45.08782663  033.57912398
111  45.08782549  033.57914700
111  45.08777996  033.57914248
111  45.08776428  033.57929464
111  45.08774541  033.57929309
111  45.08772576  033.57954405
111  45.08735240  033.57950789
111  45.08735223  033.57945833
111  45.08730452  033.57945858
111  45.08730595  033.57939878
111  45.08729761  033.57939890
111  45.08730000  033.57935126
111  45.08733539  033.57935481
111  45.08734097  033.57924345
111  45.08730559  033.57923990
111  45.08731286  033.57909472
111  45.08727609  033.57909228
111  45.08728098  033.57894212
111  45.08725535  033.57894045
111  45.08725203  033.57904293
111  45.08719748  033.57903927
111  45.08719591  033.57908696
111  45.08717664  033.57908568
111  45.08716003  033.57948600
111  45.08692592  033.57946882
111  45.08692813  033.57941589
111  45.08687454  033.57941363
111  45.08688059  033.57905350
111  45.08684783  033.57905113
111  45.08685340  033.57889660
111  45.08682312  033.57889441
111  45.08681754  033.57904894
111  45.08677459  033.57904583
111  45.08676527  033.57935055
111  45.08675812  033.57935081
111  45.08674756  033.57944758
111  45.08669896  033.57944890
111  45.08668798  033.57948878
111  45.08651278  033.57947646
111  45.08652329  033.57924514
111  45.08645739  033.57923922
111  45.08644797  033.57947177
111  45.08622716  033.57945205
111  45.08623125  033.57939839
111  45.08617480  033.57939338
111  45.08617518  033.57937035
111  45.08615945  033.57936916
111  45.08617988  033.57897684
111  45.08610852  033.57896956
111  45.08611622  033.57881801
111  45.08608698  033.57881502
111  45.08607928  033.57896658
111  45.08604110  033.57896268
111  45.08604228  033.57894146
111  45.08599865  033.57893788
111  45.08598576  033.57934678
111  45.08596670  033.57934512
111  45.08596596  033.57936121
111  45.08591349  033.57935709
111  45.08591158  033.57941330
