A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      691 0 0 YNCW NEWCASTLE WATERS
100   21.03   4   0 0.25 0 0 0 10  -17.37473124  133.39845871    0.00    0.00 0  0 0 0 28  -17.37823378  133.40867723    0.00    0.00 0  0 0 0
110   4 0.25   0.00 New Taxiway 10
112 -17.37749841  133.40769293 -17.37746360  133.40752274 
112 -17.37766083  133.40737687 -17.37783486  133.40727962 
111 -17.37803208  133.40730393 
112 -17.37426632  133.39644103 -17.37418209  133.39614685 
111 -17.37435054  133.39635277 
112 -17.37855241  133.40865231 -17.37856200  133.40871259 
112 -17.37876335  133.40881305 -17.37886882  133.40883315 
111 -17.37904141  133.40879296 
112 -17.37902223  133.40812988 -17.37902223  133.40792895 
112 -17.37921399  133.40813993 -17.37925235  133.40820021 
112 -17.37931946  133.40823035 -17.37935782  133.40816002 
112 -17.37943452  133.40785862 -17.37942494  133.40777825 
111 -17.37922358  133.40758737 
112 -17.38075770  133.40737639 -17.38081522  133.40739648 
112 -17.38093028  133.40767779 -17.38096864  133.40781844 
112 -17.38109328  133.40797918 -17.38105493  133.40800932 
112 -17.38095905  133.40832077 -17.38094946  133.40848152 
111 -17.38095905  133.40861212 
112 -17.38051799  133.40868245 -17.38039334  133.40866235 
112 -17.38011529  133.40862217 -17.37999064  133.40860208 
112 -17.37969156  133.40882411 -17.37960439  133.40884071 
112 -17.37971533  133.40894865 -17.37974703  133.40899017 
112 -17.37977080  133.40928907 -17.37977873  133.40941362 
111 -17.37971533  133.40937210 
112 -17.37947761  133.40895695 -17.37937459  133.40879089 
111 -17.37925573  133.40900677 
112 -17.37929535  133.40917283 -17.37931913  133.40918944 
112 -17.37935082  133.40996161 -17.37934290  133.41010276 
111 -17.37907115  133.40992317 
111 -17.37908425  133.41066426 
112 -17.37869787  133.41071230 -17.37863238  133.41077405 
112 -17.37811113  133.41101676 -17.37803981  133.41102507 
112 -17.37804773  133.41053520 -17.37803189  133.41031932 
112 -17.37813490  133.41027781 -17.37815867  133.41017817 
112 -17.37830131  133.40990418 -17.37830131  133.40968000 
112 -17.37812698  133.40945582 -17.37805566  133.40943921 
112 -17.37787340  133.40966339 -17.37781793  133.40985436 
111 -17.37779416  133.40967169 
112 -17.37750526  133.40902406 -17.37741357  133.40889369 
112 -17.37702064  133.40894172 -17.37680453  133.40898289 
111 -17.37679143  133.40930540 
112 -17.37684382  133.41020431 -17.37685692  133.41054740 
111 -17.37655567  133.41048565 
112 -17.37390622  133.41053550 -17.37377655  133.41055059 
112 -17.37348120  133.41076194 -17.37343797  133.41080722 
112 -17.37302016  133.41140352 -17.37285447  133.41159977 
112 -17.37280404  133.41187904 -17.37281845  133.41210548 
111 -17.37276082  133.41198471 
112 -17.37272418  133.41062174 -17.37270977  133.41047078 
111 -17.37257290  133.41044814 
112 -17.37200380  133.41044814 -17.37171565  133.41044814 
111 -17.37159319  133.41019906 
112 -17.37120419  133.40930839 -17.37109613  133.40904421 
111 -17.37124020  133.40918762 
112 -17.37157158  133.40993488 -17.37176608  133.41030473 
111 -17.37205423  133.41031982 
111 -17.37353528  133.41034601 
112 -17.37355272  133.41017248 -17.37355272  133.41010855 
112 -17.37336967  133.40998068 -17.37326507  133.40993502 
112 -17.37343940  133.40988935 -17.37347427  133.40989848 
112 -17.37362245  133.41007201 -17.37363988  133.41012681 
112 -17.37362245  133.41030948 -17.37363988  133.41030034 
112 -17.37381421  133.41025468 -17.37384036  133.41028208 
111 -17.37393625  133.41040081 
112 -17.37655121  133.41041907 -17.37673426  133.41041907 
111 -17.37674297  133.41019988 
111 -17.37672472  133.40942814 
112 -17.37672472  133.40898609 -17.37676691  133.40875402 
112 -17.37720989  133.40874297 -17.37731536  133.40873192 
112 -17.37755794  133.40873192 -17.37763177  133.40872087 
112 -17.37766341  133.40827882 -17.37767396  133.40805780 
113 -17.37762860  133.40808874 
111 -17.37757769  133.40762480 
112 -17.37759512  133.40785313 -17.37762999  133.40789880 
111 -17.37780432  133.40808147 
112 -17.37785662  133.40799927 -17.37787405  133.40793533 
112 -17.37789149  133.40781660 -17.37797865  133.40776180 
112 -17.37810068  133.40775267 -17.37810940  133.40778920 
112 -17.37829245  133.40832806 -17.37831860  133.40840113 
112 -17.37844063  133.40856553 -17.37845806  133.40858379 
111 -17.37848421  133.40858379 
111 -17.37808325  133.40739647 
112 -17.37796994  133.40734167 -17.37791764  133.40735081 
112 -17.37771716  133.40742387 -17.37769972  133.40743301 
114 -17.37762127  133.40749694 -17.37761256  133.40751520 
111 -17.37954734  133.40811302 
112 -17.37941636  133.40830641 -17.37939850  133.40838127 
112 -17.37938064  133.40858713 -17.37935683  133.40871189 
112 -17.37939255  133.40876180 -17.37948781  133.40874308 
