A
1100 Generated by WorldEditor 1.6.0r1

1    621 0 0 KMBL MANISTEE CO BLACKER
100 30.48 1 0 0.00 0 3 0 10  44.27281721 -086.25484623    0    0 3 0 0 1 28  44.27243924 -086.23384843    0    0 3 8 0 0
100 22.86 1 0 0.00 0 2 0 18  44.27585067 -086.25196295    0    0 1 0 0 0 36  44.26838823 -086.25222331    0    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 8
111  44.27584556 -086.25482526
111  44.27571354 -086.25483144
111  44.27570558 -086.25446065
113  44.27583507 -086.25445483
110 2 0.00 0.0000 New Taxiway 7
111  44.27607973 -086.25445027
111  44.27608194 -086.25464208
111  44.27591655 -086.25464517
111  44.27591434 -086.25445141
113  44.27606378 -086.25445080
110 2 0.00 0.0000 New Taxiway 6
111  44.27644721 -086.25437777
111  44.27614009 -086.25438643
111  44.27613960 -086.25422182
111  44.27640937 -086.25421217
113  44.27644460 -086.25421091
110 2 0.00 0.0000 New Taxiway 5
111  44.27711237 -086.25396748
111  44.27726506 -086.25396597
111  44.27726667 -086.25419321
113  44.27711407 -086.25419873
110 2 0.00 0.0000 New Taxiway 4
111  44.27608282 -086.25565494
111  44.27605337 -086.25565468
111  44.27605440 -086.25571955
111  44.27599492 -086.25572057
111  44.27599419 -086.25565951
111  44.27596159 -086.25566041
111  44.27596108 -086.25559238
111  44.27599654 -086.25559098
111  44.27604492 -086.25558928
113  44.27608260 -086.25558808
110 2 0.00 0.0000 New Taxiway 3
111  44.27592308 -086.25523856
111  44.27592147 -086.25511383
111  44.27677708 -086.25508705
113  44.27677865 -086.25520906
110 2 0.00 0.0000 New Taxiway 2
111  44.27531148 -086.25636625
111  44.27533327 -086.25632621
111  44.27523163 -086.25621302
111  44.27538941 -086.25591763
111  44.27557878 -086.25610955
111  44.27553271 -086.25619369
111  44.27554157 -086.25620310
111  44.27549868 -086.25628232
111  44.27547139 -086.25625359
111  44.27536727 -086.25642861
113  44.27535317 -086.25641253
110 1 0.00 0.0000 New Taxiway 1
111  44.27239537 -086.25194536
112  44.27262067 -086.25152292  44.27264618 -086.25118139
111  44.27262067 -086.25152292
111  44.27289143 -086.25153227
112  44.27313408 -086.25191853  44.27332069 -086.25197661
111  44.27313408 -086.25191853
111  44.27313395 -086.25220042
112  44.27291216 -086.25256375  44.27286219 -086.25282509
111  44.27291216 -086.25256375
111  44.27264063 -086.25261425
112  44.27239758 -086.25222197  44.27219557 -086.25214476
113  44.27239758 -086.25222197
110 1 0.00 0.0000 New Taxiway 1
111  44.27294240 -086.25419647 53 102
112  44.27325837 -086.25457744  44.27353268 -086.25459882
111  44.27325837 -086.25457744 53 102
111  44.27350107 -086.25456947 53 102
111  44.27367437 -086.25456379 53 102
112  44.27377439 -086.25450442  44.27380983 -086.25445183
111  44.27377439 -086.25450442
111  44.27373580 -086.25232399
112  44.27373580 -086.25232399  44.27372916 -086.25223324
111  44.27366755 -086.25217732
111  44.27366527 -086.25190112
112  44.27372681 -086.25176113  44.27373346 -086.25167760
111  44.27372681 -086.25176113
111  44.27355954 -086.24238170
112  44.27355954 -086.24238170  44.27352597 -086.24235082 53 102
111  44.27345696 -086.24234420 53 102
111  44.27328598 -086.24235045 53 102
111  44.27300833 -086.24236060
112  44.27300833 -086.24236060  44.27281873 -086.24242124 53 102
111  44.27273465 -086.24272480
111  44.27271413 -086.24165333 53 102
112  44.27300819 -086.24211411  44.27325060 -086.24216222
111  44.27300819 -086.24211411 53 102
111  44.27328077 -086.24209757 53 102
111  44.27346007 -086.24208669 53 102
112  44.27355237 -086.24205018  44.27357927 -086.24202090
111  44.27355237 -086.24205018
111  44.27345786 -086.23696604
111  44.27352510 -086.23696748 53 102
111  44.27349335 -086.23491412 53 102
111  44.27344986 -086.23433357
112  44.27344986 -086.23433357  44.27342690 -086.23407484 53 102
111  44.27325912 -086.23407635 53 102
112  44.27313834 -086.23407565  44.27305087 -086.23407827
111  44.27313834 -086.23407565
112  44.27313834 -086.23407565  44.27308348 -086.23407729 53 102
112  44.27290436 -086.23409229  44.27280109 -086.23410548
111  44.27290436 -086.23409229
112  44.27290436 -086.23409229  44.27263643 -086.23412650 53 102
111  44.27258558 -086.23450810
111  44.27257505 -086.23384487 53 102
111  44.27313317 -086.23383028 53 102
111  44.27327227 -086.23383201
112  44.27327227 -086.23383201  44.27359685 -086.23384697 53 102
111  44.27361562 -086.23429499 53 102
111  44.27366547 -086.23695795
111  44.27373343 -086.23695525
111  44.27399547 -086.25174191
112  44.27399547 -086.25174191  44.27400507 -086.25184502
111  44.27406787 -086.25188327
111  44.27407265 -086.25216439
112  44.27400570 -086.25230328  44.27399536 -086.25237959
111  44.27400570 -086.25230328
111  44.27404537 -086.25436024
112  44.27404537 -086.25436024  44.27407089 -086.25448853
111  44.27415448 -086.25451180
111  44.27452922 -086.25449729
112  44.27475750 -086.25418695  44.27479028 -086.25393946
111  44.27475750 -086.25418695
111  44.27476143 -086.25391957
111  44.27480140 -086.25391833
111  44.27492432 -086.25391452
111  44.27504764 -086.25391070
111  44.27517209 -086.25390685
111  44.27529472 -086.25390305
111  44.27541777 -086.25389924
111  44.27553933 -086.25389547
111  44.27569386 -086.25389068
112  44.27569386 -086.25389068  44.27576179 -086.25384428 53 102
111  44.27577286 -086.25374909 53 102
111  44.27575042 -086.25245562 53 102
111  44.27574689 -086.25225188
112  44.27574689 -086.25225188  44.27573413 -086.25214123 53 102
111  44.27567269 -086.25211204
111  44.27585265 -086.25210101 53 102
111  44.27585969 -086.25244789 53 102
111  44.27588953 -086.25391809 53 102
112  44.27594875 -086.25400262  44.27599404 -086.25401207
111  44.27594875 -086.25400262
111  44.27689440 -086.25396769
111  44.27689436 -086.25397667
111  44.27711237 -086.25396748
111  44.27711407 -086.25419873
111  44.27689726 -086.25420545
111  44.27691861 -086.25543330
111  44.27604553 -086.25546210
111  44.27604492 -086.25558928
111  44.27599654 -086.25559098
111  44.27599682 -086.25546389
111  44.27592602 -086.25546624
111  44.27592540 -086.25541797
111  44.27592308 -086.25523856
111  44.27677865 -086.25520906
111  44.27684654 -086.25520671
111  44.27684627 -086.25508489
111  44.27677708 -086.25508705
111  44.27592147 -086.25511383
111  44.27589420 -086.25511383
111  44.27589438 -086.25496953
111  44.27589444 -086.25492274
111  44.27678984 -086.25489159
112  44.27678984 -086.25489159  44.27682705 -086.25488664
111  44.27683846 -086.25481485
111  44.27683607 -086.25463953
112  44.27678175 -086.25456651  44.27674542 -086.25456898
111  44.27678175 -086.25456651
111  44.27613630 -086.25458541
111  44.27613403 -086.25449155
111  44.27677847 -086.25446933
112  44.27677847 -086.25446933  44.27683163 -086.25444581
111  44.27683167 -086.25438550
111  44.27682848 -086.25415501
112  44.27677670 -086.25406945  44.27673594 -086.25406202
111  44.27677670 -086.25406945
111  44.27640794 -086.25407968
111  44.27640937 -086.25421217
111  44.27613960 -086.25422182
112  44.27613960 -086.25422182  44.27609087 -086.25424039
111  44.27606469 -086.25430423
111  44.27606388 -086.25445066
111  44.27591444 -086.25445127
111  44.27583507 -086.25445483
111  44.27570558 -086.25446065
111  44.27534789 -086.25447670
111  44.27536483 -086.25550360
112  44.27536483 -086.25550360  44.27536534 -086.25558739
111  44.27541910 -086.25559004
111  44.27542364 -086.25585355
111  44.27538941 -086.25591763
111  44.27523163 -086.25621302
111  44.27533327 -086.25632621
111  44.27531148 -086.25636625
111  44.27535317 -086.25641253
111  44.27525253 -086.25659477
111  44.27490535 -086.25620595
112  44.27479397 -086.25594244  44.27478865 -086.25578356
111  44.27479397 -086.25594244
111  44.27478289 -086.25537540
111  44.27477958 -086.25520548
111  44.27477351 -086.25489476 53 102
112  44.27467121 -086.25477412  44.27460232 -086.25476984
111  44.27467121 -086.25477412 53 102
111  44.27350210 -086.25481936 53 102
113  44.27294813 -086.25484079
130 Airport Boundary
111  44.26667306 -086.25148612
111  44.26904154 -086.25457751
111  44.27206152 -086.25852786
111  44.27276395 -086.26001729
111  44.27286881 -086.26105437
111  44.27456060 -086.26158975
111  44.27535165 -086.25907232
111  44.27527649 -086.25686680
111  44.27565613 -086.25718358
111  44.27628679 -086.25608541
111  44.27688462 -086.25607093
111  44.27795699 -086.25423388
111  44.27815789 -086.25308100
111  44.27619005 -086.25007050
112  44.27526954 -086.24766661  44.27521524 -086.24629204
111  44.27526954 -086.24766661
111  44.27506171 -086.24321075
111  44.27439339 -086.24322523
111  44.27422279 -086.23837260
111  44.27498425 -086.23836438
111  44.27458109 -086.22378254
111  44.27050326 -086.22387058
111  44.27094409 -086.25032340
111  44.26856702 -086.25174203
113  44.26768149 -086.25037990
120 Linear Feature 24
111  44.27344813 -086.25190304 54
115  44.27345164 -086.25219090
120 Linear Feature 23
111  44.27208509 -086.25223806 54
115  44.27208189 -086.25195069
120 Linear Feature 22
111  44.27345694 -086.24222102 57 105
112  44.27364962 -086.24202829  44.27371397 -086.24186595
111  44.27364962 -086.24202829
112  44.27364962 -086.24202829  44.27368534 -086.24194353 51 101
115  44.27368498 -086.24188041
120 Linear Feature 21
112  44.27291257 -086.24223884  44.27262933 -086.24219073 51 105
111  44.27260016 -086.24187093 51 105
115  44.27258740 -086.24111542
120 Linear Feature 20
111  44.27262975 -086.24349505 51 105
