I
1050 Generated by WorldEditor 2.1.0r1

1    992 1 0 LIRV Viterbo
1302 city Viterbo
1302 country Italy
1302 datum_lat 42.430183333
1302 datum_lon 12.064155556
1302 icao_code LIRV
1302 region_code LI
1302 state Lazio
1302 transition_alt 6000
100 30.00 1 0 0.25 0 0 0 04C  42.43002500  012.05566110    0    0 1 0 0 0 22C  42.44058060  012.06702780    0    0 1 0 0 0
100 24.00 1 0 0.25 0 0 0 04L  42.43249170  012.05637500    0    0 2 0 0 0 22R  42.43896670  012.06334440    0    0 2 0 0 0
100 34.00 1 0 0.25 0 0 0 04R  42.43510000  012.06223330    0    0 2 0 0 0 22L  42.43923890  012.06673060    0    0 2 0 0 0
102 H1  42.44130614  012.05922681  38.00 25.00 25.00 2 0 0 0.00 1
110 2 0.00 138.5109 New Taxiway 382
111  42.43024812  012.06065781
111  42.43023751  012.06066910
111  42.43028903  012.06075223
113  42.43029963  012.06074094
110 2 0.00 317.1213 New Taxiway 382
111  42.43001422  012.05996575
111  42.42999301  012.05998833
111  42.43004452  012.06007146
113  42.43006574  012.06004888
110 2 0.00 317.1213 New Taxiway 382
111  42.42980260  012.06019630
111  42.42978139  012.06021888
111  42.42983290  012.06030201
113  42.42985411  012.06027943
110 2 0.00 317.1213 New Taxiway 382
111  42.42970333  012.06032044
111  42.42968212  012.06034302
111  42.42973363  012.06042615
113  42.42975484  012.06040357
110 2 0.00 317.1213 New Taxiway 382
111  42.42959534  012.06042981
111  42.42957413  012.06045239
111  42.42962564  012.06053552
113  42.42964685  012.06051294
110 2 0.00 317.1213 New Taxiway 382
111  42.42949498  012.06054952
111  42.42947377  012.06057209
111  42.42952528  012.06065523
113  42.42954649  012.06063265
110 2 0.00 139.5838 New Taxiway 382
111  42.42939135  012.06067218
111  42.42937014  012.06069476
111  42.42942165  012.06077789
113  42.42944286  012.06075531
110 2 0.00 139.5838 New Taxiway 382
111  42.42962921  012.06134339
111  42.42960800  012.06136597
111  42.42965952  012.06144910
113  42.42968073  012.06142652
110 2 0.00 139.5838 New Taxiway 382
111  42.42973754  012.06123152
111  42.42971633  012.06125410
111  42.42976784  012.06133723
113  42.42978905  012.06131465
110 2 0.00 139.5838 New Taxiway 382
111  42.42984132  012.06111247
111  42.42982011  012.06113505
111  42.42987162  012.06121818
113  42.42989284  012.06119560
110 2 0.00 143.0397 New Taxiway 382
111  42.42994359  012.06099855
111  42.42992238  012.06102112
111  42.42997389  012.06110426
113  42.42999510  012.06108168
110 2 0.00 143.0397 New Taxiway 382
111  42.43004965  012.06087847
111  42.43002843  012.06090105
111  42.43007995  012.06098418
113  42.43010116  012.06096160
110 2 0.00 141.0848 New Taxiway 382
111  42.43015343  012.06076352
111  42.43013222  012.06078610
111  42.43018373  012.06086923
113  42.43020494  012.06084665
110 2 0.00 141.0848 New Taxiway 382
111  42.43036251  012.06053157
111  42.43034130  012.06055415
111  42.43039281  012.06063728
113  42.43041402  012.06061470
110 2 0.00 141.0848 New Taxiway 382
111  42.43046705  012.06041765
111  42.43044583  012.06044023
111  42.43049735  012.06052336
113  42.43051856  012.06050078
110 2 0.00 141.0848 New Taxiway 382
111  42.43056931  012.06030167
111  42.43054810  012.06032425
111  42.43059961  012.06040739
113  42.43062083  012.06038481
110 2 0.00 141.0848 New Taxiway 382
111  42.43067461  012.06018467
111  42.43065340  012.06020725
111  42.43070491  012.06029038
113  42.43072612  012.06026780
110 2 0.00 141.0848 New Taxiway 382
111  42.43077839  012.06006767
111  42.43075718  012.06009025
111  42.43080869  012.06017338
113  42.43082990  012.06015080
110 2 0.00 141.0848 New Taxiway 382
111  42.43088293  012.05995272
111  42.43086172  012.05997530
111  42.43091323  012.06005843
113  42.43093444  012.06003585
110 2 0.00 141.0848 New Taxiway 382
111  42.43098899  012.05983777
111  42.43096778  012.05986035
111  42.43101929  012.05994348
113  42.43104050  012.05992090
110 2 0.00 141.0848 New Taxiway 382
111  42.43109050  012.05972282
111  42.43106928  012.05974540
111  42.43112080  012.05982853
113  42.43114201  012.05980595
110 2 0.00 321.3648 New Taxiway 382
111  42.43119428  012.05960582
111  42.43117307  012.05962840
111  42.43122458  012.05971153
113  42.43124579  012.05968895
110 2 0.00 321.3648 New Taxiway 382
111  42.43130109  012.05948984
111  42.43127988  012.05951242
111  42.43133139  012.05959555
113  42.43135260  012.05957298
110 2 0.00 321.3648 New Taxiway 382
111  42.43140411  012.05937284
111  42.43138290  012.05939542
111  42.43143442  012.05947855
113  42.43145563  012.05945597
110 2 0.00 321.3648 New Taxiway 382
111  42.43170864  012.05986343
111  42.43168743  012.05988601
111  42.43174349  012.05997838
113  42.43176470  012.05995580
110 2 0.00 321.3648 New Taxiway 382
111  42.43161092  012.05999275
111  42.43158971  012.06001533
111  42.43164577  012.06010770
113  42.43166698  012.06008512
110 2 0.00 323.1302 New Taxiway 382
111  42.43129124  012.06033658
111  42.43127003  012.06035916
111  42.43132609  012.06045153
113  42.43134730  012.06042895
110 2 0.00 323.1302 New Taxiway 382
111  42.43118746  012.06044742
111  42.43116625  012.06047000
111  42.43122231  012.06056237
113  42.43124352  012.06053979
110 2 0.00 323.1302 New Taxiway 382
111  42.43108216  012.06056237
111  42.43106095  012.06058495
111  42.43111701  012.06067732
113  42.43113822  012.06065474
110 2 0.00 323.1302 New Taxiway 382
111  42.43097914  012.06068040
111  42.43095793  012.06070298
111  42.43101398  012.06079535
113  42.43103520  012.06077277
110 2 0.00 323.1302 New Taxiway 382
111  42.43087687  012.06079638
111  42.43085415  012.06081793
111  42.43091020  012.06091030
113  42.43093293  012.06088875
110 2 0.00 84.0000 New Taxiway 382
111  42.43077006  012.06091440
111  42.43074733  012.06093596
111  42.43080339  012.06102833
113  42.43082612  012.06100677
110 2 0.00 84.0000 New Taxiway 382
111  42.43066628  012.06103141
111  42.43064355  012.06105296
111  42.43069961  012.06114533
113  42.43072233  012.06112378
110 2 0.00 84.0000 New Taxiway 381
111  42.43090883  012.06049020
111  42.43099008  012.06061437
111  42.43098554  012.06061950
111  42.43103183  012.06069363
111  42.43106487  012.06065731
111  42.43101857  012.06058318
111  42.43101432  012.06058800
113  42.43093360  012.06046234
110 2 0.00 84.0000 New Taxiway 381
111  42.43070157  012.06072331
111  42.43077965  012.06084458
111  42.43077511  012.06084972
111  42.43082140  012.06092384
111  42.43085444  012.06088752
111  42.43080815  012.06081340
111  42.43080390  012.06081821
113  42.43072576  012.06069610
110 2 0.00 84.0000 New Taxiway 362
111  42.43603001  012.06893928
111  42.43581046  012.06918364
111  42.43587810  012.06929021
113  42.43609765  012.06904586
110 2 0.00 84.0000 New Taxiway 362
111  42.43572953  012.06845115
111  42.43550998  012.06869551
111  42.43557763  012.06880209
113  42.43579718  012.06855773
110 2 0.00 84.0000 New Taxiway 362
111  42.43543063  012.06796303
111  42.43521108  012.06820738
111  42.43527873  012.06831396
113  42.43549828  012.06806960
110 2 0.00 84.0000 New Taxiway 362
111  42.43513331  012.06747917
111  42.43491376  012.06772352
111  42.43498140  012.06783010
113  42.43520095  012.06758575
110 2 0.00 84.0000 New Taxiway 362
111  42.43483283  012.06699318
111  42.43461328  012.06723753
111  42.43468093  012.06734411
113  42.43490048  012.06709976
110 2 0.00 84.0000 New Taxiway 362
111  42.43453551  012.06650293
111  42.43431596  012.06674728
111  42.43438360  012.06685386
113  42.43460315  012.06660951
110 2 0.00 84.0000 New Taxiway 362
111  42.43319990  012.06433947
111  42.43298035  012.06458382
111  42.43304799  012.06469039
113  42.43326754  012.06444605
110 2 0.00 84.0000 New Taxiway 362
111  42.43290100  012.06384924
111  42.43268145  012.06409358
111  42.43274909  012.06420016
113  42.43296864  012.06395581
110 2 0.00 84.0000 New Taxiway 362
111  42.43260052  012.06336753
111  42.43238097  012.06361187
111  42.43244862  012.06371845
113  42.43266817  012.06347410
110 2 0.00 84.0000 New Taxiway 362
111  42.43230477  012.06287943
111  42.43208522  012.06312377
111  42.43215286  012.06323034
113  42.43237241  012.06298600
110 2 0.00 84.0000 New Taxiway 362
111  42.43200430  012.06239559
111  42.43178475  012.06263994
111  42.43185239  012.06274651
113  42.43207194  012.06250216
110 2 0.00 84.0000 New Taxiway 362
111  42.43171011  012.06190537
111  42.43149056  012.06214971
111  42.43155821  012.06225628
113  42.43177776  012.06201194
110 2 0.00 84.0000 New Taxiway 362
111  42.43658533  012.06831687
111  42.43636578  012.06856123
111  42.43643343  012.06866780
113  42.43665298  012.06842344
110 2 0.00 84.0000 New Taxiway 362
111  42.43628486  012.06782874
111  42.43606531  012.06807310
111  42.43613296  012.06817968
113  42.43635251  012.06793532
110 2 0.00 84.0000 New Taxiway 362
111  42.43598596  012.06734062
111  42.43576641  012.06758498
111  42.43583406  012.06769156
113  42.43605361  012.06744720
110 2 0.00 84.0000 New Taxiway 362
111  42.43568863  012.06685676
111  42.43546908  012.06710112
111  42.43553673  012.06720770
113  42.43575628  012.06696334
110 2 0.00 84.0000 New Taxiway 362
111  42.43538816  012.06637078
111  42.43516861  012.06661513
111  42.43523626  012.06672171
113  42.43545581  012.06647736
110 2 0.00 84.0000 New Taxiway 362
111  42.43509083  012.06588053
111  42.43487128  012.06612489
111  42.43493893  012.06623146
113  42.43515848  012.06598711
110 2 0.00 84.0000 New Taxiway 362
111  42.43375522  012.06371709
111  42.43353567  012.06396144
111  42.43360332  012.06406801
113  42.43382287  012.06382366
110 2 0.00 84.0000 New Taxiway 362
111  42.43345632  012.06322686
111  42.43323677  012.06347120
111  42.43330442  012.06357778
113  42.43352397  012.06333343
110 2 0.00 84.0000 New Taxiway 362
111  42.43315585  012.06274515
111  42.43293630  012.06298950
111  42.43300394  012.06309607
113  42.43322349  012.06285172
110 2 0.00 84.0000 New Taxiway 362
111  42.43286009  012.06225705
111  42.43264054  012.06250140
111  42.43270819  012.06260797
113  42.43292774  012.06236362
110 2 0.00 84.0000 New Taxiway 362
111  42.43255962  012.06177322
111  42.43234007  012.06201757
111  42.43240772  012.06212414
113  42.43262727  012.06187979
110 2 0.00 84.0000 New Taxiway 362
111  42.43226544  012.06128300
111  42.43204589  012.06152734
111  42.43211354  012.06163391
113  42.43233309  012.06138957
110 2 0.00 84.0000 New Taxiway 361
111  42.42923619  012.06089756
111  42.42913716  012.06098486
111  42.42888518  012.06126538
111  42.42890086  012.06129104
