I
1050 Generated by WorldEditor 2.2.0r2

1   4816 0 0 1G4 Grand Canyon West
1302 gui_label 2D
100 22.86 1 0 0.00 0 2 1 17  35.99295213 -113.81613062    0  183 2 0 0 0 35  35.97928200 -113.81772900    0  183 2 0 0 0
110 1 0.00 0.0000 New Taxiway 17
111  35.99294337 -113.81600636
111  35.99293958 -113.81592809
111  35.99334932 -113.81588358
113  35.99335335 -113.81595838
110 1 0.00 0.0000 New Taxiway 1
111  35.97888120 -113.81781619
111  35.97886825 -113.81764743
111  35.97886354 -113.81757086
111  35.97926184 -113.81752777
111  35.97927287 -113.81760151
111  35.97949725 -113.81783340
112  35.97949725 -113.81783340  35.97942352 -113.81788734
111  35.97940829 -113.81797044
111  35.97940986 -113.81807332
111  35.97944842 -113.81854744
111  35.97946931 -113.81880428
112  35.97946931 -113.81880428  35.97949343 -113.81893088
111  35.97958737 -113.81895017
111  35.97994962 -113.81892221
112  35.97994962 -113.81892221  35.98006564 -113.81887697
111  35.98006755 -113.81873832
111  35.98006550 -113.81859944
111  35.98005570 -113.81848935
111  35.98005460 -113.81847560
111  35.98002756 -113.81813669
111  35.98000631 -113.81792909
112  35.97987281 -113.81779021  35.97976723 -113.81777513
111  35.97987281 -113.81779021
111  35.97985059 -113.81775352
111  35.98023483 -113.81774325
112  35.98023483 -113.81774325  35.98012925 -113.81778148
111  35.98011648 -113.81790493
111  35.98012386 -113.81814236
111  35.98015241 -113.81846452
111  35.98015395 -113.81848185
111  35.98016274 -113.81858477
111  35.98017810 -113.81871877
112  35.98017810 -113.81871877  35.98020818 -113.81885239
111  35.98030472 -113.81887015
111  35.98475486 -113.81835798
111  35.98476303 -113.81834990
111  35.98479531 -113.81834384
112  35.98479531 -113.81834384  35.98489944 -113.81829299
111  35.98489362 -113.81815799
111  35.98487895 -113.81792439
111  35.98487808 -113.81791236
111  35.98485156 -113.81754607
111  35.98483577 -113.81739441
112  35.98483577 -113.81739441  35.98481091 -113.81722985
111  35.98469339 -113.81722692
111  35.98467328 -113.81720752
111  35.98505593 -113.81715686
111  35.98505321 -113.81718632
112  35.98505321 -113.81718632  35.98494209 -113.81723207
111  35.98494271 -113.81738820
111  35.98494797 -113.81752555
111  35.98497969 -113.81789947
111  35.98500010 -113.81814012
112  35.98500010 -113.81814012  35.98502167 -113.81827094
111  35.98511504 -113.81830637
111  35.99282522 -113.81740721
112  35.99282522 -113.81740721  35.99293038 -113.81737075
111  35.99293321 -113.81723177
111  35.99292555 -113.81705533
111  35.99291904 -113.81697179
111  35.99288627 -113.81655096
111  35.99287469 -113.81644184
112  35.99287469 -113.81644184  35.99285537 -113.81631844
111  35.99274366 -113.81628266
111  35.99337102 -113.81620786
111  35.99337817 -113.81628952
111  35.99296468 -113.81633483
111  35.99301758 -113.81696013
111  35.99303504 -113.81722448 53
111  35.99305989 -113.81753870 53
111  35.99307232 -113.81769584 53
111  35.99308737 -113.81788620 53
111  35.99246371 -113.81795993 53
111  35.99217778 -113.81767264
111  35.98887007 -113.81806178
111  35.98710639 -113.81826905
111  35.98706381 -113.81828868
112  35.98706381 -113.81828868  35.98698984 -113.81835205
111  35.98699340 -113.81843586
111  35.98704812 -113.81916099
111  35.98709184 -113.81971270
111  35.98708537 -113.81971523
111  35.98703472 -113.81975812
111  35.98705515 -113.81978688
111  35.98718145 -113.81977566
111  35.98718428 -113.81986019
111  35.98396337 -113.82022673
111  35.98385735 -113.81886573
111  35.98438462 -113.81880121
112  35.98438462 -113.81880121  35.98442920 -113.81878440
111  35.98443416 -113.81873923
112  35.98443416 -113.81873923  35.98441316 -113.81861292
111  35.98430329 -113.81859566
111  35.98027949 -113.81906471 53
111  35.98018737 -113.81920134 53
111  35.98004607 -113.81941092 53
111  35.97942112 -113.81948260 53
111  35.97940580 -113.81929193 53
111  35.97936760 -113.81881635
111  35.97934690 -113.81855865
111  35.97929671 -113.81793370
111  35.97888896 -113.81797860
113  35.97888079 -113.81790336
111  35.98689154 -113.81850915
111  35.98688628 -113.81845375
112  35.98688628 -113.81845375  35.98685231 -113.81830789
111  35.98674795 -113.81831092
111  35.98466680 -113.81855586
112  35.98466680 -113.81855586  35.98454202 -113.81859976
111  35.98454181 -113.81872570
112  35.98454181 -113.81872570  35.98456946 -113.81877134
113  35.98459830 -113.81877814
130 Airport Boundary 16
111  35.97864555 -113.82008586
111  35.97854454 -113.81959621
111  35.97647782 -113.81989383
111  35.97627581 -113.81713843
111  35.99074949 -113.81542859
111  35.99133761 -113.81484177
111  35.99283218 -113.81436165
111  35.99609650 -113.81386813
111  35.99665764 -113.81423490
111  35.99898573 -113.81357488
111  35.99986369 -113.81366131
