I
1050 Generated by WorldEditor 1.6.0r1

1    249 1 0 MUCU Santiago de Cuba Antonio Maceo Intl
100 50.00 1 0 0.00 1 2 1 10  19.96967191 -075.85473878  304    0 3 9 1 0 28  19.97006686 -075.81642193  305    0 3 9 1 0
100 45.11 1 0 0.25 0 0 1 18  19.98125626 -075.83558371    0    0 1 0 0 0 36  19.96865796 -075.83544273    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 6
111  19.97009652 -075.83524921
111  19.97028460 -075.81642797
111  19.97030935 -075.81643203
111  19.97030737 -075.81745326
113  19.97016609 -075.83525106
110 1 0.00 0.0000 New Taxiway 4
111  19.96959680 -075.83524913
111  19.96982158 -075.81643342
111  19.96986730 -075.81643345
113  19.96967229 -075.83525017
110 1 0.00 0.0000 New Taxiway 3
111  19.97009227 -075.84133619
111  19.97003053 -075.84133849
112  19.97009914 -075.84129241  19.97013735 -075.84129144
111  19.97035414 -075.84128448
111  19.97058822 -075.84128183
111  19.97103461 -075.84126806
111  19.97104038 -075.84122125
112  19.97105485 -075.84080339  19.97106050 -075.84071106
111  19.97113897 -075.84069500
111  19.97110606 -075.84124983
112  19.97103680 -075.84132786  19.97098964 -075.84133036
113  19.97103680 -075.84132786
110 1 0.00 0.0000 New Taxiway 2
111  19.96994820 -075.85473948
111  19.96989162 -075.85473797
111  19.97003053 -075.84133849
111  19.97009227 -075.84133619
113  19.96995818 -075.85385856
110 1 0.00 0.0000 New Taxiway 1
111  19.96945289 -075.85473126
111  19.96941989 -075.85473252
111  19.96958216 -075.83566268
113  19.96965515 -075.83566268
110 1 0.00 0.0000 New Taxiway 8
111  19.97181767 -075.83568821
111  19.97181720 -075.83576218
112  19.97165573 -075.83584684  19.97158943 -075.83590700
111  19.97155511 -075.83605971
112  19.97156099 -075.83648976  19.97157724 -075.83655115
112  19.97166192 -075.83663577  19.97170093 -075.83666430
111  19.97181496 -075.83670897
111  19.97248181 -075.83672191
111  19.97246890 -075.83760745
111  19.97223799 -075.83760835
111  19.97223647 -075.83772164
111  19.97220914 -075.83772225
111  19.97220893 -075.83753031
111  19.97243791 -075.83753477
111  19.97243549 -075.83678062
111  19.97181437 -075.83677079
112  19.97158206 -075.83664453  19.97154604 -075.83660707
112  19.97149936 -075.83647639  19.97149390 -075.83638114
111  19.97150490 -075.83601923
114  19.97163235 -075.83577968  19.97170548 -075.83572781
110 1 0.00 0.0000 New Taxiway 5
111  19.97129624 -075.83813884
112  19.97119663 -075.83821110  19.97115666 -075.83822355
111  19.97109703 -075.83818701
111  19.97067145 -075.83775347
112  19.97015867 -075.83719023  19.97010317 -075.83712441
111  19.97006623 -075.83698148
111  19.97007943 -075.83566934
111  19.97097755 -075.83568188
112  19.97116358 -075.83576940  19.97126820 -075.83584926
111  19.97128432 -075.83601628
113  19.97130281 -075.83676856
111  19.97123121 -075.83605737
112  19.97095422 -075.83575406  19.97071128 -075.83573331
111  19.97095422 -075.83575406
112  19.97027677 -075.83573797  19.97017440 -075.83574316
111  19.97013637 -075.83585299
111  19.97014324 -075.83702962
112  19.97115082 -075.83812704  19.97119314 -075.83815886
113  19.97123816 -075.83810226
110 1 0.00 0.0000 New Taxiway 3
111  19.97004346 -075.84004750
111  19.97005303 -075.83800111
112  19.97015744 -075.83785307  19.97021126 -075.83781697
112  19.97028651 -075.83780774  19.97034829 -075.83781072
111  19.97051708 -075.83792343
112  19.97113102 -075.83854440  19.97119139 -075.83862955
111  19.97127628 -075.83885952
111  19.97127169 -075.83990857
112  19.97110694 -075.84010134  19.97100706 -075.84014717
111  19.97058147 -075.84013014
111  19.97038204 -075.84012596
112  19.97017476 -075.84011882  19.97012716 -075.84011073
111  19.97017476 -075.84011882
114  19.97017476 -075.84011882  19.97012716 -075.84011073
111  19.97105842 -075.83990347
111  19.97119817 -075.83964327
111  19.97120981 -075.83891533
112  19.97107880 -075.83863035  19.97095507 -075.83848321
111  19.97042956 -075.83797055
112  19.97023456 -075.83792270  19.97015593 -075.83793465
111  19.97011513 -075.83807897
111  19.97008602 -075.83983533
114  19.97017627 -075.83991277  19.97024530 -075.83991775
110 1 0.00 0.0000 New Taxiway 1
111  19.97003967 -075.84040270
112  19.97011689 -075.84038141  19.97015095 -075.84038002
111  19.97037893 -075.84036096
112  19.97049229 -075.84048782  19.97050062 -075.84061080
112  19.97047498 -075.84092032  19.97046617 -075.84096642
111  19.97035825 -075.84100703
112  19.97008566 -075.84099569  19.97006718 -075.84099619
113  19.97003396 -075.84094311
111  19.97041625 -075.84087327
111  19.97043478 -075.84051225
112  19.97036263 -075.84045312  19.97031875 -075.84045416
111  19.97012899 -075.84046226
112  19.97007012 -075.84056309  19.97006622 -075.84061288
111  19.97007012 -075.84091891
114  19.97036165 -075.84092306  19.97039383 -075.84092202
110 1 0.00 0.0000 New Taxiway 16
111  19.97895821 -075.83606647
112  19.97899716 -075.83611183  19.97902471 -075.83611243
112  19.97930965 -075.83611907  19.97934284 -075.83611735
111  19.97943849 -075.83606165
112  19.97955250 -075.83605590  19.97958002 -075.83605676
111  19.97959163 -075.83608246
111  19.97959500 -075.83620305
112  19.97956734 -075.83624181  19.97954468 -075.83624439
112  19.97949381 -075.83625186  19.97945981 -075.83625014
111  19.97931572 -075.83619300
112  19.97899688 -075.83618541  19.97897440 -075.83618481
113  19.97895821 -075.83622722
110 1 0.00 0.0000 New Taxiway 15
111  19.97880841 -075.83620840
112  19.97876412 -075.83617953  19.97873976 -075.83617803
111  19.97842073 -075.83618054
112  19.97830028 -075.83624359  19.97826520 -075.83624503
111  19.97817400 -075.83624669
112  19.97813611 -075.83621258  19.97813455 -075.83618766
112  19.97814388 -075.83608855  19.97814662 -075.83606488
111  19.97818468 -075.83604617
112  19.97831790 -075.83604902  19.97835703 -075.83604973
111  19.97842365 -075.83610716
112  19.97876770 -075.83610867  19.97878972 -075.83610917
113  19.97881043 -075.83605622
110 1 0.00 0.0000 New Taxiway 14
111  19.97913104 -075.83576804 102
112  19.97896828 -075.83589715  19.97896362 -075.83597529 102
111  19.97895821 -075.83606647
111  19.97895821 -075.83622722 102
112  19.97897030 -075.83639868  19.97897030 -075.83642349 102
111  19.97900051 -075.83642869 102
111  19.97938323 -075.83647155 102
111  19.97932683 -075.83713169 102
111  19.97836819 -075.83708099 102
111  19.97837485 -075.83641355 102
111  19.97876813 -075.83641415 102
112  19.97880841 -075.83636914  19.97881308 -075.83632821 102
111  19.97880841 -075.83620840
111  19.97881043 -075.83605622 102
112  19.97881446 -075.83590834  19.97881329 -075.83583640 102
113  19.97870971 -075.83575831
110 2 0.00 0.0000 New Taxiway 13
111  19.97308762 -075.83791924
111  19.97311663 -075.83765433
111  19.97356622 -075.83765691
113  19.97357831 -075.83791924
110 1 0.00 0.0000 New Taxiway 11
111  19.97383689 -075.83570393 102
111  19.97385429 -075.83633722 102
111  19.97380208 -075.83633352 102
111  19.97382644 -075.83647055 102
111  19.97379164 -075.83647425 102
111  19.97374639 -075.83799638 102
111  19.97304676 -075.83803341 102
111  19.97315118 -075.83692607 102
111  19.97322288 -075.83693206 102
111  19.97329041 -075.83630019 102
111  19.97323472 -075.83630760 102
111  19.97318947 -075.83607058 102
111  19.97244111 -075.83604836 102
113  19.97244111 -075.83568912
111  19.97311663 -075.83765433
111  19.97308762 -075.83791924
111  19.97357831 -075.83791924
113  19.97356622 -075.83765691
110 1 0.00 0.0000 StopWay 1
111  19.96986730 -075.81643345
111  19.96985320 -075.81552261
111  19.97026009 -075.81550975
113  19.97025747 -075.81643553
110 2 0.00 0.0000 New Taxiway 42
111  19.97130281 -075.83676856
