I
1050 Generated by WorldEditor 1.6.0r1

1   3394 1 0 KOKS Garden County Airport
100 18.00 2 0 1.00 0 2 0 12  41.40638046 -102.36262242    0    0 2 0 0 1 30  41.39747590 -102.35020127    0    0 2 0 0 1
110 1 0.00 0.0000 New Taxiway 2
111  41.40099374 -102.34801201
111  41.40106342 -102.34801295
111  41.40130682 -102.34801625
111  41.40130789 -102.34811682
113  41.40099354 -102.34812381
110 1 0.00 0.0000 New Taxiway 2
111  41.40030505 -102.34817429
111  41.40040924 -102.34804447
111  41.40042151 -102.34806092
111  41.40078304 -102.34854596
111  41.40068373 -102.34867276
113  41.40032132 -102.34819570
110 1 0.00 0.0000 New Taxiway 2
111  41.40020595 -102.34873351
111  41.40030639 -102.34859846
111  41.40032883 -102.34862712
111  41.40052490 -102.34887759
111  41.40041709 -102.34901320
113  41.40022821 -102.34876300
110 1 0.00 0.0000 New Taxiway 4
111  41.40184727 -102.34919026
111  41.40165749 -102.34919168
111  41.40166151 -102.34862469
111  41.40173962 -102.34862435
111  41.40174046 -102.34870348
111  41.40195178 -102.34870059
111  41.40195605 -102.34939314
113  41.40184768 -102.34939179
110 1 0.00 0.0000 New Taxiway 3
111  41.40116275 -102.34968586
111  41.40127788 -102.34968787
111  41.40127955 -102.34991710
113  41.40115997 -102.34991546
110 1 0.00 0.0000 New Taxiway 3
111  41.40126051 -102.34829962
111  41.40135340 -102.34817800
111  41.40140928 -102.34810485
111  41.40156900 -102.34831568
113  41.40141706 -102.34850449
110 2 0.00 0.0000 New Taxiway 1
111  41.39753421 -102.35013854
112  41.39772200 -102.34990247  41.39779544 -102.34981284
111  41.39772200 -102.34990247
112  41.39772200 -102.34990247  41.39773731 -102.34988377
112  41.39776121 -102.34985565  41.39777156 -102.34984374
111  41.39776121 -102.34985565
112  41.39776121 -102.34985565  41.39782120 -102.34978666
112  41.39799544 -102.34988836  41.39806688 -102.34998799
112  41.39892228 -102.35117560  41.39896295 -102.35122103
112  41.39906834 -102.35114844  41.39912440 -102.35107517
111  41.40042511 -102.34937216
112  41.40042786 -102.34927125  41.40039122 -102.34922241
111  41.40014468 -102.34888287
111  41.40022821 -102.34876300
111  41.40041709 -102.34901320
111  41.40043158 -102.34903400
112  41.40043414 -102.34914281  41.40048131 -102.34920264
112  41.40055913 -102.34919100  41.40060676 -102.34913239
112  41.40067938 -102.34903833  41.40070082 -102.34900829
112  41.40068433 -102.34893796  41.40066235 -102.34890719
112  41.40061934 -102.34885448  41.40060140 -102.34883311
112  41.40056261 -102.34886744  41.40054620 -102.34888830
111  41.40054010 -102.34889695
111  41.40052490 -102.34887759
111  41.40032883 -102.34862712
111  41.40039032 -102.34854713
111  41.40022259 -102.34832116
111  41.40032132 -102.34819570
111  41.40068373 -102.34867276
111  41.40069476 -102.34868739
