I
1050 Generated by WorldEditor

1    480 1 0 UKDD Dnipropetrovsk Intl
100 44.00 2 0 0.25 1 2 1 10  48.35727686  035.08127551    0    0 2 9 0 0 28  48.35727665  035.11993379    0    0 2 9 0 0
102 H13  48.36179102  035.10782620  64.37 20.16 40.76 2 0 0 0.00 1
102 H12  48.36766839  035.09591489  34.36 21.09 22.36 2 0 0 0.00 1
102 H11  48.36753609  035.09710804  22.22 30.96 41.09 2 0 0 0.00 1
102 H10  48.36708061  035.09876559  22.10 29.70 40.22 2 0 0 0.00 1
102 H9  48.36513082  035.09925110  22.21 22.71 26.10 2 0 0 0.00 1
102 H8  48.36550293  035.09948174  22.31 21.67 26.51 2 0 0 0.00 1
102 H7  48.36587603  035.09968837 201.21 21.82 26.54 2 0 0 0.00 1
102 H6  48.36623679  035.09990570 111.59 25.27 21.23 2 0 0 0.00 1
110 1 0.00 0.0000 New Taxiway 15
111  48.36864385  035.10052132
112  48.36850384  035.10072133  48.36841174  035.10089601
111  48.36850384  035.10072133
112  48.36850384  035.10072133  48.36844306  035.10076569
111  48.36834731  035.10061601
111  48.36823667  035.10097957
112  48.36832193  035.10100497  48.36838152  035.10100954
111  48.36832193  035.10100497
112  48.36838577  035.10092621  48.36838206  035.10088856
111  48.36838577  035.10092621
112  48.36838577  035.10092621  48.36840305  035.10091977
112  48.36854052  035.10097577  48.36863448  035.10102256
111  48.36854052  035.10097577
112  48.36854052  035.10097577  48.36878551  035.10109777
113  48.36881324  035.10062672
110 2 0.00 0.0000 New Taxiway 14
111  48.36911401  035.09995120
111  48.36899206  035.09987385
111  48.36887744  035.09980115
111  48.36876843  035.09973121
111  48.36855987  035.10046908
111  48.36864385  035.10052132
111  48.36881324  035.10062672
113  48.36890240  035.10068219
110 2 0.00 0.0000 New Taxiway 13
111  48.36719121  035.09426608
111  48.36713032  035.09441606
111  48.36737666  035.09469520
111  48.36732407  035.09480977
111  48.36695775  035.09440893
111  48.36671882  035.09488829
111  48.36638622  035.09503117
111  48.36641013  035.09507094
111  48.36630067  035.09528114
111  48.36659949  035.09562419
111  48.36659533  035.09565705
111  48.36680695  035.09587081
111  48.36680149  035.09591800
112  48.36695277  035.09634887  48.36696108  035.09672928
111  48.36695277  035.09634887
111  48.36621357  035.09917313
111  48.36644022  035.09932314
112  48.36644022  035.09932314  48.36669995  035.09955090
111  48.36664468  035.09990539
111  48.36667968  035.09993034
111  48.36655811  035.10036287
111  48.36651995  035.10044490
111  48.36692199  035.10075827
111  48.36690535  035.10083637
111  48.36673274  035.10086923
111  48.36661941  035.10079255
111  48.36608945  035.10280510
111  48.36625923  035.10290685
111  48.36631449  035.10270773
111  48.36700765  035.10319661
111  48.36709221  035.10288988
111  48.36725447  035.10230129
111  48.36741760  035.10170958
111  48.36750266  035.10140100
111  48.36709494  035.10113789
111  48.36733520  035.10027654
111  48.36748813  035.10036689
111  48.36753050  035.10056375
111  48.36823667  035.10097957
111  48.36834731  035.10061601
111  48.36740531  035.10002525
111  48.36743840  035.09991112
111  48.36766870  035.10005341
111  48.36769276  035.09994734
111  48.36746762  035.09980247
111  48.36750156  035.09968681
111  48.36772928  035.09982780
111  48.36775764  035.09972302
111  48.36752992  035.09958074
111  48.36754710  035.09951995
111  48.36764249  035.09957686
111  48.36765108  035.09955746
111  48.36778084  035.09964024
111  48.36780901  035.09953496
111  48.36767855  035.09945265
111  48.36768636  035.09943266
111  48.36758871  035.09937269
111  48.36760864  035.09929536
111  48.36770842  035.09935399
111  48.36771589  035.09933391
111  48.36784501  035.09941423
111  48.36787332  035.09931358
111  48.36774032  035.09923292
111  48.36774742  035.09920668
111  48.36765058  035.09914448
111  48.36791220  035.09815596
111  48.36760240  035.09796187
112  48.36748015  035.09759890  48.36744523  035.09728112
111  48.36748015  035.09759890
111  48.36754379  035.09734936
112  48.36793397  035.09712502  48.36816942  035.09713710
111  48.36793397  035.09712502
111  48.36822869  035.09744514
111  48.36843314  035.09766731
111  48.36855949  035.09741754
111  48.36909310  035.09639936
111  48.36871067  035.09599689
111  48.36824060  035.09688835
111  48.36739559  035.09588518
113  48.36783917  035.09500092
110 2 0.00 0.0000 New Taxiway 10
111  48.35745713  035.11984207
111  48.35823723  035.11984817
111  48.35823926  035.11955238
111  48.35780969  035.11953409
111  48.35780159  035.11926574
113  48.35745915  035.11870162
110 2 0.00 0.0000 New Taxiway 9
111  48.35745020  035.11569208
112  48.35783827  035.11512150  48.35806433  035.11501818
111  48.35783827  035.11512150
111  48.35808275  035.11507221
111  48.35807785  035.11473645
111  48.35783022  035.11471062
112  48.35783022  035.11471062  48.35751875  035.11453926
113  48.35745510  035.11400589
110 2 0.00 0.0000 New Taxiway 8
111  48.35744805  035.08335049
111  48.35752340  035.08335301
112  48.35752340  035.08335301  48.35778774  035.08287397
111  48.35791457  035.08298671
111  48.35791641  035.08255703
111  48.35800667  035.08252099
111  48.35839278  035.08238538
111  48.35869144  035.08254859
111  48.35873033  035.08272760
111  48.35877837  035.08271039
111  48.35879895  035.08281023
111  48.35884928  035.08279990
111  48.35893551  035.08329828
111  48.35884005  035.08334544
111  48.35896328  035.08349724
111  48.35933051  035.08334622
111  48.35934424  035.08341851
111  48.35948567  035.08335755
111  48.35953766  035.08326053
111  48.35953454  035.08321046
111  48.35958341  035.08319011
111  48.35964268  035.08315256
111  48.35962916  035.08307119
111  48.35957405  035.08308057
111  48.35951790  035.08310248
111  48.35950231  035.08303050
111  48.35944824  035.08304458
111  48.35940701  035.08283477
111  48.35943612  035.08281599
111  48.35944652  035.08278156
111  48.35956610  035.08273931
111  48.35954925  035.08260857
111  48.35943363  035.08258976
111  48.35937660  035.08261092
111  48.35935551  035.08252627
111  48.35920041  035.08255037
111  48.35915786  035.08227287
111  48.35931793  035.08216005
111  48.35934427  035.08207771
111  48.35933168  035.08203655
111  48.35938753  035.08200809
111  48.35944081  035.08195248
111  48.35949495  035.08193309
111  48.35948674  035.08185745
111  48.35943419  035.08187455
111  48.35935749  035.08184463
111  48.35930571  035.08185025
111  48.35927048  035.08163945
111  48.35931104  035.08159126
111  48.35930870  035.08154658
111  48.35943603  035.08147957
111  48.35942744  035.08140902
111  48.35934620  035.08141843
111  48.35928370  035.08141608
111  48.35922154  035.08142819
111  48.35921037  035.08137775
111  48.35910124  035.08139352
111  48.35892950  035.08149983
111  48.35890182  035.08145060
111  48.35892440  035.08031488
111  48.35898815  035.08008243
111  48.35907106  035.08010960
111  48.35911335  035.08069065
111  48.35966165  035.08070742
111  48.35967280  035.08055648
111  48.35977688  035.08055497
111  48.35990912  035.08088489
111  48.36012515  035.08057239
111  48.36026662  035.08062012
111  48.36029336  035.08045575
111  48.36013288  035.08039201
111  48.36000074  035.07999224
111  48.35973615  035.08021087
111  48.35978422  035.07987393
111  48.35958829  035.07977060
111  48.35961354  035.07953417
111  48.35969894  035.07947116
111  48.35941745  035.07885441
111  48.35915021  035.07876954
111  48.35905645  035.07937421
112  48.35905645  035.07937421  48.35901527  035.07960659
111  48.35885902  035.07987338
111  48.35822448  035.08053646
111  48.35793087  035.08084328
111  48.35755628  035.08133798
111  48.35746096  035.08132352
111  48.35745885  035.08164956
111  48.35800996  035.08092582
111  48.35827228  035.08065123
111  48.35874714  035.08015417
112  48.35874714  035.08015417  48.35882057  035.08012242
111  48.35883187  035.08021515
111  48.35880792  035.08137669
111  48.35847452  035.08150144
111  48.35854876  035.08196801
111  48.35837834  035.08224858
111  48.35779748  035.08246320
113  48.35745200  035.08214455
110 1 0.00 0.0000 New Taxiway 7
111  48.36810050  035.09764810
111  48.36844967  035.09798179
111  48.36858782  035.09767295
112  48.36858782  035.09767295  48.36909779  035.09785379
111  48.36901163  035.09902053
112  48.36901163  035.09902053  48.36903005  035.09913976
111  48.36887744  035.09980115
111  48.36899206  035.09987385
111  48.36912598  035.09928393
112  48.36912598  035.09928393  48.36913335  035.09916470
112  48.36877773  035.09753187  48.36828983  035.09718127
111  48.36877773  035.09753187
111  48.36855949  035.09741754
111  48.36843314  035.09766731
111  48.36822869  035.09744514
111  48.36793397  035.09712502
112  48.36754379  035.09734936  48.36734165  035.09761254
111  48.36754379  035.09734936
111  48.36748015  035.09759890
112  48.36760240  035.09796187  48.36772213  035.09803950
111  48.36760240  035.09796187
113  48.36791220  035.09815596
110 1 0.00 0.0000 TopLeft_Taxi
111  48.35800667  035.08252099
111  48.35791641  035.08255703
111  48.35791457  035.08298671
112  48.35873653  035.08373584  48.35914887  035.08414171
111  48.35873653  035.08373584
112  48.35887647  035.08395664  48.35894175  035.08407102
111  48.35887647  035.08395664
112  48.35887647  035.08395664  48.35891111  035.08402035
112  48.35899460  035.08421409  48.35901762  035.08428506
111  48.35899460  035.08421409
112  48.35899460  035.08421409  48.35904314  035.08436375
112  48.35927138  035.08579764  48.35929535  035.08594868
111  48.35927138  035.08579764
112  48.35927138  035.08579764  48.35927288  035.08580712
111  48.35927368  035.08581215
112  48.35954562  035.08683771  48.35963102  035.08709225
111  48.35982972  035.08759395
112  48.35982972  035.08759395  48.35983659  035.08767025
111  48.35976704  035.08775218
112  48.35976704  035.08775218  48.35975071  035.08777675
111  48.35948944  035.08775828
111  48.35912295  035.08776104
111  48.35785527  035.08776598
112  48.35785527  035.08776598  48.35768542  035.08777734
111  48.35747143  035.08727371
111  48.35745128  035.08726994
111  48.35741667  035.08880941
111  48.35744849  035.08886486
111  48.35746691  035.08885982
112  48.35793936  035.08818228  48.35824315  035.08821415
111  48.35793936  035.08818228
111  48.35912437  035.08818039
111  48.35992699  035.08817910
112  48.36021128  035.08840614  48.36032149  035.08861970
111  48.36021128  035.08840614
112  48.36081545  035.08922681  48.36093141  035.08935603
111  48.36081545  035.08922681
111  48.36126502  035.08975148
111  48.36129719  035.08979507
112  48.36129719  035.08979507  48.36146050  035.08995337
111  48.36143950  035.09073013
111  48.36147181  035.09077918
111  48.36197784  035.09137195
111  48.36242500  035.09121439
112  48.36242500  035.09121439  48.36251394  035.09118228
111  48.36257129  035.09122727
111  48.36544754  035.09440549
111  48.36546246  035.09435674
111  48.36606250  035.09501015
111  48.36608829  035.09519869
111  48.36492194  035.09938149
111  48.36655811  035.10036287
111  48.36667968  035.09993034
111  48.36664468  035.09990539
112  48.36644022  035.09932314  48.36617076  035.09907108
111  48.36644022  035.09932314
111  48.36621357  035.09917313
111  48.36594440  035.09900379
112  48.36585119  035.09857986  48.36589839  035.09829115
111  48.36585119  035.09857986
111  48.36622243  035.09724473
111  48.36652390  035.09613759
112  48.36652390  035.09613759  48.36664344  035.09592105
111  48.36680149  035.09591800
111  48.36680695  035.09587081
111  48.36659533  035.09565705
111  48.36659949  035.09562419
111  48.36630067  035.09528114
111  48.36641013  035.09507094
111  48.36638622  035.09503117
111  48.36671882  035.09488829
111  48.36695775  035.09440893
111  48.36732407  035.09480977
111  48.36737666  035.09469520
111  48.36713032  035.09441606
111  48.36719121  035.09426608
111  48.36678615  035.09376424
111  48.36670107  035.09396486
111  48.36660339  035.09398888
111  48.36576585  035.09316459
111  48.36560974  035.09333447
111  48.36549702  035.09352207
111  48.36527414  035.09366632
111  48.36520873  035.09365831
111  48.36175421  035.08977900
111  48.36158270  035.08958640
111  48.36095476  035.08888124
112  48.36095476  035.08888124  48.36064840  035.08852010
112  48.36010350  035.08744053  48.35992176  035.08701887
111  48.36010350  035.08744053
112  48.36010350  035.08744053  48.36002383  035.08727682
111  48.35997534  035.08716988
112  48.35997534  035.08716988  48.35965438  035.08626754
111  48.35956289  035.08578008
111  48.35954465  035.08567526
111  48.35931162  035.08433620
111  48.35911031  035.08367835
111  48.35896328  035.08349724
111  48.35884005  035.08334544
113  48.35876949  035.08325852
111  48.36178066  035.09031936
111  48.36216402  035.09074219
112  48.36197995  035.09082759  48.36187339  035.09076510
