I
1050 Generated by WorldEditor 2.1.0r1

1    278 1 0 HDCH Base Aerienne Chabelley
1302 city Djibouti
1302 country Oman
1302 datum_lat 11.5168
1302 datum_lon 43.061401
1302 icao_code HDCH
1302 state Arta
100 29.87 1 0 0.00 0 3 0 10  11.51852721  043.05010071  112   16 0 0 0 0 28  11.51466633  043.07359592  113   14 0 0 0 0
110 2 0.00 153.0000 New Taxiway 14
111  11.51641812  043.07343166
111  11.51621831  043.07339802
111  11.51617442  043.07364974
113  11.51637424  043.07368338
110 2 0.00 153.0000 New Taxiway 13
111  11.51609626  043.07298207
111  11.51603652  043.07332895
111  11.51622454  043.07336223
113  11.51628428  043.07301535
110 2 0.00 153.0000 New Taxiway 12
111  11.51577073  043.07292024
111  11.51571099  043.07327133
111  11.51590055  043.07330488
113  11.51596029  043.07295379
110 2 0.00 153.0000 New Taxiway 11
111  11.51598591  043.07384129
111  11.51585170  043.07381750
111  11.51571162  043.07462689
113  11.51584583  043.07465068
110 2 0.00 153.0000 New Taxiway 10
111  11.51487253  043.07316788
111  11.51460545  043.07312326
111  11.51439915  043.07308880
111  11.51432519  043.07353894
111  11.51453149  043.07357340
113  11.51479857  043.07361802
110 2 0.00 153.0000 New Taxiway 9
111  11.51610844  043.06751065
111  11.51581537  043.06746198
111  11.51580689  043.06751362
111  11.51608408  043.06755965
111  11.51609996  043.06756229
111  11.51609770  043.06757739
111  11.51611766  043.06758543
113  11.51612570  043.06752236
110 2 0.00 153.0000 New Taxiway 8
111  11.51557768  043.06720624
111  11.51531358  043.06716871
111  11.51526375  043.06716163
111  11.51525792  043.06719711
111  11.51530763  043.06720417
113  11.51557185  043.06724172
110 2 0.00 153.0000 New Taxiway 7
111  11.51674249  043.06011705
111  11.51648191  043.06006897
111  11.51637161  043.06004862
111  11.51636642  043.06008018
111  11.51647463  043.06010014
113  11.51673731  043.06014861
110 2 0.00 153.0000 New Taxiway 6
111  11.51757986  043.05875334
111  11.51752844  043.05874535
111  11.51725368  043.05870265
111  11.51724804  043.05873701
111  11.51752269  043.05877969
113  11.51757422  043.05878770
110 2 0.00 153.0000 New Taxiway 5
111  11.51858941  043.05057386
111  11.51866226  043.05012438
111  11.51839221  043.05007672
113  11.51831935  043.05052620
110 2 0.00 153.0000 New Taxiway 4
111  11.51659952  043.06271876
111  11.51659435  043.06271798
111  11.51653724  043.06306581
111  11.51654240  043.06306660
111  11.51654357  043.06305949
111  11.51654773  043.06306034
111  11.51654914  043.06305172
111  11.51656301  043.06305342
111  11.51656440  043.06304494
111  11.51656884  043.06304578
111  11.51657016  043.06303771
111  11.51658153  043.06303941
111  11.51658280  043.06303165
111  11.51659351  043.06303358
111  11.51659525  043.06302309
111  11.51660661  043.06302486
111  11.51660771  043.06301824
111  11.51662851  043.06302158
111  11.51663030  043.06301081
111  11.51667381  043.06301808
111  11.51667476  043.06301238
111  11.51682885  043.06303836
111  11.51833707  043.06329269
111  11.51837023  043.06309329
111  11.51685930  043.06283883
111  11.51670233  043.06281239
111  11.51670367  043.06280434
111  11.51666170  043.06279706
111  11.51666322  043.06278792
111  11.51664204  043.06278419
111  11.51664346  043.06277566
111  11.51663229  043.06277408
111  11.51663361  043.06276612
111  11.51662086  043.06276358
111  11.51662225  043.06275513
111  11.51661226  043.06275343
111  11.51661351  043.06274587
111  11.51660713  043.06274474
111  11.51660859  043.06273584
111  11.51660111  043.06273527
111  11.51660226  043.06272825
113  11.51659810  043.06272740
110 2 0.00 153.0000 New Taxiway 3
111  11.51629274  043.06471699
111  11.51626691  043.06471211
111  11.51623908  043.06488159
111  11.51626491  043.06488647
111  11.51626805  043.06486733
111  11.51678196  043.06495594
111  11.51746774  043.06507420
111  11.51743486  043.06528066
111  11.51808701  043.06539014
111  11.51806317  043.06554100
111  11.51807751  043.06554321
111  11.51804652  043.06573300
111  11.51825883  043.06576884
111  11.51831367  043.06542818
111  11.51834945  043.06543419
111  11.51833991  043.06550840
111  11.51840391  043.06551915
111  11.51841345  043.06544493
111  11.51845098  043.06545123
111  11.51838422  043.06583326
111  11.51857606  043.06586542
111  11.51864282  043.06548340
111  11.51878278  043.06550664
111  11.51871621  043.06589606
111  11.51890576  043.06593134
111  11.51895852  043.06559644
111  11.51928874  043.06565727
111  11.51929491  043.06561809
111  11.51955599  043.06566432
111  11.51963986  043.06561722
111  11.51965530  043.06551922
111  11.51959160  043.06543828
111  11.51933052  043.06539205
111  11.51933681  043.06535214
111  11.51900659  043.06529131
111  11.51901253  043.06525359
111  11.51908644  043.06526697
111  11.51909721  043.06519866
111  11.51902329  043.06518527
111  11.51902784  043.06515642
111  11.51955953  043.06524523
111  11.51959235  043.06503691
111  11.51906066  043.06494809
111  11.51910995  043.06463526
111  11.51912059  043.06463716
111  11.51915528  043.06441462
111  11.51969770  043.06450830
111  11.51972759  043.06431656
111  11.51918517  043.06422288
111  11.51920972  043.06406538
111  11.51974499  043.06415906
111  11.51977268  043.06397288
111  11.51849189  043.06374658
111  11.51846191  043.06394105
111  11.51901030  043.06403838
111  11.51898666  043.06419171
111  11.51843947  043.06409438
111  11.51841026  043.06428389
111  11.51895745  043.06438122
111  11.51892344  043.06460188
111  11.51893492  043.06460393
111  11.51886593  043.06497195
111  11.51872600  043.06494733
111  11.51879037  043.06456288
111  11.51860533  043.06453032
111  11.51854095  043.06491478
111  11.51850217  043.06490795
111  11.51851528  043.06483374
111  11.51844824  043.06482194
111  11.51843513  043.06489616
111  11.51839362  043.06488885
111  11.51845561  043.06450562
111  11.51827866  043.06447448
111  11.51821667  043.06485772
111  11.51808259  043.06483413
111  11.51814696  043.06444603
111  11.51795507  043.06441227
111  11.51789070  043.06480037
111  11.51783538  043.06479941
111  11.51779850  043.06479292
111  11.51775242  043.06477605
111  11.51781658  043.06439535
111  11.51763207  043.06435866
111  11.51757604  043.06467498
111  11.51754082  043.06466798
111  11.51749239  043.06492801
111  11.51746057  043.06492252
111  11.51745759  043.06493672
111  11.51739659  043.06492620
111  11.51740752  043.06487145
111  11.51739430  043.06486917
111  11.51741113  043.06476202
111  11.51738219  043.06475670
111  11.51736530  043.06486417
111  11.51735872  043.06486303
111  11.51735474  043.06489142
111  11.51732558  043.06488639
111  11.51731862  043.06491275
111  11.51680075  043.06482345
113  11.51628973  043.06473533
110 1 0.00 153.0000 asph
111  11.51870942  043.04983722
111  11.51843847  043.04979517
111  11.51839221  043.05007672
111  11.51814289  043.05022265
111  11.51808420  043.05057987
111  11.51826744  043.05083609
111  11.51674249  043.06011705
111  11.51673731  043.06014861
111  11.51557768  043.06720624
111  11.51557185  043.06724172
111  11.51460545  043.07312326
111  11.51439915  043.07308880
111  11.51432519  043.07353894
111  11.51453149  043.07357340
111  11.51448523  043.07385500
111  11.51475863  043.07389758
111  11.51479557  043.07367256
111  11.51490382  043.07368824
111  11.51491421  043.07363488
111  11.51507412  043.07366309
111  11.51560766  043.07375722
111  11.51568359  043.07387233
111  11.51556303  043.07460055
111  11.51571162  043.07462689
111  11.51584583  043.07465068
111  11.51599529  043.07467718
111  11.51617442  043.07364974
111  11.51621831  043.07339802
111  11.51622454  043.07336223
111  11.51603652  043.07332895
111  11.51590055  043.07330488
111  11.51571099  043.07327133
111  11.51551651  043.07323691
111  11.51548080  043.07347041
111  11.51532376  043.07354620
111  11.51510373  043.07350602
111  11.51495322  043.07347854
111  11.51486579  043.07324492
111  11.51580689  043.06751362
111  11.51581537  043.06746198
111  11.51618623  043.06520347
112  11.51631933  043.06516124  11.51640576  043.06517544
111  11.51631933  043.06516124
111  11.51673816  043.06523313
111  11.51730583  043.06533056
112  11.51730583  043.06533056  11.51736102  043.06533901
111  11.51742960  043.06528455
111  11.51746338  043.06508039
111  11.51719273  043.06503408
112  11.51706240  043.06515021  11.51697410  043.06513401
111  11.51706240  043.06515021
111  11.51675878  043.06509809
111  11.51633869  043.06502599
112  11.51633869  043.06502599  11.51625624  043.06500977
111  11.51623228  043.06492302
111  11.51623908  043.06488159
111  11.51626691  043.06471211
111  11.51653724  043.06306581
111  11.51659435  043.06271798
111  11.51724804  043.05873701
111  11.51725368  043.05870265
111  11.51853710  043.05088660
111  11.51877506  043.05071271
111  11.51883690  043.05033609
113  11.51866226  043.05012438
130 Airport Boundary by Major Tom
111  11.51334289  043.07438331
111  11.51352005  043.07462508
111  11.51370339  043.07504133
111  11.51392381  043.07543446
111  11.51395883  043.07548071
111  11.51398561  043.07546390
111  11.51414423  043.07563418
111  11.51451709  043.07636368
111  11.51468601  043.07696074
111  11.51510832  043.07704483
111  11.51527105  043.07606305
111  11.51851557  043.07662647
111  11.51851969  043.07671267
111  11.51858355  043.07687244
111  11.51863505  043.07694182
111  11.51868243  043.07695654
111  11.51866183  043.07702171
111  11.51876483  043.07703643
111  11.51877719  043.07694182
111  11.51875865  043.07685983
111  11.51876689  043.07667272
111  11.52125332  043.07710160
111  11.52255525  043.06692614
111  11.52126156  043.06493100
111  11.52106998  043.06254062
111  11.52041078  043.06112152
111  11.52044786  043.06098487
