I
1100 Generated by WorldEditor 1.6.1r1

1    917 1 0 EKVG Vagar
100 30.00 1 0 0.15 1 3 1 12  62.06706672 -007.29126266    0    0 5 2 1 0 30  62.05947799 -007.26056500    0    0 5 2 1 0
110 1 0.00 118.1000 New Taxiway 19
111  62.05936282 -007.26070505 1 102
111  62.05928791 -007.26062272 1 102
111  62.05907243 -007.25973217 1 102
111  62.05943429 -007.25933613 1 102
111  62.05961377 -007.26005578 1 102
113  62.05959746 -007.26043596
110 1 0.00 118.1000 Heli port
111  62.06567682 -007.28074470
112  62.06570658 -007.28054243  62.06568849 -007.28047070
111  62.06547943 -007.27956474
111  62.06581026 -007.27897213
111  62.06573106 -007.27865239
111  62.06584521 -007.27847569
111  62.06596654 -007.27878593
112  62.06607713 -007.27856440  62.06609158 -007.27857365
112  62.06615940 -007.27885745  62.06617889 -007.27897923
112  62.06619352 -007.27914079  62.06619858 -007.27924561
112  62.06616868 -007.27926515  62.06617837 -007.27927740
112  62.06620365 -007.27928357  62.06622892 -007.27928973
111  62.06624644 -007.27925067
111  62.06625589 -007.27952861
112  62.06620292 -007.27954896  62.06619658 -007.27960313
112  62.06627454 -007.27985177  62.06628510 -007.28008085
112  62.06621514 -007.28044659  62.06620435 -007.28051104
113  62.06607547 -007.28074175
110 2 0.00 30.0000 Hangar
111  62.06609506 -007.27658314
111  62.06602148 -007.27626004
111  62.06600260 -007.27618398
111  62.06598260 -007.27610343
111  62.06588522 -007.27570653
111  62.06623412 -007.27533253
113  62.06644305 -007.27619954
110 1 0.00 118.1000 Main Apron
111  62.06468700 -007.28105788 3 102
112  62.06495957 -007.28125885  62.06497350 -007.28124828 3 102
112  62.06542514 -007.28084248  62.06548179 -007.28078886
111  62.06542514 -007.28084248
112  62.06542514 -007.28084248  62.06555296 -007.28073226 3 102
111  62.06567682 -007.28074470
111  62.06607547 -007.28074175 3 102
112  62.06622522 -007.28051483  62.06626849 -007.28041658
111  62.06622522 -007.28051483
112  62.06622522 -007.28051483  62.06627408 -007.28038480 3 102
112  62.06628729 -007.28006302  62.06629504 -007.27987102 3 102
111  62.06625589 -007.27952861 3 102
111  62.06624644 -007.27925067 3 102
112  62.06614805 -007.27859296  62.06607132 -007.27831704
111  62.06614805 -007.27859296
112  62.06614805 -007.27859296  62.06611785 -007.27841967 3 102
111  62.06549290 -007.27592504 3 102
111  62.06586110 -007.27552798
111  62.06588522 -007.27570653
111  62.06598260 -007.27610343
111  62.06600260 -007.27618398
111  62.06602148 -007.27626004
111  62.06609506 -007.27658314
111  62.06616616 -007.27681526
111  62.06641402 -007.27656461
111  62.06645009 -007.27672192 3 102
112  62.06618517 -007.27700282  62.06616332 -007.27704279
111  62.06618517 -007.27700282
112  62.06618517 -007.27700282  62.06617166 -007.27702754 3 102
112  62.06606401 -007.27725122  62.06606103 -007.27730203
111  62.06606401 -007.27725122
112  62.06606401 -007.27725122  62.06601227 -007.27738720 3 102
111  62.06605421 -007.27763574 3 102
111  62.06627006 -007.27852696 3 102
111  62.06658793 -007.27815729 3 102
112  62.06671799 -007.27783055  62.06676141 -007.27778089
111  62.06671799 -007.27783055
