I
1050 Generated by WorldEditor 2.1.0r1

1    769 0 0 KHAE Hannibal Rgnl
1302 gui_label 2D
100 30.48 2 0 0.25 0 2 0 17  39.73111146 -091.44524923    0    0 2 0 0 0 35  39.71923311 -091.44247075    0    0 2 0 0 0
110 2 0.00 0.0000 Taxiway
111  39.73095731 -091.44635873 102
111  39.72676763 -091.44538042 102
111  39.72676725 -091.44538304 102
111  39.72672412 -091.44537427
112  39.72672412 -091.44537427  39.72659927 -091.44535338 102
111  39.72655048 -091.44551308 102
111  39.72653814 -091.44559609 102
111  39.72653317 -091.44559543 102
111  39.72646247 -091.44610252
111  39.72639338 -091.44659812
111  39.72642886 -091.44660744
111  39.72644358 -091.44663593
111  39.72643435 -091.44670120
111  39.72648855 -091.44671388
111  39.72645753 -091.44691343
111  39.72643829 -091.44692201
111  39.72651381 -091.44718762
111  39.72667975 -091.44710780
111  39.72675058 -091.44735073
111  39.72659306 -091.44742824
111  39.72660349 -091.44746229
111  39.72659830 -091.44746520
111  39.72665331 -091.44766007
111  39.72580724 -091.44807851
111  39.72572469 -091.44780018
111  39.72557203 -091.44728545
111  39.72567111 -091.44724150
111  39.72554646 -091.44677317
111  39.72557371 -091.44658975
111  39.72568209 -091.44661363
111  39.72569155 -091.44652672
111  39.72574891 -091.44653730
111  39.72575882 -091.44645260
111  39.72578663 -091.44645803
111  39.72591201 -091.44554300
111  39.72624955 -091.44562136 102
111  39.72632022 -091.44563095
112  39.72632022 -091.44563095  39.72648757 -091.44563299 102
112  39.72632024 -091.44528315  39.72615750 -091.44523272
111  39.72632024 -091.44528315 102
111  39.72626229 -091.44526892 102
111  39.72626310 -091.44526144 102
111  39.72568645 -091.44512908 102
111  39.72568586 -091.44513373 102
111  39.72562092 -091.44511805
112  39.72562092 -091.44511805  39.72548931 -091.44510720 102
111  39.72545643 -091.44528581 102
111  39.72545009 -091.44533900 102
111  39.72544399 -091.44533784 102
111  39.72526682 -091.44659770
111  39.72482060 -091.44649095
111  39.72498155 -091.44532249
111  39.72516258 -091.44536488 102
111  39.72516335 -091.44535892 102
111  39.72522294 -091.44537347
112  39.72522294 -091.44537347  39.72540229 -091.44537941 102
112  39.72525930 -091.44503921  39.72513881 -091.44498320
111  39.72525930 -091.44503921 102
111  39.72517888 -091.44501738 102
111  39.72517965 -091.44501062 102
111  39.71906870 -091.44358028 102
111  39.71910277 -091.44333779 102
111  39.71919968 -091.44264804
111  39.71924950 -091.44229345
111  39.71955306 -091.44236573
111  39.71951463 -091.44267726
112  39.71951463 -091.44267726  39.71948238 -091.44268235
112  39.71942997 -091.44270031  39.71940560 -091.44271027
111  39.71942997 -091.44270031
112  39.71942997 -091.44270031  39.71928689 -091.44275877 102
111  39.71927012 -091.44288474 102
111  39.71926302 -091.44288343 102
111  39.71921683 -091.44321918 102
111  39.71922186 -091.44322028 102
111  39.71921258 -091.44329599
112  39.71921258 -091.44329599  39.71921242 -091.44332095 102
112  39.71921885 -091.44336268  39.71922295 -091.44338228
111  39.71921885 -091.44336268
112  39.71921885 -091.44336268  39.71924370 -091.44348132 102
111  39.71933389 -091.44350730 102
111  39.71939088 -091.44352016 102
111  39.71938993 -091.44352834 102
111  39.72627874 -091.44513891 102
111  39.72627962 -091.44513196 102
111  39.72635140 -091.44514749
112  39.72635140 -091.44514749  39.72642207 -091.44515161 102
112  39.72648809 -091.44505999  39.72651210 -091.44501473
111  39.72648809 -091.44505999
112  39.72648809 -091.44505999  39.72651009 -091.44501854 102
111  39.72651698 -091.44497800 102
111  39.72652300 -091.44492564 102
111  39.72652978 -091.44492692 102
111  39.72656957 -091.44463713 102
111  39.72656378 -091.44463589
112  39.72656378 -091.44463589  39.72658203 -091.44450136 102
112  39.72645818 -091.44434552  39.72639811 -091.44428632
111  39.72645818 -091.44434552
112  39.72645818 -091.44434552  39.72641043 -091.44429846
111  39.72636503 -091.44427505
111  39.72694016 -091.44440885
112  39.72694016 -091.44440885  39.72689852 -091.44440991
112  39.72682915 -091.44443240  39.72679677 -091.44444669
111  39.72682915 -091.44443240
112  39.72682915 -091.44443240  39.72674258 -091.44447059 102
112  39.72666723 -091.44465765  39.72664553 -091.44476299
111  39.72666723 -091.44465765 102
111  39.72666286 -091.44465624 102
111  39.72662231 -091.44494712 102
111  39.72662776 -091.44494836 102
111  39.72661738 -091.44503065
112  39.72661738 -091.44503065  39.72661720 -091.44505361 102
112  39.72662239 -091.44509239  39.72662574 -091.44511068
111  39.72662239 -091.44509239
