I
1050 Generated by WorldEditor 2.0.0r4

1   4692 0 0 38S Deer Lodge City County
100 22.86 1 0 0.25 0 2 0 13  46.39290629 -112.77185149    0    0 2 0 0 0 31  46.38057796 -112.75733619    0   62 2 0 0 0
110 2 0.00 0.0000 New Taxiway 7
111  46.38903868 -112.76577782
111  46.38900337 -112.76573813
111  46.38902059 -112.76570707
111  46.38899182 -112.76567313
111  46.38909543 -112.76548977
111  46.38912497 -112.76552513
111  46.38914282 -112.76549356
113  46.38917645 -112.76553118
110 2 0.00 0.0000 New Taxiway 6
111  46.38931369 -112.76532037
111  46.38928593 -112.76537054
111  46.38925936 -112.76533771
111  46.38923367 -112.76538222
111  46.38920384 -112.76534529
111  46.38922888 -112.76530141
111  46.38919992 -112.76526606
111  46.38923055 -112.76521449
113  46.38927545 -112.76527166
110 2 0.00 0.0000 New Taxiway 2
111  46.39004509 -112.76628827
111  46.38998446 -112.76639098
111  46.38977154 -112.76613089
111  46.38983470 -112.76602723
113  46.38994344 -112.76616215
110 2 0.00 0.0000 New Taxiway 4
111  46.38947738 -112.76510706
111  46.38953796 -112.76499827
111  46.38962971 -112.76509937
111  46.38956394 -112.76520596
113  46.38954492 -112.76518422
110 2 0.00 0.0000 New Taxiway 4
111  46.38902082 -112.76516229
111  46.38906620 -112.76504977
111  46.38909337 -112.76507260
111  46.38911724 -112.76509266
111  46.38916275 -112.76513090
113  46.38911523 -112.76524433
110 2 0.00 0.0000 New Taxiway 4
111  46.38931264 -112.76491947
111  46.38938165 -112.76479025
111  46.38948695 -112.76490881
111  46.38941892 -112.76504049
113  46.38936973 -112.76498447
110 2 0.00 0.0000 New Taxiway 3
111  46.39016585 -112.76592996
111  46.39012059 -112.76587429
111  46.39009791 -112.76584640
111  46.39006458 -112.76580541
111  46.39013338 -112.76568704
113  46.39023822 -112.76580716
110 2 0.00 0.0000 New Taxiway 1
111  46.39040644 -112.76584802
111  46.39046155 -112.76591767
111  46.39051804 -112.76582043
111  46.39058571 -112.76590453
111  46.39061001 -112.76586362
111  46.39070374 -112.76597314
111  46.39060903 -112.76613855
111  46.39056744 -112.76608741
111  46.39039189 -112.76640163
111  46.39035600 -112.76635913
113  46.39021121 -112.76618763
110 2 0.00 0.0000 New Taxiway 5
111  46.38943856 -112.76545414
111  46.38934808 -112.76560621
111  46.38924572 -112.76548272
111  46.38932943 -112.76534041
111  46.38933700 -112.76532685
113  46.38939101 -112.76539454
110 2 0.00 0.0000 New Taxiway 4
111  46.38985835 -112.76469029
111  46.38978888 -112.76461289
111  46.38974710 -112.76468857
111  46.38962353 -112.76454498
111  46.38967807 -112.76444365
111  46.38962383 -112.76438082
111  46.38974684 -112.76416034
111  46.38990246 -112.76434307
111  46.38989514 -112.76435606
