I
1050 Generated by WorldEditor 2.2.0r2

1    485 0 0 XA66 El Jardin Ranch
1302 gui_label 2D
100 24.38 1 0 0.25 0 2 0 12  28.07915782 -099.29246282    0    0 2 0 0 0 30  28.06862800 -099.27694200    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 18
111  28.07191161 -099.28017328
111  28.07179941 -099.28027001
111  28.07168761 -099.28036640
111  28.07143805 -099.27999481
111  28.07157268 -099.27987958
113  28.07166040 -099.27980449
110 2 0.00 0.0000 New Taxiway 5
111  28.07283171 -099.28046348
111  28.07244901 -099.28079622
111  28.07247894 -099.28084289
111  28.07248921 -099.28083439
111  28.07253801 -099.28090431
111  28.07251993 -099.28091917
111  28.07259519 -099.28103079
111  28.07245591 -099.28115134
111  28.07230496 -099.28092830
111  28.07211058 -099.28109717
111  28.07211415 -099.28110240
111  28.07210721 -099.28110863
111  28.07199682 -099.28094737
111  28.07188913 -099.28079007
111  28.07189625 -099.28078405
111  28.07190024 -099.28078962
111  28.07205487 -099.28065667
111  28.07222384 -099.28051139
111  28.07219580 -099.28047060
111  28.07221647 -099.28045291
111  28.07224725 -099.28049714
113  28.07262763 -099.28016821
110 1 0.00 0.0000 New Taxiway 4
111  28.07027021 -099.27915567
111  28.07027342 -099.27915402
112  28.07027342 -099.27915402  28.07032498 -099.27917947
112  28.07056609 -099.27916683  28.07067635 -099.27915282
111  28.07056609 -099.27916683
112  28.07056609 -099.27916683  28.07062582 -099.27915924
112  28.07071126 -099.27913190  28.07074301 -099.27911667
111  28.07071126 -099.27913190
111  28.07073440 -099.27911655
112  28.07073440 -099.27911655  28.07091403 -099.27901208
112  28.07121092 -099.27921037  28.07134446 -099.27938849
111  28.07121092 -099.27921037
111  28.07159172 -099.27978050
111  28.07168856 -099.27969865
111  28.07200533 -099.28017671
111  28.07192327 -099.28024926
111  28.07192120 -099.28032518
111  28.07192872 -099.28033818
111  28.07198650 -099.28035298
111  28.07254165 -099.27986777
111  28.07306552 -099.28062346
111  28.07259519 -099.28103079
111  28.07251993 -099.28091917
111  28.07253801 -099.28090431
111  28.07248921 -099.28083439
111  28.07247894 -099.28084289
111  28.07244901 -099.28079622
111  28.07283171 -099.28046348
111  28.07262763 -099.28016821
111  28.07224725 -099.28049714
111  28.07221647 -099.28045291
111  28.07219580 -099.28047060
111  28.07222384 -099.28051139
111  28.07205487 -099.28065667
111  28.07190024 -099.28078962
111  28.07189625 -099.28078405
111  28.07188913 -099.28079007
111  28.07199682 -099.28094737
111  28.07210721 -099.28110863
111  28.07211415 -099.28110240
111  28.07211058 -099.28109717
111  28.07230496 -099.28092830
111  28.07245591 -099.28115134
111  28.07225579 -099.28132490
111  28.07220997 -099.28125747
111  28.07196513 -099.28124507
111  28.07194340 -099.28126319
111  28.07188314 -099.28153659
111  28.07146838 -099.28092426
111  28.07171455 -099.28092621
111  28.07173565 -099.28090717
111  28.07178595 -099.28064130
111  28.07174150 -099.28057232
111  28.07180100 -099.28051884
111  28.07181818 -099.28048078
111  28.07181878 -099.28043203
111  28.07181126 -099.28042041
111  28.07174424 -099.28040749
111  28.07166285 -099.28048086
111  28.07134553 -099.27999257
111  28.07147820 -099.27987167
111  28.07108839 -099.27929502
112  28.07108839 -099.27929502  28.07095130 -099.27914234
112  28.07074028 -099.27941593  28.07073438 -099.27960611
111  28.07074028 -099.27941593
111  28.07068557 -099.27946166
