I
1050 Generated by WorldEditor 2.1.0r1

1     14 1 0 LGLM Limnos
1302 city Myrina
1302 country Greece
1302 datum_lat 39.9172222
1302 datum_lon 025.2363889
1302 iata_code LXS
1302 icao_code LGLM
1302 state Lemnos
1302 transition_alt 4000
100 30.00 1 0 0.00 0 0 0 04L  39.90811646  025.22218498    0    0 1 0 0 0 22R  39.92478499  025.24253646    0    0 1 0 0 0
100 45.00 1 0 0.00 0 1 0 04R  39.90719780  025.22434357    0    0 3 1 0 1 22L  39.92700500  025.24847652    0    0 3 0 0 1
110 2 0.00 43.0700 04
111  39.90750131  025.22363788
111  39.90750717  025.22369514
111  39.90750717  025.22374858
111  39.90749838  025.22379629
111  39.90736223  025.22412265
111  39.90734240  025.22416776
111  39.90706424  025.22453992
111  39.90813962  025.22584604
111  39.90841192  025.22546815
111  39.90762136  025.22450434
111  39.90762575  025.22448335
111  39.90759647  025.22440128
111  39.90758915  025.22431540
111  39.90758769  025.22423143
111  39.90760379  025.22415127
111  39.90762136  025.22408638
111  39.90764332  025.22403294
111  39.90763893  025.22402721
111  39.90774608  025.22377036
111  39.90809277  025.22293935
111  39.90812791  025.22289355
111  39.90816451  025.22285347
111  39.90821135  025.22282484
111  39.90825088  025.22281148
111  39.90829334  025.22280385
111  39.90834751  025.22280385
111  39.90838850  025.22281339
111  39.90842803  025.22283629
111  39.90846170  025.22287065
111  39.90846756  025.22286492
111  39.90901128  025.22351574
111  39.90919048  025.22326381
111  39.90850708  025.22242329
111  39.90846521  025.22234982
111  39.90843908  025.22227066
111  39.90843343  025.22221912
111  39.90843414  025.22215561
111  39.90843908  025.22208566
111  39.90845109  025.22202032
111  39.90846732  025.22198166
111  39.90848992  025.22194024
111  39.90852451  025.22190066
111  39.90859229  025.22183899
111  39.90867136  025.22178377
111  39.90874267  025.22174235
111  39.90882245  025.22171106
111  39.90890506  025.22168713
111  39.90899048  025.22167148
111  39.90907874  025.22166504
111  39.90916275  025.22165952
111  39.90924606  025.22166228
111  39.90933432  025.22166596
111  39.90942892  025.22167885
111  39.90946776  025.22168437
111  39.90947058  025.22170094
111  39.90950447  025.22170370
111  39.90953765  025.22172671
111  39.90956165  025.22175340
111  39.90958001  025.22179298
111  39.90974805  025.22249802
111  39.90985183  025.22246305
111  39.90984830  025.22243359
111  39.90990761  025.22238665
111  39.90994926  025.22234615
111  39.90998950  025.22229921
111  39.90999610  025.22228140
111  39.91025637  025.22242984
111  39.91030529  025.22229772
111  39.91004503  025.22214928
111  39.91004881  025.22213906
111  39.90977417  025.22199087
111  39.90975158  025.22196786
111  39.90973322  025.22193748
111  39.90972192  025.22189883
111  39.90971345  025.22185465
111  39.90971980  025.22180863
111  39.90973675  025.22177273
111  39.90977064  025.22174788
111  39.90982076  025.22174419
111  39.91060034  025.22196409
111  39.91224656  025.22246942
111  39.91234652  025.22250897
111  39.91243904  025.22255642
111  39.91248520  025.22258797
111  39.91251163  025.22262137
111  39.91253400  025.22267041
111  39.91254213  025.22271945
111  39.91253806  025.22278705
111  39.91233880  025.22321385
111  39.91229203  025.22324698
111  39.91227373  025.22328675
111  39.91228363  025.22329476
111  39.91213520  025.22359696
111  39.91223119  025.22367464
111  39.91237962  025.22337244
111  39.91239166  025.22338218
111  39.91240895  025.22335302
111  39.91244453  025.22334639
111  39.91255433  025.22338085
111  39.91264380  025.22318734
111  39.91257873  025.22300575
111  39.91256450  025.22299647
111  39.91262041  025.22287851
111  39.91266210  025.22284139
111  39.91270785  025.22282682
111  39.91275156  025.22283212
111  39.91282375  025.22289707
111  39.91288881  025.22296732
111  39.91295083  025.22305612
111  39.91302403  025.22317276
111  39.91309947  025.22329842
111  39.91315640  025.22341426
111  39.91319808  025.22352348
111  39.91323367  025.22363350
111  39.91326702  025.22376393
111  39.91330361  025.22396142
111  39.91331581  025.22402770
111  39.91332572  025.22410908
111  39.91333981  025.22425197
111  39.91333960  025.22439061
111  39.91333452  025.22449347
111  39.91332273  025.22461647
111  39.91330605  025.22472463
111  39.91328572  025.22485347
111  39.91325360  025.22498999
111  39.91321496  025.22511989
111  39.91290633  025.22585956
111  39.91275452  025.22581957
111  39.91258096  025.22558164
111  39.91250397  025.22566311
111  39.91281460  025.22607940
111  39.91251976  025.22678600
111  39.91251061  025.22677540
111  39.91249028  025.22680323
111  39.91246385  025.22683902
111  39.91241911  025.22688143
111  39.91237336  025.22690794
111  39.91231643  025.22692252
111  39.91226051  025.22692385
111  39.91221171  025.22690131
111  39.91220516  025.22688937
111  39.91217880  025.22688250
111  39.91214367  025.22685273
111  39.91213664  025.22685960
111  39.91256354  025.22737493
111  39.91256530  025.22736577
111  39.91254246  025.22732455
111  39.91253895  025.22728561
111  39.91251771  025.22722365
111  39.91251161  025.22716002
111  39.91251161  025.22707732
111  39.91283004  025.22630457
111  39.91283614  025.22631093
111  39.91286244  025.22629422
111  39.91289793  025.22628321
111  39.91319195  025.22646295
111  39.91320865  025.22642193
111  39.91323910  025.22634716
111  39.91294508  025.22616743
111  39.91295816  025.22613707
111  39.91294284  025.22609912
111  39.91294026  025.22605829
111  39.91293416  025.22605193
111  39.91314819  025.22553254
111  39.91322831  025.22548611
111  39.91329218  025.22548953
111  39.91390699  025.22582773
111  39.91395099  025.22570913
111  39.91334973  025.22536964
111  39.91330916  025.22531719
111  39.91328593  025.22525313
111  39.91328236  025.22520696
111  39.91330339  025.22515592
111  39.91334731  025.22501117
111  39.91337903  025.22488870
111  39.91340953  025.22473442
111  39.91344491  025.22468193
111  39.91349981  025.22464693
111  39.91410981  025.22473760
111  39.91412201  025.22460240
111  39.91352055  025.22451333
111  39.91348883  025.22449424
111  39.91345955  025.22445447
111  39.91343637  025.22439403
111  39.91344003  025.22424770
111  39.91342783  025.22410136
111  39.91342417  025.22405047
111  39.91343393  025.22400752
111  39.91346077  025.22394867
111  39.91350713  025.22390413
111  39.91398049  025.22376416
111  39.91400977  025.22378007
111  39.91403417  025.22377371
111  39.91402986  025.22375241
111  39.91430741  025.22366625
111  39.91427707  025.22351644
111  39.91399952  025.22360259
111  39.91399391  025.22357488
111  39.91396341  025.22356057
111  39.91393779  025.22356057
111  39.91390973  025.22350013
111  39.91385483  025.22346195
111  39.91380847  025.22344764
111  39.91376089  025.22345241
111  39.91371453  025.22347627
111  39.91369379  025.22352558
111  39.91364865  025.22368622
111  39.91363279  025.22369418
111  39.91361815  025.22373712
111  39.91358033  025.22376416
111  39.91349615  025.22378643
111  39.91344491  025.22377211
111  39.91338635  025.22373871
111  39.91335341  025.22369418
111  39.91333213  025.22366622
111  39.91331071  025.22359238
111  39.91327777  025.22348104
111  39.91323141  025.22336811
111  39.91317529  025.22324246
111  39.91318139  025.22323132
111  39.91317773  025.22319633
111  39.91317163  025.22315497
111  39.91318871  025.22310566
111  39.91321555  025.22306908
111  39.91344125  025.22282572
111  39.91336927  025.22271438
111  39.91318139  025.22293706
111  39.91316919  025.22293706
111  39.91313625  025.22296569
111  39.91309355  025.22298001
111  39.91304109  025.22296569
111  39.91301303  025.22294661
111  39.91293617  025.22286390
111  39.91289957  025.22281300
111  39.91290445  025.22276847
111  39.91292885  025.22270802
111  39.91297805  025.22262703
111  39.91294965  025.22259431
111  39.91290323  025.22265235
111  39.91285443  025.22268417
111  39.91281173  025.22269530
111  39.91279343  025.22269848
111  39.91276164  025.22267626
111  39.91270094  025.22260256
111  39.91265980  025.22256489
111  39.91264829  025.22253699
111  39.91265072  025.22250072
111  39.91267588  025.22245710
111  39.91266318  025.22244302
111  39.91263110  025.22247737
111  39.91260322  025.22249818
111  39.91255408  025.22250808
111  39.91247678  025.22246037
111  39.91237813  025.22240708
111  39.91227039  025.22236543
111  39.91215538  025.22232561
111  39.91208374  025.22229990
111  39.91206124  025.22228301
111  39.91204191  025.22225313
111  39.91201751  025.22220859
111  39.91200653  025.22215292
111  39.91200531  025.22209884
111  39.91213707  025.22168849
