I
1050 Generated by WorldEditor 2.3.0r2

1     50 0 0 EIBB Ballyboughal
100 18.29 3 0 0.00 0 0 0 11  53.50572285 -006.23800283    0    0 0 0 0 0 29  53.50431595 -006.23167906    0    0 0 0 0 0
100 15.24 3 0 0.00 0 0 0 02  53.50583167 -006.23804071    0    0 0 0 0 0 20  53.50901780 -006.23569084    0    0 0 0 0 0
110 3 0.00 0.0000 New Taxiway 80
111  53.50382573 -006.23174019
111  53.50420333 -006.23150359
111  53.50432204 -006.23145443
112  53.50432204 -006.23145443  53.50435524 -006.23150102
112  53.50439303 -006.23163063  53.50439835 -006.23164930
111  53.50439303 -006.23163063
111  53.50439309 -006.23163391
111  53.50424946 -006.23173635
111  53.50422916 -006.23165662
113  53.50386714 -006.23191491
110 3 0.00 0.0000 New Taxiway 79
112  53.50544356 -006.23863151  53.50532421 -006.23869789
111  53.50544356 -006.23863151
112  53.50544356 -006.23863151  53.50531308 -006.23870780
112  53.50506516 -006.23892320  53.50498378 -006.23901416
111  53.50506516 -006.23892320
112  53.50502197 -006.23889645  53.50500540 -006.23886372
111  53.50502197 -006.23889645
111  53.50483634 -006.23834992
111  53.50558598 -006.23777194
111  53.50578291 -006.23792427
111  53.50582269 -006.23793276
111  53.50587145 -006.23811981
111  53.50899442 -006.23578445
111  53.50904697 -006.23579658
111  53.50910118 -006.23605602
112  53.50910118 -006.23605602  53.50910008 -006.23611316
111  53.50905771 -006.23617271
111  53.50867633 -006.23643310
111  53.50838183 -006.23658653
111  53.50822229 -006.23670512
111  53.50809253 -006.23683149
111  53.50773183 -006.23712038
111  53.50743460 -006.23733576
111  53.50704359 -006.23758304
112  53.50696129 -006.23756694  53.50693477 -006.23757840
111  53.50696129 -006.23756694
111  53.50686297 -006.23763476
112  53.50686297 -006.23763476  53.50684403 -006.23765641
111  53.50683783 -006.23771294
111  53.50676398 -006.23774754
112  53.50673430 -006.23773940  53.50672394 -006.23772788
111  53.50673430 -006.23773940
111  53.50667628 -006.23766198
112  53.50667628 -006.23766198  53.50666410 -006.23764705
112  53.50664131 -006.23765035  53.50662904 -006.23765924
111  53.50664131 -006.23765035
111  53.50656160 -006.23771250
112  53.50656160 -006.23771250  53.50654648 -006.23772566
112  53.50654841 -006.23777791  53.50654950 -006.23781047
111  53.50654841 -006.23777791
111  53.50655326 -006.23786183
112  53.50655326 -006.23786183  53.50655463 -006.23788769
111  53.50654781 -006.23791962
111  53.50608144 -006.23822122
111  53.50596529 -006.23828405
111  53.50588117 -006.23823656
111  53.50586154 -006.23818164
111  53.50583637 -006.23816634
111  53.50582264 -006.23817842
112  53.50582264 -006.23817842  53.50581512 -006.23818047
112  53.50573914 -006.23825508  53.50572103 -006.23827697
111  53.50573914 -006.23825508
112  53.50573914 -006.23825508  53.50573553 -006.23826134
111  53.50573630 -006.23827233
111  53.50575840 -006.23838203
111  53.50574983 -006.23838965
112  53.50574983 -006.23838965  53.50575356 -006.23842725
111  53.50571976 -006.23847653
111  53.50571505 -006.23844569
111  53.50573022 -006.23842334
111  53.50571565 -006.23837204
