I
1100 Generated by WorldEditor 1.6.0r1

1     92 1 0 GFLL Freetown_Lungi
1302 flatten 1
100 45.72 1 0 0.25 0 3 0 12  08.62064838 -013.20945373    0  299 3 5 0 0 30  08.61215611 -013.18166377    0  123 3 5 0 0
110 1 0.00 12.0000 New Taxiway 91
111  08.61474524 -013.19727771
111  08.61458913 -013.19732716
111  08.61450946 -013.19707390
113  08.61466371 -013.19702847
110 1 0.00 12.0000 New Taxiway 91
111  08.61536477 -013.19954206
111  08.61520866 -013.19959152
111  08.61512899 -013.19933825
113  08.61528324 -013.19929283
110 1 0.00 12.0000 New Taxiway 91
111  08.61507359 -013.19868742
111  08.61488747 -013.19875357
111  08.61482431 -013.19855495
113  08.61500857 -013.19849283
110 1 0.00 12.0000 New Taxiway 91
111  08.61500463 -013.19892495
111  08.61481850 -013.19899110
111  08.61476187 -013.19880662
113  08.61494613 -013.19874450
110 1 0.00 12.0000 New Taxiway 90
111  08.61587897 -013.20124155
111  08.61582580 -013.20125622
111  08.61578954 -013.20123177
111  08.61580646 -013.20115598
113  08.61585198 -013.20114317
110 1 0.00 12.0000 New Taxiway 89
111  08.61579762 -013.20100559
111  08.61521817 -013.20118534
111  08.61493151 -013.20017595
111  08.61503060 -013.20011868
111  08.61499426 -013.19999209
111  08.61504475 -013.19978937
113  08.61539158 -013.19966767
110 2 0.00 12.0000 New Taxiway 77
111  08.61249938 -013.18349087 3 102
112  08.61227827 -013.18328717  08.61209247 -013.18318454
111  08.61227827 -013.18328717 3 102
111  08.61165823 -013.18294643 3 102
112  08.61129518 -013.18227883  08.61135592 -013.18184516 3 102
111  08.61176988 -013.18174951 3 102
111  08.61195060 -013.18169341
111  08.61207353 -013.18209653 3 102
112  08.61154417 -013.18218104  08.61136647 -013.18254470 3 102
111  08.61176545 -013.18272780 3 102
111  08.61229556 -013.18301781
112  08.61229556 -013.18301781  08.61234284 -013.18304295 3 102
113  08.61234286 -013.18297894
110 1 0.00 12.0000 New Taxiway 77
111  08.61253361 -013.18360103
112  08.61222609 -013.18331632  08.61196639 -013.18317286
111  08.61222609 -013.18331632
111  08.61159520 -013.18296916
112  08.61124697 -013.18226474  08.61131110 -013.18180796
111  08.61168222 -013.18172722
111  08.61193655 -013.18164826
111  08.61210713 -013.18220704
112  08.61161212 -013.18216972  08.61139790 -013.18248851
111  08.61174506 -013.18266357
111  08.61225026 -013.18293982
112  08.61225026 -013.18293982  08.61231634 -013.18297496
113  08.61231558 -013.18288579
110 2 0.00 12.0000 New Taxiway 76
111  08.62044877 -013.20950381 3 102
111  08.62017812 -013.20958790 3 102
112  08.61958073 -013.20942402  08.61931853 -013.20913697
111  08.61958073 -013.20942402
112  08.61958073 -013.20942402  08.61929602 -013.20912027 3 102
111  08.61953846 -013.20868800 3 102
111  08.61985992 -013.20807822
112  08.61985992 -013.20807822  08.61994608 -013.20789077 3 102
111  08.61988931 -013.20767288
111  08.62007399 -013.20827847 3 102
112  08.62000638 -013.20827207  08.61997556 -013.20832538
111  08.62000638 -013.20827207 3 102
111  08.61972470 -013.20880687 3 102
112  08.61985278 -013.20938893  08.62020704 -013.20953205 3 102
113  08.62033134 -013.20911893
110 1 0.00 12.0000 New Taxiway 76
111  08.62046388 -013.20954153
