I
1050 Generated by WorldEditor

1    169 1 0 NZHN Hamilton
100 10.00 1 0 0.00 0 0 0 18R -37.86155508  175.33286419    0    0 3 0 0 2 36L -37.86674549  175.33097896    0    0 3 0 0 2
100 45.00 1 0 0.00 0 2 1 18L -37.85568610  175.33623861    0    0 3 10 0 2 36R -37.87483764  175.32928241  140    0 3 10 0 2
100 30.00 3 0 0.00 0 0 0 07R -37.86186773  175.32523499    0    0 0 0 0 0 25L -37.86243246  175.33341096    0    0 0 0 0 0
110 1 0.00 0.0000 Minor GA taxiway
111 -37.86569629  175.32882537
111 -37.86616635  175.32867147
111 -37.86618655  175.32880859
112 -37.86621020  175.32883371 -37.86622379  175.32884127
111 -37.86621020  175.32883371
112 -37.86621020  175.32883371 -37.86622379  175.32884127
111 -37.86623981  175.32884344
111 -37.86639622  175.32882356
112 -37.86643064  175.32881647 -37.86644143  175.32881070
111 -37.86644270  175.32879825
111 -37.86636511  175.32822107
111 -37.86641940  175.32820986
111 -37.86633295  175.32759548
111 -37.86625262  175.32742617
112 -37.86620289  175.32737846 -37.86618071  175.32737232
111 -37.86620289  175.32737846
112 -37.86620289  175.32737846 -37.86618856  175.32737702
111 -37.86613379  175.32739832
111 -37.86590354  175.32749050
111 -37.86587487  175.32735650
111 -37.86597200  175.32732041
111 -37.86614361  175.32725717
111 -37.86615154  175.32729645
112 -37.86620526  175.32730471 -37.86623762  175.32731311
111 -37.86620526  175.32730471
112 -37.86620526  175.32730471 -37.86623762  175.32731311
111 -37.86626470  175.32734099
111 -37.86639199  175.32732256
111 -37.86656069  175.32738702
112 -37.86649829  175.32769659 -37.86649637  175.32771887
111 -37.86649829  175.32769659
112 -37.86649829  175.32769659 -37.86650973  175.32769928
111 -37.86668017  175.32764603
112 -37.86670393  175.32761713 -37.86670875  175.32760340
111 -37.86671081  175.32757401
111 -37.86667769  175.32740878
111 -37.86680939  175.32745791
111 -37.86681557  175.32743148
111 -37.86684280  175.32745112
111 -37.86681338  175.32747564
111 -37.86690830  175.32789804
111 -37.86686487  175.32790829
112 -37.86681194  175.32784703 -37.86677615  175.32778711
112 -37.86675437  175.32773955 -37.86672177  175.32772578
112 -37.86650696  175.32783255 -37.86648077  175.32789842
111 -37.86648095  175.32795202
111 -37.86651140  175.32821288
112 -37.86652301  175.32823820 -37.86653299  175.32824665
111 -37.86655172  175.32824103
111 -37.86672665  175.32817139
111 -37.86677676  175.32842620
112 -37.86658270  175.32849874 -37.86654931  175.32853316
111 -37.86654198  175.32859353
111 -37.86658618  175.32893710
111 -37.86677714  175.32887952
111 -37.86679726  175.32899316
111 -37.86681492  175.32898750
111 -37.86683383  175.32908951
111 -37.86680782  175.32909823
111 -37.86687089  175.32937696
111 -37.86683727  175.32938940
111 -37.86680856  175.32940118
111 -37.86679512  175.32933760
112 -37.86668133  175.32949320 -37.86670883  175.32961529
111 -37.86683817  175.32954098
111 -37.86680856  175.32940118
111 -37.86683727  175.32938940
111 -37.86686742  175.32951797
111 -37.86707346  175.32943873
111 -37.86717022  175.32948244
111 -37.86718040  175.32952259
111 -37.86718969  175.32955927
111 -37.86721518  175.32965990
111 -37.86714667  175.32975451
111 -37.86692950  175.32984578
112 -37.86691176  175.32977637 -37.86690634  175.32976265
111 -37.86689054  175.32975974
111 -37.86675886  175.32979660
112 -37.86671170  175.32989033 -37.86671247  175.32992363
111 -37.86675296  175.33017534
112 -37.86680853  175.33025523 -37.86683541  175.33027187
111 -37.86686824  175.33026591
111 -37.86692482  175.33024769
111 -37.86719022  175.33017473
111 -37.86792469  175.32990742
111 -37.86804948  175.32986196
111 -37.86845904  175.32971257
111 -37.86858372  175.32966476
111 -37.86950442  175.32931659
111 -37.87008262  175.32911783
111 -37.87010019  175.32918506
111 -37.86957351  175.32937697
111 -37.86946878  175.32941514
111 -37.86712403  175.33026793
111 -37.86712421  175.33028058
112 -37.86709800  175.33029915 -37.86708750  175.33030896
111 -37.86708153  175.33031830
111 -37.86687527  175.33039707
112 -37.86682970  175.33044996 -37.86682034  175.33047259
111 -37.86681986  175.33052673
111 -37.86692379  175.33128894
111 -37.86700610  175.33186289
111 -37.86688749  175.33190707
111 -37.86679947  175.33131645
111 -37.86675965  175.33103577
112 -37.86675910  175.33103344 -37.86675887  175.33103332
111 -37.86675787  175.33103376
111 -37.86673307  175.33092419
112 -37.86674259  175.33091972 -37.86674354  175.33091831
111 -37.86674318  175.33091514
111 -37.86669610  175.33055796
111 -37.86667890  175.33043573
111 -37.86666629  175.33034791
111 -37.86659858  175.32985676
111 -37.86659805  175.32985293
111 -37.86655207  175.32951922
111 -37.86655146  175.32951482
111 -37.86648026  175.32899814
112 -37.86637395  175.32891071 -37.86633484  175.32889245
111 -37.86637395  175.32891071
112 -37.86637395  175.32891071 -37.86633484  175.32889245
111 -37.86621420  175.32893010
113 -37.86574639  175.32907489
111 -37.86707553  175.32956273
111 -37.86708411  175.32960063
111 -37.86718969  175.32955927
113 -37.86718040  175.32952259
110 3 0.00 0.0000 Grass
111 -37.86216994  175.32767288
111 -37.86362481  175.32747023
111 -37.86353466  175.32660665
111 -37.86380684  175.32656962
111 -37.86385515  175.32675291
111 -37.86401989  175.32737805
111 -37.86414675  175.32802871
111 -37.86406807  175.32805565
111 -37.86415930  175.32846435
111 -37.86433064  175.32839784
111 -37.86434370  175.32845232
111 -37.86438703  175.32863321
111 -37.86442805  175.32881106
111 -37.86425451  175.32895295
111 -37.86428231  175.32938494
111 -37.86431202  175.32943511
111 -37.86460415  175.32948528
111 -37.86466852  175.32957308
111 -37.86478705  175.32941739
111 -37.86480220  175.32939748
111 -37.86496064  175.32957308
111 -37.86481210  175.32991802
111 -37.86478639  175.32992304
111 -37.86478760  175.33002234
111 -37.86480600  175.33002023
111 -37.86482162  175.33026643
111 -37.86477650  175.33030160
111 -37.86480774  175.33048625
111 -37.86489921  175.33051521
111 -37.86485602  175.33071797
111 -37.86497947  175.33077979
111 -37.86493420  175.33098432
111 -37.86386660  175.33137228
111 -37.86371830  175.32896538
111 -37.86371396  175.32887846
111 -37.86362915  175.32755715
113 -37.86217643  175.32776484
110 3 0.00 0.0000 Grass
111 -37.86226806  175.32908091
111 -37.86371396  175.32887846
111 -37.86371830  175.32896538
113 -37.86227444  175.32917375
110 3 0.00 0.0000 Grass runway ext.
111 -37.86256693  175.33339599
111 -37.86257259  175.33347243
111 -37.86230621  175.33356814
113 -37.86229800  175.33342583
110 2 0.00 0.0000 building
111 -37.86760244  175.33537079
111 -37.86765095  175.33557977
111 -37.86716030  175.33574670
111 -37.86712451  175.33559329
111 -37.86724820  175.33555377
113 -37.86723270  175.33548480
110 2 0.00 0.0000 building
111 -37.86690161  175.33571390
111 -37.86690876  175.33574577
111 -37.86697312  175.33572778
111 -37.86696981  175.33571126
111 -37.86699295  175.33570340
111 -37.86699561  175.33571680
111 -37.86701468  175.33571140
111 -37.86704177  175.33583181
111 -37.86702428  175.33583739
111 -37.86702835  175.33585615
111 -37.86699634  175.33586657
111 -37.86699234  175.33584991
111 -37.86697051  175.33585718
111 -37.86696734  175.33584296
111 -37.86693693  175.33585298
111 -37.86694121  175.33587243
111 -37.86689781  175.33588489
111 -37.86686298  175.33572673
113 -37.86689238  175.33571719
110 2 0.00 0.0000 building
111 -37.86597200  175.32732041
111 -37.86592606  175.32710483
111 -37.86609972  175.32703910
113 -37.86614361  175.32725717
110 2 0.00 0.0000 building
111 -37.86647795  175.33584899
111 -37.86666714  175.33578230
111 -37.86671525  175.33600813
113 -37.86652422  175.33607271
110 2 0.00 0.0000 building
111 -37.86934230  175.32731100
111 -37.86929586  175.32710302
111 -37.86943571  175.32704885
111 -37.86941132  175.32694057
111 -37.86967882  175.32683211
113 -37.86974277  175.32716291
110 2 0.00 0.0000 building
111 -37.86779855  175.32913744
111 -37.86778993  175.32909118
111 -37.86775952  175.32892796
111 -37.86782678  175.32890114
111 -37.86783675  175.32886012
111 -37.86806203  175.32877271
111 -37.86808806  175.32880721
111 -37.86816314  175.32878174
111 -37.86813876  175.32866850
111 -37.86856790  175.32852089
111 -37.86851434  175.32829842
111 -37.86874726  175.32821479
111 -37.86880366  175.32846080
111 -37.86857413  175.32854140
111 -37.86863309  175.32878704
113 -37.86864550  175.32883875
110 2 0.00 0.0000 building
111 -37.86680782  175.32909823
111 -37.86683383  175.32908951
111 -37.86686923  175.32907763
111 -37.86686245  175.32904503
111 -37.86723386  175.32891020
111 -37.86730947  175.32922144
111 -37.86754782  175.32912741
111 -37.86762560  175.32948251
111 -37.86728802  175.32960869
111 -37.86725753  175.32966323
111 -37.86716527  175.32979653
111 -37.86693839  175.32988900
111 -37.86692950  175.32984578
111 -37.86714667  175.32975451
111 -37.86721518  175.32965990
111 -37.86718969  175.32955927
111 -37.86718040  175.32952259
111 -37.86717022  175.32948244
111 -37.86707346  175.32943873
111 -37.86686742  175.32951797
111 -37.86683727  175.32938940
113 -37.86687089  175.32937696
110 2 0.00 0.0000 building
111 -37.86672665  175.32817139
111 -37.86670586  175.32805650
111 -37.86688158  175.32799426
111 -37.86690878  175.32811083
111 -37.86707682  175.32805205
111 -37.86712955  175.32829074
111 -37.86696362  175.32835308
111 -37.86698894  175.32847955
111 -37.86680191  175.32853922
113 -37.86677676  175.32842620
110 2 0.00 0.0000 building
111 -37.86667769  175.32740878
111 -37.86670467  175.32726749
111 -37.86683217  175.32730912
111 -37.86682693  175.32733345
