I
1050 Generated by WorldEditor 2.1.0r1

1    849 0 0 F10 Henryetta Muni
100 15.24 1 0 0.25 0 2 0 18  35.41170002 -096.01585098    0    0 1 0 0 0 36  35.40208380 -096.01587452    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 4
111  35.41114218 -096.01576782
112  35.41114218 -096.01576782  35.41124810 -096.01573601
111  35.41125862 -096.01562992
111  35.41126120 -096.01553778
112  35.41126120 -096.01553778  35.41126325 -096.01552165
112  35.41126934 -096.01549257  35.41127269 -096.01547854
111  35.41126934 -096.01549257
112  35.41126934 -096.01549257  35.41131336 -096.01530777
111  35.41146024 -096.01529820
111  35.41169558 -096.01528837
111  35.41169713 -096.01554988
111  35.41169850 -096.01578145
111  35.41151488 -096.01578093
111  35.41151463 -096.01576690
112  35.41151463 -096.01576690  35.41160891 -096.01573962
111  35.41161761 -096.01561954
111  35.41161758 -096.01556800
111  35.41161758 -096.01556051
112  35.41161758 -096.01556051  35.41159515 -096.01534536
112  35.41134576 -096.01552261  35.41130157 -096.01569332
111  35.41134576 -096.01552261
112  35.41134576 -096.01552261  35.41134423 -096.01552852
112  35.41134176 -096.01554093  35.41134063 -096.01554723
111  35.41134176 -096.01554093
111  35.41134067 -096.01564446
112  35.41134067 -096.01564446  35.41137670 -096.01575123
111  35.41144775 -096.01576689
111  35.41144809 -096.01578097
113  35.41114211 -096.01577972
110 1 0.00 0.0000 New Taxiway 3
111  35.40208512 -096.01580223
111  35.40208694 -096.01544559
111  35.40208758 -096.01532037
111  35.40232430 -096.01531949
112  35.40244410 -096.01538086  35.40250012 -096.01543672
111  35.40244410 -096.01538086
112  35.40244410 -096.01538086  35.40248182 -096.01541848
112  35.40252485 -096.01557586  35.40253368 -096.01567281
111  35.40252485 -096.01557586
111  35.40252539 -096.01566030
112  35.40252539 -096.01566030  35.40254737 -096.01576005
111  35.40262100 -096.01578876
111  35.40262092 -096.01580569
111  35.40233675 -096.01580410
111  35.40233659 -096.01578860
112  35.40244195 -096.01565020  35.40245624 -096.01553652
111  35.40244195 -096.01565020
111  35.40244197 -096.01556370
112  35.40244197 -096.01556370  35.40243479 -096.01551981
112  35.40239591 -096.01546139  35.40237385 -096.01543723
111  35.40239591 -096.01546139
112  35.40239591 -096.01546139  35.40233674 -096.01539659
112  35.40219073 -096.01549439  35.40214156 -096.01558425
111  35.40219073 -096.01549439
112  35.40219073 -096.01549439  35.40218028 -096.01551350
112  35.40216665 -096.01556292  35.40216132 -096.01558953
111  35.40216665 -096.01556292
111  35.40216551 -096.01564248
112  35.40216551 -096.01564248  35.40218138 -096.01576754
111  35.40227838 -096.01578914
113  35.40227841 -096.01580178
110 2 0.00 0.0000 New Taxiway 2
111  35.40753282 -096.01457072
111  35.40753074 -096.01411219
111  35.40774016 -096.01411070
111  35.40773995 -096.01446668
