A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1     6990 0 0 KBPI BIG PINEY MARBLETON
100   22.86   1   0 1.00 0 2 0 13   42.59293994 -110.11788720    0.00    0.00 2  0 0 1 31   42.57718456 -110.10441165    0.00    0.00 2  0 0 1
100   42.98   4   0 0.25 0 0 0 08   42.57664250 -110.11021248    0.00    0.00 0  0 0 0 26   42.57613500 -110.09842500    0.00    0.00 0  0 0 0
102 H34  42.57946181 -110.10387522 143.93   10.06   10.06   2 0   0 0.25 0
21   42.59136924 -110.11611391  2 147.80   3.00 13  PAPI-4L
21   42.57831708 -110.10580572  2 327.80   3.00 31  PAPI-4L
110   2 1.00 147.80 New Taxiway 7
111  42.57786675 -110.10289426 
111  42.57793758 -110.10275640 
111  42.57802610 -110.10257527 
111  42.57827423 -110.10279316 
111  42.57824848 -110.10284271 
111  42.57840407 -110.10299718 
111  42.57834248 -110.10314990 
111  42.57848755 -110.10328192 
111  42.57849421 -110.10327405 
111  42.57860688 -110.10336586 
113  42.57854807 -110.10349716 
110   2 1.00 147.80 New Taxiway 6
111  42.57842242 -110.10407183 
111  42.57864391 -110.10359962 
111  42.57889903 -110.10305420 
111  42.57938949 -110.10349104 
111  42.57917329 -110.10395401 
111  42.57905339 -110.10385856 
111  42.57896812 -110.10382849 
112  42.57880102 -110.10420671  42.57876674 -110.10431339 
111  42.57885672 -110.10440455 
113  42.57884253 -110.10443325 
110   2 1.00 147.80 New Taxiway 10
111  42.57963133 -110.10390818 
111  42.57953927 -110.10408451 
111  42.57946254 -110.10423520 
111  42.57939054 -110.10414863 
111  42.57948497 -110.10397711 
111  42.57945635 -110.10394406 
111  42.57950946 -110.10384628 
111  42.57951814 -110.10385572 
113  42.57956760 -110.10384887 
110   2 1.00  65.00 New Taxiway 9
111  42.57762092 -110.10126583 
111  42.57758337 -110.10137807 
111  42.57750142 -110.10131926 
113  42.57753788 -110.10120890 
110   1 1.00 147.80 New Taxiway 5
111  42.57889460 -110.10592442 
112  42.57883059 -110.10565607  42.57891130 -110.10567497 102 
111  42.57894192 -110.10561827 102 
112  42.57918962 -110.10512313  42.57924529 -110.10500218 102 
111  42.57918127 -110.10486611 102 
112  42.57774178 -110.10363725  42.57772296 -110.10363157 102 
111  42.57759958 -110.10370256 102 
112  42.57740929 -110.10412567  42.57736538 -110.10423926 102 
111  42.57743229 -110.10435285 102 
111  42.57750339 -110.10440112 
111  42.57745948 -110.10448916 
111  42.57737584 -110.10472769 
111  42.57733610 -110.10481572 
111  42.57709145 -110.10459990 
111  42.57723784 -110.10429341 102 
111  42.57781962 -110.10300174 
111  42.57760424 -110.10280296 
111  42.57780289 -110.10239688 
111  42.57789281 -110.10246503 
112  42.57819770 -110.10188272  42.57824600 -110.10180151 
111  42.57818865 -110.10174323 
111  42.57766666 -110.10139566 
111  42.57761951 -110.10150999 
111  42.57739050 -110.10137736 
111  42.57749490 -110.10107095 
111  42.57772391 -110.10120815 
111  42.57768350 -110.10132706 
111  42.57775422 -110.10135907 
111  42.57779800 -110.10124931 
111  42.57784851 -110.10126303 
111  42.57780810 -110.10142310 
111  42.57822570 -110.10167006 
111  42.57827621 -110.10167006 
112  42.57859951 -110.10100692  42.57871738 -110.10073709 
111  42.57855954 -110.10055045 
112  42.57803196 -110.09963982  42.57796786 -110.09951260 
111  42.57763033 -110.09882504 
112  42.57653481 -110.09653262  42.57640168 -110.09626479 
112  42.57603945 -110.09503317  42.57600000 -110.09492604 
112  42.57578305 -110.09374761  42.57576333 -110.09365387 
111  42.57562527 -110.09352665 
111  42.57584715 -110.09345300 
111  42.57581264 -110.09358022 
112  42.57611341 -110.09499300  42.57625147 -110.09565587 
112  42.57676806 -110.09683061  42.57691598 -110.09712523 
112  42.57796950 -110.09934835  42.57807545 -110.09956417 
112  42.57863452 -110.10048081  42.57879281 -110.10072777 
112  42.57864617 -110.10111091  42.57862474 -110.10117328 
112  42.57825405 -110.10191385  42.57822037 -110.10196790 
111  42.57828160 -110.10208015 
