I
1000 Generated by WorldEditor

1   7945 0 0 KAEJ CENTRAL COLORADO RGNL
100 22.86 1 1 0.25 0 2 0 15  38.82493696 -106.12539684    0    0 2 0 0 0 33  38.80342987 -106.11582580    0    0 2 0 0 0
110 1 0.00 0.0000 New Taxiway 201
111  38.82175866 -106.12705186
111  38.82179208 -106.12692317
111  38.82242072 -106.12719281
113  38.82238571 -106.12732763
110 1 0.00 0.0000 New Taxiway 203
111  38.82333465 -106.12687743
111  38.82380157 -106.12708677
111  38.82372397 -106.12736533
111  38.82366610 -106.12733663
111  38.82365426 -106.12737377
113  38.82324470 -106.12719875
110 1 0.00 0.0000 New Taxiway 202
111  38.82266766 -106.12722942
111  38.82275837 -106.12689033
111  38.82292548 -106.12696182
111  38.82290252 -106.12704071
113  38.82282681 -106.12730092
110 1 0.00 0.0000 New Taxiway 200
111  38.82185255 -106.12671277
111  38.82189553 -106.12655344
111  38.82252417 -106.12682307
113  38.82247483 -106.12698854
110 2 0.00 0.0000 APRON MAIN
111  38.82489812 -106.12553466
111  38.82473029 -106.12619985
112  38.82474666 -106.12629329  38.82476064 -106.12633816
111  38.82480000 -106.12638698
111  38.82508830 -106.12650580
111  38.82487023 -106.12735273
111  38.82446617 -106.12716660
111  38.82433659 -106.12767191
111  38.82371415 -106.12740135
111  38.82372397 -106.12736533
111  38.82380157 -106.12708677
111  38.82333465 -106.12687743
111  38.82324470 -106.12719875
111  38.82290252 -106.12704071
111  38.82292548 -106.12696182
111  38.82275837 -106.12689033
111  38.82266766 -106.12722942
111  38.82261996 -106.12743429
111  38.82238571 -106.12732763
111  38.82242088 -106.12719946
111  38.82179208 -106.12692317
111  38.82185255 -106.12671277
111  38.82247838 -106.12698992
111  38.82252417 -106.12682307
111  38.82189553 -106.12655344
111  38.82203752 -106.12603514
111  38.82208948 -106.12596914
111  38.82218575 -106.12558963
112  38.82218144 -106.12545804  38.82216796 -106.12540613
111  38.82211546 -106.12535731
111  38.81410494 -106.12181064
111  38.80853365 -106.11932759
111  38.80089078 -106.11591827
111  38.80093156 -106.11575629
111  38.80120313 -106.11588267
112  38.80141462 -106.11567124  38.80146588 -106.11564822
112  38.80164170 -106.11575867  38.80175704 -106.11584089
111  38.80164170 -106.11575867
112  38.80164170 -106.11575867  38.80170834 -106.11587707
111  38.80172813 -106.11611299
111  38.80298900 -106.11667208
111  38.80302672 -106.11653695
112  38.80316300 -106.11655979  38.80322589 -106.11653904
111  38.80325821 -106.11647686
111  38.80338038 -106.11600967
113  38.80339899 -106.11595693
111  38.82429752 -106.12698756
112  38.82438373 -106.12696962  38.82441402 -106.12695466
111  38.82443499 -106.12689784
111  38.82451189 -106.12660773
112  38.82450490 -106.12646118  38.82449325 -106.12641631
111  38.82443266 -106.12637743
111  38.82244428 -106.12550108
112  38.82234896 -106.12554186  38.82230660 -106.12556633
111  38.82227694 -106.12562614
111  38.82220280 -106.12591978
112  38.82221551 -106.12602854  38.82223881 -106.12608020
113  38.82226423 -106.12611282
111  38.82448457 -106.12620901
112  38.82458801 -106.12620084  38.82462191 -106.12616821
111  38.82465486 -106.12611300
112  38.82478254 -106.12564094  38.82478678 -106.12559472
111  38.82477581 -106.12553489
111  38.82261636 -106.12457902
112  38.82254318 -106.12465318  38.82253163 -106.12469767
111  38.82242957 -106.12510797
112  38.82243727 -106.12524391  38.82244882 -106.12529335
113  38.82250467 -106.12534031
111  38.80351795 -106.11607890
112  38.80346018 -106.11613506  38.80343949 -106.11620246
111  38.80332012 -106.11662703
112  38.80333238 -106.11675283  38.80334989 -106.11681818
111  38.80340240 -106.11686290
111  38.80841666 -106.11909376
112  38.80852188 -106.11907842  38.80855530 -106.11905799
111  38.80858884 -106.11899249
112  38.80872156 -106.11848305  38.80872634 -106.11845446
113  38.80870124 -106.11837871
111  38.80888981 -106.11846844
112  38.80881804 -106.11852765  38.80879686 -106.11858745
111  38.80867707 -106.11903419
112  38.80868989 -106.11913944  38.80870260 -106.11918565
