I
1050 Generated by WorldEditor 2.1.0r1

1    902 0 0 KPIM Harris County
100 30.48 1 0 0.25 0 2 0 9  32.84050985 -084.89058720    0    0 2 0 0 0 27  32.84089215 -084.87429722    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 65
111  32.84193012 -084.88144249
111  32.84193573 -084.88110084
111  32.84221741 -084.88110781
113  32.84220985 -084.88144842
110 2 0.00 0.0000 New Taxiway 64
111  32.84239590 -084.88095396
111  32.84240362 -084.88060432
111  32.84268115 -084.88061419
113  32.84267569 -084.88096166
110 2 0.00 0.0000 New Taxiway 63
111  32.84269507 -084.88025064
111  32.84196515 -084.88023152
111  32.84196571 -084.88001350
111  32.84250098 -084.88002827
113  32.84269833 -084.88003366
110 2 0.00 0.0000 New Taxiway 62
111  32.84263380 -084.87978047
111  32.84256795 -084.87977846
111  32.84196880 -084.87976151
111  32.84197216 -084.87954459
113  32.84263999 -084.87956942
110 2 0.00 0.0000 New Taxiway 61
111  32.84200705 -084.87931812
111  32.84200988 -084.87914195
111  32.84207109 -084.87914389
111  32.84230166 -084.87915122
111  32.84241862 -084.87915506
111  32.84265106 -084.87916272
111  32.84264643 -084.87934163
111  32.84259005 -084.87933956
113  32.84224067 -084.87932671
110 1 0.00 0.0000 New Taxiway 53
111  32.84142139 -084.87432753 102
111  32.84143577 -084.87433097
112  32.84143577 -084.87433097  32.84147587 -084.87434277 102
112  32.84159548 -084.87456721  32.84160432 -084.87474326
111  32.84159548 -084.87456721 102
111  32.84155556 -084.87627400
112  32.84155556 -084.87627400  32.84156635 -084.87638587 102
111  32.84161075 -084.87641593 102
111  32.84170263 -084.87645541
111  32.84188755 -084.87646226
111  32.84184849 -084.87807359
111  32.84215322 -084.87809467
111  32.84213277 -084.87889635
111  32.84178856 -084.87888021
111  32.84180502 -084.87901527
111  32.84265682 -084.87903597
111  32.84265106 -084.87916272
111  32.84241862 -084.87915506
111  32.84230166 -084.87915122
111  32.84200988 -084.87914195
111  32.84200705 -084.87931812
111  32.84224067 -084.87932671
111  32.84259005 -084.87933956
111  32.84264643 -084.87934163
111  32.84264297 -084.87946416
111  32.84263999 -084.87956942
111  32.84250723 -084.87956448
111  32.84197216 -084.87954459
111  32.84196880 -084.87976151
111  32.84256795 -084.87977846
