I
1050 Generated by WorldEditor 1.6.0r1

1     20 0 0 MM48 Ciudad Pemex
100 29.87 1 0 0.25 0 0 0 05  17.87637908 -092.48158162    0    0 3 0 0 0 23  17.88415792 -092.46959506    0    0 3 0 0 0
110 1 0.00 0.0000 New Taxiway 25
111  17.88404689 -092.46951555
112  17.88396551 -092.46938772  17.88391522 -092.46933150
112  17.88400082 -092.46905042  17.88409712 -092.46894136
112  17.88443952 -092.46910664  17.88452619 -092.46922919
111  17.88445129 -092.46939109
113  17.88426893 -092.46967464
110 1 0.00 0.0000 New Taxiway 22
111  17.87649012 -092.48166115 20
111  17.87634112 -092.48189991 20
112  17.87623091 -092.48200672  17.87616671 -092.48204832
112  17.87585748 -092.48187068  17.87574727 -092.48163908
112  17.87609930 -092.48144571  17.87619988 -092.48146145
113  17.87626807 -092.48150205
110 2 0.00 0.0000 New Taxiway 21
111  17.88081075 -092.47701781
111  17.88068245 -092.47693820
111  17.88073011 -092.47685346
111  17.88053581 -092.47670452
111  17.88055414 -092.47667499
111  17.88069610 -092.47645847
111  17.88084911 -092.47655966
111  17.88080096 -092.47664061
111  17.88085874 -092.47669120
111  17.88088121 -092.47665522
111  17.88093471 -092.47671481
111  17.88089512 -092.47678002
111  17.88096360 -092.47683511
111  17.88087586 -092.47697228
113  17.88083092 -092.47697902
110 2 0.00 0.0000 New Taxiway 19
111  17.88049362 -092.47754658
111  17.88053589 -092.47757144
111  17.88060072 -092.47746136
111  17.88063432 -092.47748503
111  17.88057011 -092.47759545
111  17.88074880 -092.47770114
111  17.88071777 -092.47775173
111  17.88075201 -092.47777084
111  17.88071563 -092.47783605
111  17.88058188 -092.47773599
111  17.88060970 -092.47768877
111  17.88055941 -092.47765504
111  17.88052410 -092.47770563
111  17.88054550 -092.47772137
111  17.88050591 -092.47777309
113  17.88040105 -092.47770338
110 2 0.00 0.0000 New Taxiway 20
111  17.88077804 -092.47721489
111  17.88082025 -092.47713868
111  17.88095508 -092.47722877
111  17.88091228 -092.47730279
111  17.88093992 -092.47732153
111  17.88087840 -092.47744052
111  17.88077496 -092.47737306
111  17.88081152 -092.47730466
111  17.88076159 -092.47726156
111  17.88078566 -092.47722034
113  17.88078566 -092.47722034
110 1 0.00 0.0000 New Taxiway 15
111  17.87918405 -092.47750681 20
112  17.87925134 -092.47760593  17.87931610 -092.47762134 20
111  17.87943585 -092.47762905 20
111  17.87967822 -092.47761078 20
111  17.87972595 -092.47760718 20
111  17.88020922 -092.47685737 20
111  17.88019958 -092.47676413 20
112  17.88014303 -092.47647307  17.88012164 -092.47642278 20
111  17.87995379 -092.47632327
111  17.88026209 -092.47584554 20
111  17.88037452 -092.47648731
111  17.88055414 -092.47667499
111  17.88053581 -092.47670452
111  17.88073011 -092.47685346
111  17.88068245 -092.47693820
111  17.88081075 -092.47701781
111  17.88085958 -092.47706634
111  17.88082025 -092.47713868
111  17.88077804 -092.47721489
111  17.88069915 -092.47735730
111  17.88063432 -092.47748503
111  17.88060072 -092.47746136
111  17.88053589 -092.47757144
111  17.88049362 -092.47754658
111  17.88040105 -092.47770338
111  17.88025476 -092.47794484 20
112  17.87995416 -092.47795382  17.87981975 -092.47794227 20
111  17.87969388 -092.47788834 20
112  17.87950693 -092.47785239  17.87941894 -092.47786009 20
113  17.87888051 -092.47797643
130 Airport Boundary 26
111  17.87542475 -092.48236037
111  17.87571358 -092.48191389
111  17.87571741 -092.48172052
111  17.87606631 -092.48107597
111  17.87620050 -092.48106388
111  17.88364909 -092.46984872
111  17.88372009 -092.46917728
111  17.88404625 -092.46861542
111  17.88467415 -092.46910268
111  17.88483168 -092.46926587
111  17.88487162 -092.46957129
111  17.88436131 -092.47080926
111  17.88171280 -092.47474601
111  17.88190717 -092.47551256
111  17.88147850 -092.47647495
111  17.88171996 -092.47690419
111  17.88108540 -092.47729586
111  17.88098999 -092.47742175
111  17.88087684 -092.47773182
111  17.88066606 -092.47809551
111  17.87866830 -092.47902160
111  17.87644962 -092.48219785
111  17.87630445 -092.48222542
113  17.87584345 -092.48297256
120 Linear Feature 24
111  17.88387291 -092.47003307 1
111  17.88427351 -092.46942270 1
112  17.88430125 -092.46914747  17.88422729 -092.46902766 1
112  17.88405626 -092.46923327  17.88406242 -092.46935956 1
112  17.88414255 -092.46946156  17.88414409 -092.46957975 1
116  17.88409632 -092.46968174  17.88407475 -092.46971574
120 Linear Feature 17
111  17.88057978 -092.47736275 20
115  17.88041430 -092.47761152
120 Linear Feature 16
111  17.88037452 -092.47648731 20
111  17.88043581 -092.47681232 20
111  17.88079858 -092.47703820 20
115  17.88064230 -092.47727151
120 Linear Feature 23
111  17.87664238 -092.48115881 1
111  17.87628928 -092.48169171 1
112  17.87621113 -092.48183932  17.87615712 -092.48190196
111  17.87621113 -092.48183932
112  17.87621113 -092.48183932  17.87615044 -092.48190970 1
112  17.87596845 -092.48184094  17.87592363 -092.48174815
111  17.87596845 -092.48184094
112  17.87596845 -092.48184094  17.87590681 -092.48156896 1
112  17.87620419 -092.48160781  17.87625195 -092.48161429 1
112  17.87634902 -092.48154467  17.87639217 -092.48147991 1
115  17.87657552 -092.48121279
14  17.88060315 -092.47749588  82.02 0 New Tower Viewpoint 2
1300  17.87997579 -092.47773627  92.41 tie_down turboprops|props PEMEX Stand 05
1301 A military 
1300  17.88018842 -092.47772267 115.87 tie_down turboprops|props PEMEX Stand 04
1301 A military 
1300  17.88022725 -092.47739240 145.01 tie_down jets|turboprops|props PEMEX Stand 03
1301 B military 
1300  17.88034559 -092.47719812 145.01 tie_down jets|turboprops|props PEMEX Stand 02
1301 B military 
