I
1050 Generated by WorldEditor 2.2.0r2

1   6415 0 0 KEEO Meeker Coulter Field
100 29.87 1 0 0.00 0 2 0 3  40.04190510 -107.89332113    0    0 2 0 0 1 21  40.05569376 -107.87856405    0    0 2 0 0 1
110 2 0.00 0.0000 Hangar 1
111  40.04079851 -107.89175353
111  40.04065643 -107.89153086
111  40.04080976 -107.89136436
113  40.04095427 -107.89158861
110 2 0.00 0.0000 Hangar 2
111  40.04110067 -107.89138635
111  40.04104740 -107.89130442
111  40.04101765 -107.89133895
111  40.04097666 -107.89127719
111  40.04100552 -107.89124363
111  40.04096851 -107.89118869
111  40.04092614 -107.89112458
111  40.04108389 -107.89095081
113  40.04125958 -107.89120919
110 2 0.00 0.0000 Hangar 3
111  40.04136271 -107.89105185
111  40.04122414 -107.89084367
111  40.04132915 -107.89072482
111  40.04146849 -107.89093328
113  40.04137684 -107.89103602
110 2 0.00 0.0000 Hangar 4
111  40.04147724 -107.89089790
111  40.04139835 -107.89077899
111  40.04181523 -107.89031131
113  40.04189333 -107.89042726
110 2 0.00 0.0000 Hangar 5
111  40.04202499 -107.89027759
111  40.04192018 -107.89039662
111  40.04179932 -107.89021938
113  40.04190683 -107.89009969
110 2 0.00 0.0000 Hangar 6
111  40.04214642 -107.89042325
111  40.04203751 -107.89026324
111  40.04191559 -107.89007934
111  40.04211747 -107.88985487
113  40.04234204 -107.89019544
110 1 0.00 213.6900 Taxiway/Apron
111  40.04521113 -107.88958345
111  40.04511968 -107.88930671
112  40.04511968 -107.88930671  40.04508855 -107.88924293
111  40.04503922 -107.88918855
111  40.04489757 -107.88904804
111  40.04488151 -107.88903298
112  40.04488151 -107.88903298  40.04487176 -107.88902537
111  40.04486782 -107.88902861
111  40.04465879 -107.88916016
111  40.04452258 -107.88928998
111  40.04178345 -107.89222224
111  40.04164132 -107.89245847
112  40.04164132 -107.89245847  40.04164109 -107.89246076
111  40.04164236 -107.89246819
111  40.04173970 -107.89273555
112  40.04173970 -107.89273555  40.04175999 -107.89279388
111  40.04180916 -107.89283733
111  40.04198886 -107.89302141
111  40.04182351 -107.89319109
111  40.04181955 -107.89318473
111  40.04148388 -107.89263584
111  40.04147924 -107.89262810
112  40.04147924 -107.89262810  40.04136648 -107.89238036
111  40.04156096 -107.89218467
111  40.04231251 -107.89139729
111  40.04226815 -107.89129994
111  40.04219697 -107.89122502
111  40.04097970 -107.89245015
111  40.04086533 -107.89226546
111  40.04097830 -107.89214897
111  40.04092028 -107.89205433
111  40.04097512 -107.89199511
111  40.04091283 -107.89189536
111  40.04087263 -107.89193752
111  40.04077400 -107.89177933
111  40.04079851 -107.89175353
111  40.04095427 -107.89158861
111  40.04080976 -107.89136436
111  40.04096851 -107.89118869
111  40.04100552 -107.89124363
111  40.04097666 -107.89127719
111  40.04101765 -107.89133895
111  40.04104740 -107.89130442
111  40.04110067 -107.89138635
111  40.04125958 -107.89120919
111  40.04139266 -107.89105872
111  40.04137684 -107.89103602
111  40.04146849 -107.89093328
111  40.04147724 -107.89089790
111  40.04189333 -107.89042726
111  40.04192018 -107.89039662
111  40.04202499 -107.89027759
111  40.04203751 -107.89026324
111  40.04214642 -107.89042325
111  40.04248970 -107.89092755
111  40.04235191 -107.89107370
111  40.04239424 -107.89117523
111  40.04246729 -107.89124981
111  40.04266656 -107.89100009
111  40.04279359 -107.89076827
111  40.04271885 -107.89056214
111  40.04271618 -107.89055502
111  40.04242336 -107.89004287
111  40.04378231 -107.88859588
