I
1050 Generated by WorldEditor 1.6.0r1

1     11 1 0 TVSC Canouan Jetport
100 29.87 1 0 0.00 0 3 0 13  12.70502878 -061.35209979  149    0 2 0 0 0 31  12.69654739 -061.33804913   60    0 2 0 0 0
110 1 0.00 0.0000 New Taxiway 11
111  12.70491485 -061.35217205
111  12.70484571 -061.35221409
111  12.70465245 -061.35187169
113  12.70462150 -061.35168084
110 1 0.00 0.0000 New Taxiway 10
111  12.70485544 -061.35155165
111  12.70500242 -061.35165378
111  12.70519756 -061.35199284
113  12.70514255 -061.35202765
110 1 0.00 0.0000 New Taxiway 9
111  12.70167074 -061.34679606
111  12.70160917 -061.34683361
111  12.70146644 -061.34659805
113  12.70145387 -061.34643610
110 1 0.00 0.0000 New Taxiway 8
111  12.70167739 -061.34628887
111  12.70181742 -061.34638825
111  12.70195746 -061.34661854
113  12.70189552 -061.34665694
110 2 0.00 0.0000 New Taxiway 7
111  12.69930560 -061.34537965
111  12.69909660 -061.34551445
111  12.69907056 -061.34547212
111  12.69908493 -061.34546108
111  12.69904543 -061.34543163
111  12.69903451 -061.34541093
111  12.69904124 -061.34538946
111  12.69898888 -061.34534039
111  12.69899860 -061.34530895
111  12.69898738 -061.34528518
111  12.69897691 -061.34529131
111  12.69896270 -061.34525757
111  12.69897317 -061.34525067
111  12.69896718 -061.34523881
111  12.69895671 -061.34524454
111  12.69894221 -061.34521427
111  12.69895073 -061.34520850
111  12.69894393 -061.34519350
111  12.69893743 -061.34519817
111  12.69891557 -061.34515718
111  12.69892529 -061.34515175
111  12.69891332 -061.34512952
111  12.69888789 -061.34514409
111  12.69885872 -061.34511265
111  12.69886919 -061.34509578
111  12.69882356 -061.34505360
111  12.69883254 -061.34503520
111  12.69878840 -061.34499609
111  12.69876821 -061.34496005
111  12.69897092 -061.34483277
111  12.69899467 -061.34486573
111  12.69900683 -061.34488261
111  12.69900907 -061.34491865
111  12.69903750 -061.34492862
111  12.69903376 -061.34498689
111  12.69906368 -061.34498843
111  12.69920995 -061.34522061
111  12.69921778 -061.34523303
111  12.69921553 -061.34527981
111  12.69924620 -061.34528594
111  12.69925294 -061.34533348
113  12.69928735 -061.34534882
110 2 0.00 0.0000 New Taxiway 4
111  12.70030248 -061.34654889
111  12.70030029 -061.34657765
111  12.70013979 -061.34667372
111  12.69991784 -061.34631886
111  12.70007867 -061.34622531
111  12.70009064 -061.34624831
113  12.70011831 -061.34624065
110 1 0.00 0.0000 New Taxiway 3
111  12.69938029 -061.34579263
111  12.69931235 -061.34584375
111  12.69921386 -061.34568528
113  12.69928681 -061.34563737
110 2 0.00 0.0000 New Taxiway 5
111  12.69956954 -061.34572908
111  12.69945644 -061.34581217
111  12.69940775 -061.34581283
111  12.69933228 -061.34587316
111  12.69931235 -061.34584375
111  12.69938029 -061.34579263
111  12.69928681 -061.34563737
111  12.69921386 -061.34568528
111  12.69919907 -061.34566463
111  12.69927321 -061.34561581
111  12.69932181 -061.34562870
111  12.69941217 -061.34557345
112  12.69941217 -061.34557345  12.69942846 -061.34557473
111  12.69943581 -061.34558333
113  12.69947164 -061.34556331
