A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     4001 0 0 KTSP TEHACHAPI MUNI
100   25.91   1   0 0.00 0 3 0 11   35.13814409 -118.44476132   92.96    0.00 2  0 0 0 29   35.13185441 -118.43367500  117.04    0.00 2  0 0 0
21   35.13321617 -118.43670481  2 304.52   3.00 29  PAPI-4L
110   1 0.00   0.00 Main Taxiway 1
111  35.13803576 -118.44482523   2 102 
111  35.13796168 -118.44488802   2 102 
111  35.13793627 -118.44493506   2 102 
111  35.13791225 -118.44499757   2 102 
111  35.13792854 -118.44505126   2 102 
111  35.13784353 -118.44513460   2 102 
111  35.13773166 -118.44497411   2 102 
111  35.13773830 -118.44495098   2 102 
111  35.13654363 -118.44283668   2 102 
111  35.13567858 -118.44130272   2 102 
111  35.13473195 -118.43961334   2 102 
111  35.13473443 -118.43959147   2 102 
111  35.13473000 -118.43956831   2 102 
111  35.13436545 -118.43892611   2 102 
111  35.13436545 -118.43892611   2 102 
111  35.13164666 -118.43412391   2 102 
111  35.13162191 -118.43411243   2 102 
111  35.13159050 -118.43411758   2 102 
111  35.13151894 -118.43417942   2 102 
111  35.13131408 -118.43381976   2 102 
111  35.13145263 -118.43369950   2 102 
111  35.13152129 -118.43371016   2 102 
111  35.13159861 -118.43385057   2 102 
111  35.13166068 -118.43386378   2 102 
111  35.13169103 -118.43385275   2 102 
111  35.13177190 -118.43378537   2 102 
111  35.13186352 -118.43394470   2 102 
111  35.13182681 -118.43394347   2 102 
111  35.13177766 -118.43394813   2 102 
111  35.13173966 -118.43397422   2 102 
111  35.13172386 -118.43401799   2 102 
111  35.13171739 -118.43404065   2 102 
111  35.13171769 -118.43406710   2 102 
111  35.13313265 -118.43659050   2 102 
111  35.13433757 -118.43869127   2 102 
111  35.13433757 -118.43869127   2 102 
111  35.13543070 -118.44062644   2 102 
111  35.13555599 -118.44084848   2 102 
111  35.13618703 -118.44198818   2 102 
111  35.13776623 -118.44476241   2 102 
111  35.13780022 -118.44478334   2 102 
111  35.13783956 -118.44477648   2 102 
111  35.13788178 -118.44474995   2 102 
113  35.13795408 -118.44468056   2 102 
110   1 0.00   0.00 New Taxiway 1
111  35.13360271 -118.43808674   2 
111  35.13368417 -118.43809809   2 
111  35.13375894 -118.43803491   2 
111  35.13380873 -118.43793872   2 
111  35.13389404 -118.43809443   2 
111  35.13380250 -118.43810742   2 
111  35.13373186 -118.43817634   2 
113  35.13371478 -118.43828689   2 
110   1 0.00   0.00 New Taxiway 2
111  35.13542993 -118.44062269   2 
111  35.13548636 -118.44064608   2 
111  35.13552135 -118.44064746   2 
111  35.13555746 -118.44063645   2 
111  35.13558342 -118.44061305   2 
111  35.13559897 -118.44058307   2 
111  35.13560299 -118.44052866   2 
111  35.13570441 -118.44071116   2 
111  35.13567659 -118.44070632   2 
111  35.13564900 -118.44070540   2 
111  35.13560536 -118.44072453   2 
111  35.13559196 -118.44073867   2 
111  35.13557213 -118.44076031   2 
111  35.13555746 -118.44079884   2 
113  35.13555746 -118.44084976   2 
110   1 0.00   0.00 New Taxiway 25
111  35.13433771 -118.43869177   2 
111  35.13440034 -118.43869564   2 
111  35.13448389 -118.43862761   2 
111  35.13449302 -118.43860646   2 
111  35.13449343 -118.43857627   2 
111  35.13456682 -118.43870620   2 
111  35.13453208 -118.43871661   2 
111  35.13449446 -118.43874568   2 
111  35.13444867 -118.43878699   2 
113  35.13443278 -118.43886030   2 
110   1 0.00   0.00 New Taxiway 11
111  35.13406287 -118.43890771   2 
111  35.13410489 -118.43891451   2 
111  35.13414383 -118.43891600   2 
111  35.13422088 -118.43885194   2 
111  35.13425668 -118.43880565   2 
111  35.13426618 -118.43875137   2 
111  35.13435725 -118.43890932   2 
111  35.13431354 -118.43890769   2 
111  35.13426138 -118.43893606   2 
111  35.13419076 -118.43900695   2 
111  35.13418027 -118.43905285   2 
113  35.13417440 -118.43910357   2 
110   1 0.00   0.00 New Taxiway 2
111  35.13317911 -118.43833573 
111  35.13228973 -118.43676634 
111  35.13260514 -118.43649421 
111  35.13235891 -118.43604430 
111  35.13217070 -118.43596446 
111  35.13194158 -118.43612048 
111  35.13194158 -118.43628013 
111  35.13165295 -118.43626924 
111  35.13164105 -118.43599711 
111  35.13141192 -118.43600437 
111  35.13141268 -118.43583656 
111  35.13158749 -118.43566693 
111  35.13220939 -118.43563427 
111  35.13227420 -118.43560611 
111  35.13231668 -118.43558158 
111  35.13235022 -118.43552433 
111  35.13238344 -118.43542563 
