I
1050 Generated by WorldEditor 2.1.0r1

1   1464 1 0 LSMP Payerne
1302 city PAyerne
1302 country Swotzerland
1302 datum_lat 46.843333
1302 datum_lon 6.915
1302 icao_code LSMP
1302 region_code LS
1302 state Waadt
1302 transition_alt 6000
100 39.93 1 0 0.00 0 1 1 05  46.83463327  006.90074916  141  169 3 3 0 1 23  46.85186194  006.92914930  166  182 3 3 0 1
110 2 0.00 48.0000 New Taxiway 51
111  46.85100605  006.92511283
111  46.85143613  006.92456619
111  46.85151667  006.92469063
111  46.85156074  006.92462841
111  46.85144107  006.92444646
111  46.85140041  006.92436008
111  46.85139435  006.92436642
111  46.85139063  006.92435851
111  46.85155597  006.92419391
111  46.85104853  006.92311583
111  46.85088319  006.92328043
111  46.85087937  006.92327230
111  46.85081305  006.92334182
112  46.85081305  006.92334182  46.85076189  006.92338029
111  46.85071963  006.92331974
111  46.85061344  006.92314383
111  46.85034281  006.92269551
111  46.85029333  006.92261221
111  46.85014445  006.92236559
111  46.85000608  006.92213375
111  46.84992387  006.92195184
111  46.84997022  006.92190598
111  46.85000350  006.92187306
111  46.85007404  006.92180326
111  46.85019138  006.92168716
111  46.85006310  006.92140357
111  46.85003020  006.92133084
111  46.84995397  006.92140176
111  46.85005504  006.92161579
112  46.85005504  006.92161579  46.85006530  006.92164044
111  46.85004389  006.92166846
111  46.84995024  006.92176112
111  46.84987246  006.92183808
111  46.84962190  006.92128521
111  46.84970149  006.92128650
111  46.84970255  006.92107506
111  46.84970263  006.92106054
111  46.84962790  006.92106326
111  46.84962067  006.92126529
111  46.84936324  006.92126196
111  46.84936020  006.92128863
111  46.84931157  006.92133751
112  46.84926750  006.92163304  46.84918696  006.92174859
111  46.84926750  006.92163304
111  46.84917024  006.92176192
112  46.84917024  006.92176192  46.84912791  006.92180603
111  46.84905170  006.92179747
111  46.84875688  006.92131085
111  46.84875800  006.92122805
111  46.84866653  006.92122162
111  46.84866829  006.92117790
111  46.84863048  006.92117404
111  46.84863136  006.92112775
111  46.84860057  006.92112518
111  46.84860761  006.92094258
111  46.84863048  006.92094258
111  46.84862872  006.92088857
111  46.84854869  006.92088600
111  46.84854792  006.92085004
111  46.84853901  006.92085067
112  46.84853901  006.92085067  46.84850823  006.92099727
111  46.84837396  006.92095374
111  46.84864775  006.92132966
111  46.84870725  006.92141136
113  46.84873777  006.92137078
110 2 0.00 48.0000 New Taxiway 50
111  46.85764784  006.93484005
111  46.85745472  006.93456155
111  46.85735917  006.93469922
113  46.85755228  006.93497772
110 2 0.00 48.0000 New Taxiway 50
111  46.85776020  006.93467816
111  46.85756709  006.93439966
111  46.85747181  006.93453694
113  46.85766492  006.93481544
110 2 0.00 48.0000 New Taxiway 23
111  46.85780113  006.93461919
111  46.85783878  006.93467954
111  46.85787729  006.93462382
111  46.85789858  006.93459302
113  46.85785876  006.93453478
110 2 0.00 48.0000 New Taxiway 22
111  46.85764113  006.93536821
112  46.85764113  006.93536821  46.85766503  006.93544445
111  46.85763899  006.93552028
113  46.85768990  006.93544362
110 2 0.00 48.0000 New Taxiway 239
111  46.84543024  006.92298361
111  46.84523097  006.92324642
111  46.84581165  006.92418032
113  46.84601092  006.92391751
110 4 0.00 48.0000 New Taxiway 64
111  46.84883538  006.92919402
111  46.84885951  006.92923402
111  46.84902532  006.92903242
111  46.84900225  006.92899761
113  46.84886254  006.92917011
110 2 0.00 48.0000 New Taxiway 63
111  46.84866072  006.92936968
111  46.84859067  006.92945658
111  46.84861161  006.92949057
113  46.84868379  006.92940558
110 2 0.00 48.0000 New Taxiway 62
111  46.84830084  006.92904244
111  46.84852843  006.92941179
111  46.84854714  006.92938595
111  46.84863319  006.92927395
113  46.84840848  006.92890296
110 2 0.00 48.0000 New Taxiway 61
111  46.84782465  006.92835148
111  46.84781397  006.92836553
111  46.84777898  006.92841032
111  46.84776858  006.92841992
111  46.84774849  006.92838729
111  46.84770831  006.92844059
111  46.84772840  006.92847867
111  46.84765176  006.92857985
111  46.84774700  006.92873868
111  46.84789582  006.92854612
111  46.84794418  006.92861793
113  46.84796880  006.92858582
110 2 0.00 48.0000 New Taxiway 60
111  46.84805481  006.92864317
111  46.84827934  006.92900754
111  46.84830878  006.92896824
111  46.84829217  006.92893900
111  46.84827668  006.92891172
111  46.84826295  006.92888755
