I
1050 Generated by WorldEditor 1.6.0r1

1   1873 0 0 CYPE PEACE RIVER
100 45.72 1 0 0.25 0 2 0 04  56.22384323 -117.45910296    0    0 3 11 0 0 22  56.23073166 -117.43786624    0    0 3 11 0 0
110 2 0.00 0.0000 New Taxiway 9
111  56.23192381 -117.44299229
111  56.23222872 -117.44330881
111  56.23196963 -117.44410341
111  56.23191868 -117.44405193
111  56.23194124 -117.44397551
113  56.23168331 -117.44372131
110 2 0.00 0.0000 New Taxiway 8
111  56.23187304 -117.44551369
111  56.23171890 -117.44535382
111  56.23186954 -117.44487827
113  56.23202224 -117.44504273
110 2 0.00 0.0000 New Taxiway 7
111  56.23134104 -117.44542457
111  56.23164864 -117.44574146
111  56.23156676 -117.44599825
111  56.23150257 -117.44593335
111  56.23146686 -117.44603943
111  56.23122650 -117.44578688
113  56.23124767 -117.44571778
110 2 0.00 0.0000 New Taxiway 6
111  56.23118893 -117.44605059
111  56.23142648 -117.44628969
111  56.23130866 -117.44668335
111  56.23120514 -117.44657888
111  56.23116811 -117.44670455
113  56.23102879 -117.44656541
110 2 0.00 0.0000 New Taxiway 5
111  56.23093665 -117.44763808
111  56.23078632 -117.44747504
111  56.23083441 -117.44732350
111  56.23096484 -117.44691778
113  56.23111897 -117.44707594
110 2 0.00 0.0000 New Taxiway 4
111  56.23070391 -117.44924777
111  56.23045694 -117.44899644
111  56.23064283 -117.44842721
111  56.23080589 -117.44858954
111  56.23076819 -117.44870754
113  56.23085488 -117.44879837
110 2 0.00 0.0000 New Taxiway 4
111  56.23075157 -117.44800188
111  56.23064799 -117.44789120
111  56.23067150 -117.44782086
111  56.23069735 -117.44773819
111  56.23073533 -117.44762409
113  56.23083955 -117.44773576
110 2 0.00 0.0000 New Taxiway 4
111  56.23035051 -117.45019542
111  56.23021089 -117.45004443
111  56.23028849 -117.44981500
113  56.23042826 -117.44996960
110 2 0.00 0.0000 New Taxiway 4
111  56.23019567 -117.45064870
111  56.23005661 -117.45049897
111  56.23013740 -117.45025733
113  56.23027646 -117.45040706
110 1 0.00 0.0000 New Taxiway 4
111  56.23005661 -117.45049897
111  56.22991724 -117.45035181
111  56.23000005 -117.45011380
113  56.23013740 -117.45025733
110 1 0.00 0.0000 New Taxiway 2
111  56.22426996 -117.45955839 102
111  56.22400941 -117.45927937
111  56.22444690 -117.45793440
113  56.22447235 -117.45892842 102
110 1 0.00 0.0000 New Taxiway 1
111  56.23088019 -117.43802489
111  56.23133251 -117.43850042
111  56.23145753 -117.43863187
111  56.23174112 -117.44063596
111  56.23189832 -117.44080013
111  56.23229886 -117.44121840
111  56.23245516 -117.44138162
111  56.23192381 -117.44299229
111  56.23168331 -117.44372131
111  56.23151649 -117.44422698
111  56.23172510 -117.44447176
111  56.23186954 -117.44487827
111  56.23171890 -117.44535382
111  56.23129181 -117.44490805
111  56.23122483 -117.44511110
111  56.23121169 -117.44529923
111  56.23134104 -117.44542457
111  56.23124767 -117.44571778
111  56.23112141 -117.44558460
111  56.23107132 -117.44557643
111  56.23098103 -117.44585013
111  56.23118893 -117.44605059
111  56.23102879 -117.44656541
111  56.23098092 -117.44671929
111  56.23076077 -117.44651779
111  56.23063902 -117.44688686
111  56.23074859 -117.44699380
111  56.23084829 -117.44669000
111  56.23090885 -117.44675035
111  56.23081872 -117.44702861
111  56.23082346 -117.44708372
111  56.23085491 -117.44711607
111  56.23093234 -117.44688567
111  56.23096484 -117.44691778
111  56.23083441 -117.44732350
111  56.23076833 -117.44725398
111  56.23074113 -117.44726210
111  56.23069253 -117.44740320
111  56.23064045 -117.44734940
111  56.23069692 -117.44717887
111  56.23058243 -117.44705841
111  56.23044149 -117.44748562
111  56.23069735 -117.44773819
111  56.23067150 -117.44782086
111  56.23041694 -117.44756004
111  56.23028781 -117.44795962
111  56.23066627 -117.44835545
111  56.23064283 -117.44842721
111  56.23045694 -117.44899644
111  56.23042285 -117.44910081
111  56.23004083 -117.44870014
111  56.22982876 -117.44934299
111  56.22980279 -117.44940923
111  56.23011757 -117.44974687
111  56.23014722 -117.44965883
111  56.23028849 -117.44981500
111  56.23021089 -117.45004443
111  56.23006884 -117.44989155
