I
1130 Generated by WorldEditor 2.2.0r2

1     15 0 0 W04 Ocean Shores Muni
1302 gui_label 2D
100 15.00 1 0 0.00 0 2 0 15  47.00341365 -124.14348347    0    0 1 0 0 0 33  46.99504200 -124.14128900    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 2
111  46.99908557 -124.14421810
111  46.99909811 -124.14411886
111  46.99910036 -124.14410104
111  46.99910410 -124.14407145
111  46.99912043 -124.14394231
111  46.99912567 -124.14390087
111  46.99914655 -124.14373573
111  46.99916133 -124.14361877
112  46.99916133 -124.14361877  46.99916107 -124.14355738
111  46.99913418 -124.14353605
111  46.99915179 -124.14338953
111  46.99927862 -124.14342433
111  46.99928052 -124.14340318
112  46.99928052 -124.14340318  46.99927709 -124.14322752
111  46.99917705 -124.14317349
111  46.99517566 -124.14211878
112  46.99517566 -124.14211878  46.99498418 -124.14205186
111  46.99498458 -124.14177699
111  46.99503434 -124.14135673
111  47.00340091 -124.14355477
111  47.00334922 -124.14396662
111  47.00327238 -124.14457884
111  47.00286729 -124.14446950
111  47.00270840 -124.14413897
112  47.00270840 -124.14413897  47.00267392 -124.14409027
111  47.00259703 -124.14406353
111  46.99955079 -124.14326754
112  46.99936499 -124.14342394  46.99930649 -124.14361182
111  46.99936499 -124.14342394
111  46.99936309 -124.14344391
111  47.00026158 -124.14367662
111  47.00015612 -124.14455525
112  47.00015612 -124.14455525  47.00014543 -124.14460504
111  47.00011247 -124.14460098
111  46.99916720 -124.14435373
113  46.99918052 -124.14424425
111  46.99596043 -124.14222358
112  46.99596043 -124.14222358  46.99610745 -124.14221778
111  46.99613537 -124.14207317
112  46.99613537 -124.14207317  46.99618888 -124.14174806
111  46.99604204 -124.14167770
111  46.99525838 -124.14146853
112  46.99505403 -124.14178305  46.99504057 -124.14214392
111  46.99505403 -124.14178305
112  46.99520962 -124.14202985  46.99537554 -124.14208382
113  46.99520962 -124.14202985
111  46.99915933 -124.14306184
112  46.99915933 -124.14306184  46.99930954 -124.14307772
111  46.99934226 -124.14290939
111  46.99936102 -124.14277697
112  46.99936102 -124.14277697  46.99937361 -124.14258788
111  46.99926590 -124.14252236
111  46.99921444 -124.14250304
111  46.99918746 -124.14251305
111  46.99643161 -124.14175607
112  46.99621005 -124.14209298  46.99619082 -124.14250541
111  46.99621005 -124.14209298
112  46.99636748 -124.14232974  46.99652991 -124.14238745
113  46.99636748 -124.14232974
111  47.00310866 -124.14409605
112  47.00310866 -124.14409605  47.00325096 -124.14409766
111  47.00327879 -124.14394185
111  47.00329963 -124.14379622
112  47.00329963 -124.14379622  47.00330599 -124.14356850
111  47.00316305 -124.14351922
111  46.99965316 -124.14259983
112  46.99943959 -124.14282368  46.99939564 -124.14308751
111  46.99943959 -124.14282368
111  46.99942801 -124.14293833
112  46.99956514 -124.14316805  46.99970981 -124.14322847
113  46.99956514 -124.14316805
110 2 0.00 0.0000 New Taxiway 6
111  46.99909811 -124.14411886
111  46.99896340 -124.14409074
111  46.99895897 -124.14410636
111  46.99895382 -124.14410507
111  46.99895771 -124.14404640
111  46.99896290 -124.14404691
111  46.99896573 -124.14407508
113  46.99910036 -124.14410104
110 2 0.00 0.0000 New Taxiway 21
111  47.00118724 -124.14248636
111  47.00121357 -124.14248834
111  47.00121350 -124.14251593
113  47.00118653 -124.14251455
110 2 0.00 0.0000 New Taxiway 26
111  46.99830677 -124.14420277
111  46.99818916 -124.14414912
111  46.99822827 -124.14398503
113  46.99834338 -124.14404091
110 3 0.00 0.0000 New Taxiway 27
111  46.99826264 -124.14382004
111  46.99854752 -124.14393129
112  46.99883248 -124.14391134  46.99904092 -124.14384968
111  46.99883248 -124.14391134
112  46.99883248 -124.14391134  46.99901685 -124.14385984
111  46.99912567 -124.14390087
111  46.99912043 -124.14394231
112  46.99883047 -124.14394848  46.99868142 -124.14399581
111  46.99883047 -124.14394848
