I
1000 Generated by WorldEditor

1      2 1 0 NZDN Dunedin
100 46.00 1 0 0.25 0 3 1 03 -45.93388060  170.18748264    0    0 3 10 0 0 21 -45.92431050  170.20784229    0    0 3 10 0 0
110 1 0.25 0.0000 Main Taxiway asphalt
111 -45.92547771  170.20019593
111 -45.92553551  170.20025657 102
111 -45.92601136  170.20071271 102
111 -45.92676255  170.20143180 102
112 -45.92696484  170.20142285 -45.92705642  170.20137583 102
111 -45.92712359  170.20133180
111 -45.92669826  170.20223881 102
112 -45.92669650  170.20190807 -45.92668057  170.20179353 102
111 -45.92665664  170.20173030 102
111 -45.92588287  170.20099195 102
111 -45.92585692  170.20096685
112 -45.92549618  170.20061806 -45.92513544  170.20026927
111 -45.92549618  170.20061806
112 -45.92549618  170.20061806 -45.92545101  170.20053254 102
113 -45.92534627  170.20048595
110 1 0.25 0.0000 Apron
111 -45.92539373  170.19948956
112 -45.92539025  170.19997317 -45.92540763  170.20009812
111 -45.92539025  170.19997317
112 -45.92539025  170.19997317 -45.92540896  170.20012282
111 -45.92547771  170.20019593
111 -45.92534627  170.20048595 102
112 -45.92517168  170.20050426 -45.92508877  170.20054720 102
111 -45.92494296  170.20090815
111 -45.92492612  170.20094426
111 -45.92487848  170.20104668
111 -45.92484046  170.20113235
112 -45.92476005  170.20112794 -45.92472662  170.20113061
111 -45.92476005  170.20112794
112 -45.92476005  170.20112794 -45.92466481  170.20112295
111 -45.92458030  170.20121258 102
111 -45.92431766  170.20175933
111 -45.92419076  170.20162165
111 -45.92392115  170.20136412
111 -45.92438565  170.20036188
111 -45.92438014  170.20035497
111 -45.92497550  170.19909429
111 -45.92517057  170.19928045 102
113 -45.92524191  170.19934655 102
110 1 0.00 0.0000 Taxiway minor
112 -45.92332611  170.20336260 -45.92319594  170.20331672
111 -45.92332611  170.20336260
112 -45.92332611  170.20336260 -45.92337407  170.20334000
111 -45.92350069  170.20317203
112 -45.92328531  170.20309692 -45.92318244  170.20300857
111 -45.92328531  170.20309692
112 -45.92328531  170.20309692 -45.92317377  170.20301343
112 -45.92316374  170.20300419 -45.92315369  170.20299455
111 -45.92316374  170.20300419
112 -45.92316374  170.20300419 -45.92314441  170.20298532
111 -45.92295950  170.20303153
111 -45.92313144  170.20264904
111 -45.92293948  170.20247945
111 -45.92295574  170.20244335
111 -45.92288799  170.20238281
111 -45.92279006  170.20229707
111 -45.92286576  170.20213049
111 -45.92297279  170.20223952
111 -45.92302985  170.20209998
112 -45.92314245  170.20221409 -45.92325381  170.20232389
111 -45.92314245  170.20221409
112 -45.92314245  170.20221409 -45.92315229  170.20225126
112 -45.92308936  170.20236679 -45.92308425  170.20240639
111 -45.92308936  170.20236679
112 -45.92308936  170.20236679 -45.92308717  170.20239448
112 -45.92320606  170.20257715 -45.92321841  170.20259863
111 -45.92320606  170.20257715
112 -45.92320606  170.20257715 -45.92320749  170.20268769
111 -45.92323774  170.20274891
112 -45.92336073  170.20289711 -45.92341986  170.20292887
112 -45.92355430  170.20289884 -45.92359817  170.20285584
111 -45.92364152  170.20277584
111 -45.92409367  170.20183398
111 -45.92419076  170.20162165
111 -45.92431766  170.20175933
111 -45.92422185  170.20196123
111 -45.92377379  170.20292249
112 -45.92364425  170.20317514 -45.92359141  170.20326544
113 -45.92345627  170.20340848
110 2 0.00 0.0000 Concrete -  Gates
111 -45.92438014  170.20035497
111 -45.92438565  170.20036188
111 -45.92392115  170.20136412
111 -45.92389488  170.20134070
111 -45.92396251  170.20120302
111 -45.92389249  170.20113105
111 -45.92391749  170.20107920
111 -45.92384271  170.20100469
111 -45.92386890  170.20095175
111 -45.92379274  170.20087691
111 -45.92390920  170.20061587
111 -45.92423690  170.19991803
111 -45.92421816  170.19990024
111 -45.92424869  170.19983524
111 -45.92426836  170.19985680
111 -45.92434055  170.19969852
111 -45.92430038  170.19965790
111 -45.92434213  170.19956764
111 -45.92438277  170.19960684
111 -45.92447139  170.19942216
