I
1050 Generated by WorldEditor 1.6.0r1

1     24 1 0 MMZH IXTAPA ZIHUATANEJO INTL
100 60.05 1 0 0.25 0 3 1 08  17.60192831 -101.47244222    0    0 3 0 0 0 26  17.60131444 -101.44885529    0    0 3 0 0 0
110 1 0.00 0.0000 New Taxiway 1
111  17.60219841 -101.47243447
111  17.60219855 -101.47243974
111  17.60221310 -101.47300084
111  17.60167239 -101.47301689
113  17.60165817 -101.47244993
110 1 0.00 0.0000 New Taxiway 8
111  17.60216925 -101.47131621
112  17.60231683 -101.47154329  17.60241473 -101.47164943
111  17.60251917 -101.47178638
112  17.60258444 -101.47208311  17.60255289 -101.47225887
112  17.60242126 -101.47237528  17.60235817 -101.47241408
111  17.60219855 -101.47243974
113  17.60219841 -101.47243447
110 1 0.00 0.0000 New Taxiway 7
111  17.60158426 -101.44883883
112  17.60181233 -101.44890210  17.60190628 -101.44895397
112  17.60199429 -101.44917185  17.60202890 -101.44932125
112  17.60194287 -101.44948310  17.60192803 -101.44951319
112  17.60173780 -101.44973296  17.60167307 -101.44980181
111  17.60161358 -101.44996353
113  17.60158444 -101.44884818
110 1 0.00 0.0000 New Taxiway 6
111  17.60600654 -101.46477939
111  17.60616050 -101.46477562
111  17.60615949 -101.46469160
111  17.60611892 -101.46469308
111  17.60611880 -101.46467935
111  17.60590806 -101.46468105
111  17.60590725 -101.46461157
111  17.60612689 -101.46460994
111  17.60612597 -101.46453319
111  17.60627866 -101.46453299
111  17.60627922 -101.46447997
111  17.60601229 -101.46448064
111  17.60599186 -101.46372147
111  17.60592280 -101.46365649
111  17.60595362 -101.46362904
111  17.60594851 -101.46325218
111  17.60591491 -101.46322443
111  17.60589243 -101.46320082
111  17.60640097 -101.46318747
111  17.60640198 -101.46323087
111  17.60651418 -101.46334837
111  17.60647501 -101.46338876
111  17.60648062 -101.46383338
111  17.60664252 -101.46383380
111  17.60665574 -101.46466968
111  17.60647960 -101.46467042
111  17.60647960 -101.46483363
111  17.60657424 -101.46483359
111  17.60657642 -101.46494319
111  17.60635895 -101.46494267
111  17.60635826 -101.46490651
111  17.60632013 -101.46490679
111  17.60632053 -101.46500942
111  17.60600834 -101.46501542
113  17.60600699 -101.46485484
110 2 0.00 0.0000 New Taxiway 5
111  17.60578857 -101.46322287
111  17.60591491 -101.46322443
111  17.60594851 -101.46325218
111  17.60595362 -101.46362904
111  17.60592280 -101.46365649
111  17.60599186 -101.46372147
111  17.60601229 -101.46448064
111  17.60627922 -101.46447997
111  17.60627866 -101.46453299
111  17.60612597 -101.46453319
111  17.60612689 -101.46460994
111  17.60590725 -101.46461157
111  17.60590806 -101.46468105
111  17.60611880 -101.46467935
111  17.60611892 -101.46469308
111  17.60615949 -101.46469160
111  17.60616050 -101.46477562
111  17.60600654 -101.46477939
111  17.60600699 -101.46485484
113  17.60582713 -101.46485638
110 1 0.00 0.0000 New Taxiway 1
112  17.60195202 -101.45973167  17.60202369 -101.45996393
111  17.60231089 -101.46044899
112  17.60344481 -101.46238850  17.60356570 -101.46259436
112  17.60375666 -101.46272119  17.60386529 -101.46276714
112  17.60426298 -101.46275243  17.60453103 -101.46275978
112  17.60460976 -101.46256383  17.60463458 -101.46250676
111  17.60464933 -101.46236664
111  17.60496768 -101.46236527
111  17.60496836 -101.46255580
112  17.60488908 -101.46270933  17.60482492 -101.46279374
111  17.60472924 -101.46280629
112  17.60426277 -101.46282796  17.60418666 -101.46282910
112  17.60376151 -101.46280287  17.60362022 -101.46276638
111  17.60347010 -101.46256445
111  17.60262177 -101.46112999
112  17.60214953 -101.46029376  17.60195707 -101.45995724
112  17.60190769 -101.45972263  17.60187354 -101.45958122
113  17.60185889 -101.45944809
110 1 0.00 0.0000 New Taxiway 2
111  17.60572625 -101.46479584
111  17.60572358 -101.46461118
111  17.60571868 -101.46427330
111  17.60571513 -101.46402756
111  17.60571160 -101.46378298
111  17.60570767 -101.46351058
111  17.60570492 -101.46332030
111  17.60570187 -101.46310895
111  17.60569904 -101.46291302
111  17.60569604 -101.46270549
111  17.60569300 -101.46249529
111  17.60569101 -101.46235730
111  17.60496768 -101.46236527
111  17.60464933 -101.46236664
112  17.60461917 -101.46112956  17.60461006 -101.46094321
112  17.60468597 -101.46064694  17.60473304 -101.46048925
111  17.60473608 -101.46042554
111  17.60473304 -101.46004167
111  17.60570238 -101.46001106
111  17.60570238 -101.46001106
111  17.60570238 -101.46001106
111  17.60578857 -101.46322287
111  17.60582713 -101.46485638
111  17.60582988 -101.46497300
